ModelID,ProfileID,ProfileType
ACH-000156,PR-EYrDj1,rna
ACH-000156,PR-MVmw0R,dna
ACH-000729,PR-b4X253,rna
ACH-000729,PR-9B3rkC,dna
ACH-001192,PR-V4rEyG,rna
ACH-001192,PR-npwIay,dna
ACH-002362,PR-bzaMNn,dna
ACH-000240,PR-vkLGdd,rna
ACH-000240,PR-QTjcq8,dna
ACH-000460,PR-mEX7rp,rna
ACH-000460,PR-F4g3WW,dna
ACH-002126,PR-u3DLBk,dna
ACH-001136,PR-PRMsmy,dna
ACH-002062,PR-gQRoV8,rna
ACH-002062,PR-Bqt58y,dna
ACH-001638,PR-iAibSR,rna
ACH-001638,PR-FZ5nGv,dna
ACH-000783,PR-VsuSKA,rna
ACH-000783,PR-mvKyWh,dna
ACH-002123,PR-bLARMO,dna
ACH-000261,PR-z0gT24,rna
ACH-000261,PR-GRLHRt,dna
ACH-002095,PR-fCUMvS,dna
ACH-000894,PR-Rzimzl,rna
ACH-000894,PR-VuD5rl,dna
ACH-000587,PR-dmYRK0,rna
ACH-000587,PR-7M6hyK,dna
ACH-000221,PR-XZjZJc,rna
ACH-000221,PR-L4aIPw,dna
ACH-000451,PR-KJ5TCg,rna
ACH-000451,PR-ROLR8U,dna
ACH-001002,PR-KgoxFX,dna
ACH-000596,PR-dnvj3j,rna
ACH-000596,PR-83lP8j,dna
ACH-000267,PR-krQKxB,rna
ACH-000267,PR-KYx8aG,dna
ACH-000785,PR-Jgwbfp,rna
ACH-000785,PR-tQeua5,dna
ACH-000735,PR-D6dR4v,rna
ACH-000735,PR-8sK5Pe,dna
ACH-002180,PR-RD6k1g,dna
ACH-002275,PR-2Rohed,dna
ACH-000065,PR-96laNq,rna
ACH-000065,PR-SCRFDt,dna
ACH-000504,PR-V3UMib,rna
ACH-000504,PR-LYaYMN,dna
ACH-000076,PR-7zqkBh,rna
ACH-000076,PR-8q87By,dna
ACH-000893,PR-yi9PwD,rna
ACH-000893,PR-5eybX8,dna
ACH-000450,PR-cJD3JM,rna
ACH-000450,PR-CRT33x,dna
ACH-000795,PR-ictHbx,dna
ACH-000713,PR-PGoqZ3,rna
ACH-000713,PR-Di9pI4,dna
ACH-000864,PR-WiONV0,rna
ACH-000864,PR-cBcN9J,dna
ACH-002511,PR-2rVY3l,rna
ACH-002511,PR-Nzbo9w,dna
ACH-000917,PR-sLKHAb,rna
ACH-000917,PR-onxKlt,dna
ACH-000428,PR-im5A2o,rna
ACH-000428,PR-sTuBAT,dna
ACH-001548,PR-4PTNLB,rna
ACH-001548,PR-ttXMT7,dna
ACH-000203,PR-FYk1UR,rna
ACH-000203,PR-1z1P4o,dna
ACH-000691,PR-j9iGx5,rna
ACH-000691,PR-IxWu6d,dna
ACH-001364,PR-4vbVP3,dna
ACH-000999,PR-2tDYpf,rna
ACH-000999,PR-MX9ndc,dna
ACH-000332,PR-9B8rxy,rna
ACH-000332,PR-MDRlzU,dna
ACH-000047,PR-sHhvwZ,dna
ACH-002140,PR-if8jun,dna
ACH-002471,PR-oRvTSC,rna
ACH-002471,PR-KZi9zg,dna
ACH-001318,PR-y5SNaW,rna
ACH-001318,PR-dFyNJN,dna
ACH-000099,PR-e27kJH,rna
ACH-000099,PR-4mcoFq,dna
ACH-002358,PR-qc2Wdd,dna
ACH-002116,PR-LVlqzW,dna
ACH-000930,PR-6bANmd,rna
ACH-000930,PR-DNEoiz,dna
ACH-000519,PR-5zjzIV,rna
ACH-000519,PR-pTi2a3,dna
ACH-000166,PR-WDBd5T,rna
ACH-000166,PR-EZrEGr,dna
ACH-002246,PR-RJ1wxA,dna
ACH-001193,PR-0z5dYr,rna
ACH-001193,PR-DuXlVu,dna
ACH-002383,PR-tG48qj,dna
ACH-000752,PR-dSfYKW,rna
ACH-000752,PR-jyEzcx,dna
ACH-000704,PR-Qjt2jW,rna
ACH-000704,PR-XuaRbz,dna
ACH-000003,PR-jIbcm8,rna
ACH-000045,PR-blGNXN,rna
ACH-000045,PR-46SoC2,dna
ACH-002248,PR-XWNNMT,dna
ACH-000298,PR-jY2rQ7,rna
ACH-000298,PR-6MK3Tx,dna
ACH-000790,PR-fzvxxp,rna
ACH-000790,PR-qI6TAO,dna
ACH-000687,PR-OWLZ9l,rna
ACH-000687,PR-wwQB7j,dna
ACH-001711,PR-T4GW4o,rna
ACH-001711,PR-iw3UlU,dna
ACH-000857,PR-WtBoyP,rna
ACH-000857,PR-MhBq1t,dna
ACH-001558,PR-Ma6eYe,rna
ACH-001558,PR-HD4xg6,dna
ACH-000804,PR-6rFlzp,rna
ACH-000804,PR-EbcA0P,dna
ACH-001516,PR-hzeMyV,rna
ACH-001516,PR-3L6oOj,dna
ACH-000650,PR-JMlc5k,rna
ACH-000650,PR-yil4Fa,dna
ACH-000645,PR-7apVSV,rna
ACH-000645,PR-Q8fJfe,dna
ACH-002213,PR-S8c1QK,dna
ACH-002139,PR-hVwjEz,dna
ACH-000831,PR-xdkdIX,rna
ACH-000831,PR-AvkItL,dna
ACH-002151,PR-IDcomg,dna
ACH-001566,PR-wNr1Yv,rna
ACH-001566,PR-XFxyxc,dna
ACH-002019,PR-MbeEO0,rna
ACH-002019,PR-omDy4S,dna
ACH-000909,PR-eA69K8,rna
ACH-000909,PR-uiAmJy,dna
ACH-002198,PR-RrNtSH,dna
ACH-000252,PR-Y5v891,rna
ACH-000252,PR-77Wvzz,dna
ACH-000289,PR-Ipum53,rna
ACH-000289,PR-66Xefu,dna
ACH-000862,PR-JbRkUE,rna
ACH-000862,PR-9n8Nr3,dna
ACH-002099,PR-aFJEFo,dna
ACH-001791,PR-1ri2y7,rna
ACH-001791,PR-osa1xV,dna
ACH-001182,PR-0HbjBS,dna
ACH-000544,PR-xwKb3G,rna
ACH-000544,PR-6cQSp2,dna
ACH-001354,PR-hOYnpE,rna
ACH-001354,PR-iMDm0O,dna
ACH-001038,PR-Kx27qA,rna
ACH-001038,PR-EFHSQ0,dna
ACH-000360,PR-iUUvcE,rna
ACH-000360,PR-xgyQRo,dna
ACH-000787,PR-OJyWEi,rna
ACH-000787,PR-kEWjFH,dna
ACH-002287,PR-3b1cgr,dna
ACH-000627,PR-dMOep3,rna
ACH-000627,PR-6Aoyjm,dna
ACH-002512,PR-tphZGv,rna
ACH-002512,PR-UYg6uV,dna
ACH-000592,PR-JUsImc,rna
ACH-000592,PR-DWgEQr,dna
ACH-000887,PR-VBW2VX,rna
ACH-000887,PR-Y3wtKV,dna
ACH-000104,PR-kFkV6M,rna
ACH-000104,PR-Zn1T2Y,dna
ACH-000555,PR-8EZwQT,rna
ACH-000555,PR-JUyl3z,dna
ACH-000964,PR-tYD2aE,rna
ACH-000964,PR-12QdUO,dna
ACH-002847,PR-qqIKI9,rna
ACH-002847,PR-IoB78f,dna
ACH-002234,PR-LVJxLQ,dna
ACH-001520,PR-i3qf08,rna
ACH-001520,PR-IJVmy8,dna
ACH-000066,PR-5tQNbR,rna
ACH-000066,PR-ZH3h2j,dna
ACH-001549,PR-ZCyTyS,rna
ACH-001549,PR-ObcI54,dna
ACH-001127,PR-JIWarm,dna
ACH-000408,PR-sZ6bMf,rna
ACH-000408,PR-lygO7l,dna
ACH-000452,PR-QbzxO5,rna
ACH-000452,PR-tjwdfV,dna
ACH-000579,PR-6GSWBb,rna
ACH-000579,PR-TpqM8I,dna
ACH-000086,PR-Lq6HP8,rna
ACH-000086,PR-mKGNrd,dna
ACH-000919,PR-OPyHdN,rna
ACH-000919,PR-qsaGjs,dna
ACH-001841,PR-fICry6,rna
ACH-001841,PR-VTh6pY,dna
ACH-001556,PR-y3Hy4C,rna
ACH-001556,PR-wDOzJq,dna
ACH-002149,PR-8pIIv9,dna
ACH-001200,PR-l2ZXB8,rna
ACH-001200,PR-tSo8IZ,dna
ACH-002041,PR-6WdmAx,rna
ACH-002041,PR-GmFFYV,dna
ACH-002460,PR-mwL29p,rna
ACH-002460,PR-E4KTuc,dna
ACH-000440,PR-5gssK0,rna
ACH-000440,PR-RwW06i,dna
ACH-001639,PR-5sCxrE,dna
ACH-000827,PR-FkZzmE,rna
ACH-000827,PR-XMhMtv,dna
ACH-000806,PR-6Wbfvi,rna
ACH-000806,PR-jLWDOq,dna
ACH-000748,PR-EwFyoT,rna
ACH-000748,PR-u3mhx9,dna
ACH-000170,PR-SVHt1H,rna
ACH-000162,PR-xii8eY,rna
ACH-000162,PR-6hbj0G,dna
ACH-000421,PR-L7jPvC,rna
ACH-000421,PR-FXTRkB,dna
ACH-000385,PR-ZL3HS1,rna
ACH-000385,PR-mURINF,dna
ACH-001020,PR-HmuylQ,rna
ACH-001020,PR-WqHj2s,dna
ACH-000216,PR-0KetCf,rna
ACH-001973,PR-iOFAhp,rna
ACH-001973,PR-Bs4EcD,dna
ACH-000641,PR-zh4iUg,rna
ACH-000641,PR-G8b3PF,dna
ACH-000172,PR-Rs70c0,rna
ACH-000172,PR-mUpcNh,dna
ACH-000157,PR-CD64bO,rna
ACH-000157,PR-pHOVKv,dna
ACH-000860,PR-yL4kGI,rna
ACH-000860,PR-gSDwyR,dna
ACH-001339,PR-5ekAAC,rna
ACH-001339,PR-e1avuK,dna
ACH-002196,PR-WfmELG,dna
ACH-000383,PR-p5PuMl,rna
ACH-000383,PR-hs2Mvr,dna
ACH-002380,PR-kFAA0q,dna
ACH-002351,PR-2BGNxT,dna
ACH-000837,PR-DjZRV1,rna
ACH-000837,PR-191Fbv,dna
ACH-001844,PR-6fVuaA,rna
ACH-001844,PR-LZkbaa,dna
ACH-002014,PR-lVnV8v,rna
ACH-002014,PR-u1sjnZ,dna
ACH-001568,PR-MKUmzS,rna
ACH-001568,PR-cmDO3z,dna
ACH-000985,PR-1oT3fV,rna
ACH-000985,PR-ZhEuUF,dna
ACH-000343,PR-aGskAU,rna
ACH-000343,PR-NI2O1p,dna
ACH-001699,PR-3BJhtr,rna
ACH-001699,PR-cIS47b,dna
ACH-000849,PR-WRsCFG,rna
ACH-000849,PR-kQzAC5,dna
ACH-000941,PR-8ALmei,rna
ACH-000941,PR-SmHH3N,dna
ACH-000186,PR-IQFAyH,rna
ACH-000186,PR-hwbxfR,dna
ACH-000945,PR-24alez,rna
ACH-000945,PR-Ce8eMD,dna
ACH-002187,PR-P8Mmg9,dna
ACH-000956,PR-6Z0exD,rna
ACH-000956,PR-CYz5sB,dna
ACH-000767,PR-1nMfGT,rna
ACH-000767,PR-oisawM,dna
ACH-001233,PR-h8FBoU,dna
ACH-001622,PR-kNTLWN,rna
ACH-001622,PR-hE01lT,dna
ACH-001536,PR-iTqfDc,rna
ACH-001536,PR-C2qhxs,dna
ACH-000222,PR-oObPhP,rna
ACH-000222,PR-qtRkjp,dna
ACH-000821,PR-bm4xsG,rna
ACH-000821,PR-H5CCg3,dna
ACH-002834,PR-RQpWc6,rna
ACH-002834,PR-JA68S6,dna
ACH-001619,PR-JYaayr,rna
ACH-001619,PR-kOBSRv,dna
ACH-000968,PR-a0n7Th,rna
ACH-000968,PR-jCSmGb,dna
ACH-000636,PR-HIKGMc,rna
ACH-000636,PR-r9xbuU,dna
ACH-000940,PR-30x3GH,rna
ACH-000940,PR-hWzCnF,dna
ACH-001409,PR-0CHfFI,rna
ACH-001409,PR-C8mUzj,dna
ACH-001626,PR-OXiJAU,rna
ACH-001626,PR-SVlRCu,dna
ACH-000439,PR-tAgQgg,rna
ACH-000439,PR-7Alqku,dna
ACH-001205,PR-1tFrLv,dna
ACH-002002,PR-3AAPDM,rna
ACH-002002,PR-bQhOCB,dna
ACH-001407,PR-xlwgdq,rna
ACH-001407,PR-rgjFnl,dna
ACH-002837,PR-CTZxp2,rna
ACH-002837,PR-mLB2A7,dna
ACH-000374,PR-TlljjN,rna
ACH-000374,PR-LQ2181,dna
ACH-000990,PR-a1Bl1Q,rna
ACH-000990,PR-4IHwlo,dna
ACH-000462,PR-IqhZHg,rna
ACH-000462,PR-BqqB9P,dna
ACH-000415,PR-0uSN5g,rna
ACH-000415,PR-KeeVHg,dna
ACH-000884,PR-IZideS,rna
ACH-000884,PR-70d3re,dna
ACH-000764,PR-kQWnuO,rna
ACH-000764,PR-Uvfqfs,dna
ACH-001842,PR-KtrmUu,rna
ACH-001842,PR-HV4OkR,dna
ACH-001606,PR-4wqcKJ,dna
ACH-000681,PR-Em6pVT,rna
ACH-000681,PR-oKCH5w,dna
ACH-001692,PR-nsDdAW,rna
ACH-001692,PR-iCR9h9,dna
ACH-000268,PR-KMtCQx,rna
ACH-000268,PR-iAFHQp,dna
ACH-001029,PR-LDldeF,rna
ACH-001029,PR-Hm3uFM,dna
ACH-000872,PR-3x4PYY,rna
ACH-000872,PR-I3wdvK,dna
ACH-000639,PR-9vwlN6,rna
ACH-000639,PR-txDXl3,dna
ACH-001126,PR-w4xKgb,dna
ACH-002374,PR-TYbIdm,dna
ACH-001454,PR-PrSqYV,rna
ACH-001454,PR-KvICaQ,dna
ACH-001542,PR-2nuI3M,rna
ACH-001542,PR-EnZ3C5,dna
ACH-000283,PR-juL6zA,rna
ACH-000283,PR-WEJ9td,dna
ACH-001030,PR-uBA6FV,rna
ACH-001030,PR-A3pvk8,dna
ACH-000248,PR-LTYzDI,rna
ACH-000248,PR-7wfZWS,dna
ACH-000921,PR-Rb5wEU,rna
ACH-000921,PR-kRqGcx,dna
ACH-000720,PR-ijGcLG,rna
ACH-000720,PR-W1tE7B,dna
ACH-000524,PR-EkzVD4,rna
ACH-000524,PR-xCr90y,dna
ACH-002871,PR-4gqKGz,rna
ACH-002871,PR-rIRAe9,dna
ACH-002462,PR-AYkIzz,rna
ACH-002462,PR-GT62zV,dna
ACH-000043,PR-cq7ua3,rna
ACH-000043,PR-MA8H1x,dna
ACH-000689,PR-jYsqkj,rna
ACH-000689,PR-WguVHw,dna
ACH-000905,PR-Zbxz7C,rna
ACH-000905,PR-uWKgcA,dna
ACH-002464,PR-VRmi5G,rna
ACH-002464,PR-zGVgVP,dna
ACH-002736,PR-Vnb9Ps,rna
ACH-002736,PR-3Rfl68,dna
ACH-000537,PR-KjmX3f,rna
ACH-000537,PR-xQBHhh,dna
ACH-001547,PR-oVFjCh,rna
ACH-001547,PR-w45aIp,dna
ACH-000084,PR-ldkjkp,rna
ACH-000705,PR-DPUwIm,rna
ACH-000705,PR-hHPd12,dna
ACH-000124,PR-LWyLdh,rna
ACH-000124,PR-6jnXO1,dna
ACH-000318,PR-sgV9uU,rna
ACH-000318,PR-bTdCzB,dna
ACH-001459,PR-PoynFY,rna
ACH-001459,PR-mXR4Uw,dna
ACH-000823,PR-4rthc9,rna
ACH-000823,PR-Ru1ESx,dna
ACH-000192,PR-usiuei,rna
ACH-000192,PR-Th0Tcz,dna
ACH-000475,PR-9L0L8U,rna
ACH-000475,PR-9gcP8z,dna
ACH-000642,PR-sM9mGn,rna
ACH-000119,PR-AcNBMN,rna
ACH-000119,PR-7GcxlA,dna
ACH-001125,PR-bsFLyR,dna
ACH-000178,PR-WpdiAK,rna
ACH-000178,PR-sMZ5rk,dna
ACH-000106,PR-rNKPa1,rna
ACH-000106,PR-XcC2fL,dna
ACH-000092,PR-7o3bw3,rna
ACH-000092,PR-u3pZT9,dna
ACH-001417,PR-1xuv37,dna
ACH-002297,PR-sieTS5,dna
ACH-000989,PR-r6su9X,rna
ACH-000989,PR-3clnyl,dna
ACH-001647,PR-PQCYYM,rna
ACH-001647,PR-vuT2eV,dna
ACH-001799,PR-fcB0Un,rna
ACH-001799,PR-lOACG9,dna
ACH-000012,PR-7ATO6F,rna
ACH-000012,PR-SRIORa,dna
ACH-001107,PR-vPcJUK,dna
ACH-000613,PR-QLMBpH,rna
ACH-000613,PR-NVYpYS,dna
ACH-001703,PR-2x5Bi2,rna
ACH-001703,PR-O3Pu68,dna
ACH-000224,PR-PWhm64,rna
ACH-000224,PR-TvKzhh,dna
ACH-000351,PR-d95SZ5,rna
ACH-000351,PR-Dx7c37,dna
ACH-000399,PR-ypeetS,rna
ACH-000399,PR-K7DgFj,dna
ACH-000882,PR-3wDEFc,rna
ACH-000882,PR-9pyNVm,dna
ACH-001767,PR-kcqeyj,dna
ACH-001022,PR-ciKalJ,rna
ACH-001022,PR-lvV3e4,dna
ACH-000782,PR-sTIP2P,rna
ACH-000782,PR-9kNZUy,dna
ACH-000732,PR-xBRCzo,rna
ACH-000732,PR-uC8ruN,dna
ACH-000607,PR-5yYu3E,rna
ACH-000607,PR-YIgePk,dna
ACH-000816,PR-92DBs7,rna
ACH-000816,PR-qic3LK,dna
ACH-002304,PR-BiUc1B,dna
ACH-002011,PR-DMRFet,rna
ACH-002011,PR-JOlhYh,dna
ACH-000676,PR-RE8GAk,rna
ACH-000676,PR-8IF7lx,dna
ACH-002189,PR-GZUMxm,dna
ACH-001533,PR-2WXRlv,rna
ACH-001533,PR-xYVgxG,dna
ACH-000715,PR-tTpTry,rna
ACH-000715,PR-0DEQ8n,dna
ACH-000323,PR-ziaphs,rna
ACH-000323,PR-UcL778,dna
ACH-000602,PR-KChA0v,rna
ACH-000602,PR-9kOmqp,dna
ACH-000903,PR-sEyfI6,rna
ACH-000903,PR-3tYmYv,dna
ACH-002296,PR-mbct9S,dna
ACH-000726,PR-TduyIO,rna
ACH-000726,PR-n7TWY6,dna
ACH-000934,PR-Gj6QEV,rna
ACH-000934,PR-w49cqq,dna
ACH-000147,PR-sXGiS8,rna
ACH-000147,PR-jdOrba,dna
ACH-000542,PR-PzfzVu,rna
ACH-000542,PR-UxEzNY,dna
ACH-000993,PR-WQIceW,rna
ACH-000993,PR-Ggfzdb,dna
ACH-000171,PR-7InfbV,rna
ACH-000171,PR-ceGqfw,dna
ACH-001498,PR-JeDpvG,rna
ACH-001498,PR-ajQnpq,dna
ACH-000347,PR-61lE8s,rna
ACH-000347,PR-uE8CeT,dna
ACH-002250,PR-SwrmVl,dna
ACH-001999,PR-9XFAK6,rna
ACH-001999,PR-fuJcby,dna
ACH-000232,PR-O4YQGD,rna
ACH-000232,PR-kyhOao,dna
ACH-000829,PR-Appiio,rna
ACH-000829,PR-MJJfxr,dna
ACH-002376,PR-CgIjIP,dna
ACH-000344,PR-qXX1I4,rna
ACH-000344,PR-7LaE1z,dna
ACH-001856,PR-HIcIZg,rna
ACH-001856,PR-oXwoE7,dna
ACH-000085,PR-EamGD1,rna
ACH-000085,PR-6OLvAx,dna
ACH-001694,PR-jGtun6,rna
ACH-001694,PR-2ae0kb,dna
ACH-001283,PR-PQBLFG,rna
ACH-001283,PR-oSW7v5,dna
ACH-000285,PR-ACNZor,rna
ACH-000285,PR-89HlYy,dna
ACH-001862,PR-3nKPNc,rna
ACH-001862,PR-AOMFGh,dna
ACH-000089,PR-e8Fv3n,rna
ACH-000089,PR-r8D1FM,dna
ACH-001490,PR-jvsZI3,dna
ACH-000662,PR-h8HfNL,rna
ACH-000662,PR-ko8bDr,dna
ACH-000426,PR-DT2Iui,dna
ACH-000356,PR-93DKEC,rna
ACH-000356,PR-1e83fN,dna
ACH-000369,PR-6dOkU8,rna
ACH-000369,PR-lRsNFJ,dna
ACH-000265,PR-MvUHzT,rna
ACH-000265,PR-oqFF1H,dna
ACH-000030,PR-TLl6Lb,rna
ACH-000030,PR-X8sCBt,dna
ACH-000242,PR-i9DRP1,rna
ACH-000242,PR-HCETwH,dna
ACH-000739,PR-iq2z3x,rna
ACH-000739,PR-ozp1kx,dna
ACH-002381,PR-Y9AJZJ,dna
ACH-000271,PR-N67v1C,rna
ACH-000271,PR-9eJ7rS,dna
ACH-001563,PR-b3ZiM1,rna
ACH-001563,PR-fx9kEA,dna
ACH-000673,PR-JybGuH,rna
ACH-000673,PR-frTMdL,dna
ACH-002446,PR-db4XQ1,rna
ACH-002446,PR-CIG8el,dna
ACH-001277,PR-yg9vCe,rna
ACH-001277,PR-kPl0Je,dna
ACH-002204,PR-cqwJOU,dna
ACH-002111,PR-y3wle9,dna
ACH-001738,PR-1ofDIZ,dna
ACH-002174,PR-Q4XyLs,dna
ACH-001001,PR-6vZTuK,rna
ACH-001001,PR-5EAjfk,dna
ACH-000621,PR-IyMe0n,rna
ACH-000621,PR-xTlIdk,dna
ACH-000180,PR-FWbgot,rna
ACH-000180,PR-HmmpcB,dna
ACH-001745,PR-BaaI2U,rna
ACH-001745,PR-PUVNfT,dna
ACH-002289,PR-rXTNbR,dna
ACH-000781,PR-hmkCrq,rna
ACH-000781,PR-qpx3xg,dna
ACH-001645,PR-kWGeay,rna
ACH-001645,PR-XHNuX5,dna
ACH-000966,PR-Q5fGkM,rna
ACH-000966,PR-YK2xaU,dna
ACH-000233,PR-z36vet,rna
ACH-000233,PR-Pc7OqJ,dna
ACH-000653,PR-PMnysn,rna
ACH-000653,PR-pSFmDI,dna
ACH-000769,PR-F1yFEs,rna
ACH-000769,PR-HN3C6C,dna
ACH-000870,PR-qXoAxl,rna
ACH-000870,PR-kdOuZg,dna
ACH-000922,PR-pgq6K8,rna
ACH-000922,PR-dTN7So,dna
ACH-001530,PR-wwljOY,rna
ACH-001530,PR-mXKNsQ,dna
ACH-000127,PR-cqE8Be,rna
ACH-000127,PR-MDhIPk,dna
ACH-000734,PR-xGCID2,rna
ACH-000734,PR-JjCrR3,dna
ACH-002067,PR-Ft3wbx,rna
ACH-002067,PR-ulV4sS,dna
ACH-000185,PR-ZaUICr,rna
ACH-002118,PR-9V0s4B,dna
ACH-000815,PR-PDkGEq,rna
ACH-000815,PR-0tdcT8,dna
ACH-000578,PR-CqdD2n,rna
ACH-000229,PR-bE42Qu,rna
ACH-001610,PR-gjoWcS,rna
ACH-001610,PR-B0reXl,dna
ACH-002061,PR-Fd4Uat,rna
ACH-002061,PR-GmchTa,dna
ACH-000306,PR-kOG4Da,rna
ACH-000262,PR-3Jaqa6,rna
ACH-000262,PR-2iYOqs,dna
ACH-002269,PR-09S1KU,dna
ACH-000485,PR-9MoKlM,rna
ACH-000485,PR-L0Yely,dna
ACH-000390,PR-x1Rf2T,rna
ACH-000390,PR-eb0GsA,dna
ACH-001274,PR-wbLnSg,rna
ACH-001274,PR-QpjwkQ,dna
ACH-001211,PR-u4x8S7,rna
ACH-001211,PR-WL3pUA,dna
ACH-001036,PR-zboqsy,rna
ACH-001036,PR-gtpkTx,dna
ACH-000458,PR-dIXDm8,rna
ACH-000458,PR-K5EUMa,dna
ACH-000239,PR-4VQCNI,rna
ACH-000239,PR-R8syrq,dna
ACH-000597,PR-w00MaJ,rna
ACH-000597,PR-vuRAsN,dna
ACH-001515,PR-FR76Nk,rna
ACH-001515,PR-Kz3B24,dna
ACH-002125,PR-o6FTh0,dna
ACH-000509,PR-VzrTwf,rna
ACH-000509,PR-UPrj3r,dna
ACH-002200,PR-feKElS,dna
ACH-000560,PR-CRcDXf,rna
ACH-000560,PR-C0X6Ou,dna
ACH-000197,PR-QSFh78,rna
ACH-000197,PR-CaXKYy,dna
ACH-001591,PR-yfBgqc,dna
ACH-001560,PR-j62F0q,rna
ACH-001560,PR-iXXp7w,dna
ACH-001134,PR-LmLnU6,rna
ACH-001134,PR-lLEXIT,dna
ACH-001065,PR-w17BEw,dna
ACH-000838,PR-COMOCq,rna
ACH-000838,PR-HRA6lV,dna
ACH-002092,PR-uLhkBr,dna
ACH-002015,PR-Ti4t3u,rna
ACH-002015,PR-p6CGNj,dna
ACH-000980,PR-LMqOct,rna
ACH-000980,PR-ULagYi,dna
ACH-000665,PR-sVtE0j,rna
ACH-000665,PR-O1Dni4,dna
ACH-000510,PR-Er9ReY,rna
ACH-000510,PR-UOveiJ,dna
ACH-000856,PR-0f2vAo,rna
ACH-000856,PR-oLPbwB,dna
ACH-001196,PR-GbH3a5,rna
ACH-001196,PR-Gxa7VT,dna
ACH-000950,PR-h1OtIX,rna
ACH-000950,PR-nc0Vfp,dna
ACH-000352,PR-XyFflW,rna
ACH-000352,PR-V1Tfkf,dna
ACH-002292,PR-WjpsOP,dna
ACH-001607,PR-xesIBi,rna
ACH-001607,PR-qMuiGJ,dna
ACH-001634,PR-WLkjMG,rna
ACH-001634,PR-ifMZ87,dna
ACH-000079,PR-gAjKyG,rna
ACH-000079,PR-LLWIab,dna
ACH-000302,PR-4UVJG8,rna
ACH-000302,PR-KOoRzM,dna
ACH-001702,PR-kNeHN4,rna
ACH-001702,PR-VfX2J4,dna
ACH-000191,PR-IjyaXv,rna
ACH-000191,PR-S35cHM,dna
ACH-000088,PR-DDrbAK,rna
ACH-001097,PR-ns3q2x,rna
ACH-001097,PR-WO3P3h,dna
ACH-002342,PR-6xbU8h,dna
ACH-002253,PR-7UuGkQ,dna
ACH-000777,PR-Og0abo,rna
ACH-000777,PR-ukNBMh,dna
ACH-001035,PR-3nG8Ct,rna
ACH-001035,PR-RO88TC,dna
ACH-000600,PR-A1ObsZ,rna
ACH-002458,PR-Pbv5XQ,rna
ACH-002458,PR-fl0sBB,dna
ACH-000174,PR-7Z2iGS,rna
ACH-000174,PR-ni2mCH,dna
ACH-001551,PR-nU8roA,rna
ACH-001551,PR-EbZW7K,dna
ACH-000140,PR-81aBxE,rna
ACH-000140,PR-9PwT0i,dna
ACH-002106,PR-IiBaqI,dna
ACH-000898,PR-DZLH9k,rna
ACH-000898,PR-lJ66JC,dna
ACH-000802,PR-icoZyy,rna
ACH-000802,PR-11LrS9,dna
ACH-000518,PR-lZHMTT,rna
ACH-000518,PR-TzMb0x,dna
ACH-000972,PR-2VAsRM,rna
ACH-000972,PR-HCYCNG,dna
ACH-000274,PR-uzHwbi,rna
ACH-000274,PR-aFx2RI,dna
ACH-000730,PR-q3qYD2,rna
ACH-000730,PR-0EypNA,dna
ACH-001408,PR-D5dyBT,rna
ACH-001408,PR-ADAr4E,dna
ACH-002467,PR-juxHEd,rna
ACH-002467,PR-sofYL7,dna
ACH-001838,PR-ACpsFG,rna
ACH-001838,PR-9LHdqw,dna
ACH-000987,PR-rnQOrB,rna
ACH-000987,PR-7n7fXy,dna
ACH-000638,PR-l8Di5B,rna
ACH-000638,PR-727ZKc,dna
ACH-002355,PR-mtEr02,dna
ACH-000410,PR-Q0NBzx,rna
ACH-000410,PR-sqX6JQ,dna
ACH-001664,PR-b2iStE,rna
ACH-001664,PR-aHHBb9,dna
ACH-000762,PR-KqYA8l,rna
ACH-000762,PR-99vCNe,dna
ACH-002274,PR-a87IXe,dna
ACH-001419,PR-O8jXE4,rna
ACH-001419,PR-IqCpcq,dna
ACH-000441,PR-BaBtLP,rna
ACH-000441,PR-2vKf8J,dna
ACH-000398,PR-lsm4JW,rna
ACH-000398,PR-eUFjmR,dna
ACH-002475,PR-QtHaIL,rna
ACH-002647,PR-Qi0kuT,rna
ACH-002647,PR-lsXdrW,dna
ACH-000850,PR-o20z4H,rna
ACH-000392,PR-r3I3K5,rna
ACH-000392,PR-nBvsae,dna
ACH-001532,PR-NyGOKy,rna
ACH-001532,PR-86Rnag,dna
ACH-000757,PR-6hVuX7,rna
ACH-000757,PR-og81ZO,dna
ACH-000991,PR-hInuPG,rna
ACH-000991,PR-ZU3ok7,dna
ACH-000520,PR-09gmEI,rna
ACH-000520,PR-uKy2tK,dna
ACH-000708,PR-llpknG,rna
ACH-000708,PR-JelpSO,dna
ACH-001849,PR-3O96Xk,rna
ACH-001849,PR-IJgOEC,dna
ACH-001190,PR-P15Fva,rna
ACH-001190,PR-otNegA,dna
ACH-000133,PR-G3LLpL,rna
ACH-000133,PR-e7ykXF,dna
ACH-000004,PR-pEZmVx,rna
ACH-000004,PR-DGbP1m,dna
ACH-000753,PR-L3V7if,rna
ACH-000753,PR-10vZ6j,dna
ACH-000151,PR-RMPZ9P,rna
ACH-000151,PR-rCsB4y,dna
ACH-002710,PR-FX6MWi,rna
ACH-002710,PR-y3WQWw,dna
ACH-001623,PR-R98q5w,rna
ACH-001623,PR-fRCx9P,dna
