Depmap ID,"CRISPR (DepMap Public 23Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 23Q2,Mutations_Prioritized
ACH-000248,0.0373395613238029,AU565,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.980025300238734,Other
ACH-000337,-0.2671477669056853,NCIH3122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.953265239014844,Other
ACH-000341,-0.2015382968132724,SKNFI,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.79051141189419,Other
ACH-000396,-0.320132670963425,J82,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.401220862160216,Other
ACH-000397,-0.1488517032516643,TEN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.898933871780176,Other
ACH-000398,-0.1961725637343752,RI1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.202025844609336,Other
ACH-000401,-0.2049225512543675,COLO800,Melanoma,Skin,Melanoma,5.335211681705785,Other
ACH-000402,-0.3738117259968805,BL70,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.636914580355878,Other
ACH-000403,-0.0736711086507722,NCIH747,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.079591448648193,Other
ACH-000404,-0.0786894593000735,K029AX,Melanoma,Skin,Melanoma,5.006298023900369,Other
ACH-000405,-0.102614136565151,MEC1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.61706334388818,Other
ACH-000406,-0.1713996104667463,U937,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.121222669841959,Other
ACH-000407,-0.0803757892737516,SNU685,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.393690764187454,Other
ACH-000408,-0.0284047450240004,TE5,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.939461678362786,Other
ACH-000410,-0.1145919174458938,SAOS2,Osteosarcoma,Bone,Osteosarcoma,6.270715807874262,Other
ACH-000411,-0.0050269432990504,769P,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.471187460386985,Other
ACH-000414,-0.1707765008453013,NCIH1944,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.4886435398537845,Other
ACH-000395,-0.1498577846152791,NCIH520,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.438459204423481,Other
ACH-000415,-0.1821372402469249,BICR6,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.534186139090097,Other
ACH-000417,-0.0348267086178087,PANC0813,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.904724928390404,Other
ACH-000420,-0.1125154916539088,SNU449,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.145677455195635,Other
ACH-000421,-0.0278585064618056,SW837,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.141596278383818,Other
ACH-000422,-0.1879218900780001,SNU475,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.576522137920503,Other
ACH-000424,-0.038481324746373,TC71,Ewing Sarcoma,Bone,Ewing Sarcoma,5.634883636775385,Other
ACH-000425,-0.1025388317085142,UACC62,Melanoma,Skin,Melanoma,5.878970510151082,Other
ACH-000427,-0.1991933375852184,NCIN87,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.783194703376154,Other
ACH-000430,-0.3252312641688648,TYKNU,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.470536865092583,Other
ACH-000431,-0.1768082970296924,NCIH1694,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.739848102699328,Other
ACH-000433,-0.3141302645770009,CAKI1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.18308946064076,Other
ACH-000434,-0.2037343025751392,NCIH1915,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.693765712217783,Other
ACH-000435,-0.2263862676215028,EFE184,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.0716768737518585,Other
ACH-000436,-0.1840425413573344,OCIMY7,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.431622959713292,Other
ACH-000840,0.1715547311271317,HCC366,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.256444596473442,Other
ACH-000416,-0.1230811765081886,NCIH838,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.08533966935737,Other
ACH-000339,-0.0501928724912285,HCC461,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.158458216216766,Other
ACH-000393,-0.0221558865055759,HLF,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.640100297890389,Other
ACH-000390,-0.0924004136607454,LUDLU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.111031312388744,Other
ACH-000343,0.0372916763957583,NCIH522,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.026578770127714,Other
ACH-000344,-0.0113144920417179,SNU668,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.61706334388818,Other
ACH-000346,-0.4017185615759855,JVM3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.764208130139947,Other
ACH-000348,-0.0583672969831022,RPMI7951,Melanoma,Skin,Melanoma,6.607478274884133,Other
ACH-000350,-0.021410051593625,COLO678,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.96970308801354,Other
ACH-000352,-0.0506518752198752,HCC1428,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.1013979521825314,Other
ACH-000354,0.0546180514569794,CAPAN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.658925511492373,Other
ACH-000355,-0.3008284058758881,NCIH82,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.069959890459774,Other
ACH-000356,-0.0529236579689958,MKN45,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.590362488463746,Other
ACH-000359,-0.1395913236982,MG63,Osteosarcoma,Bone,Osteosarcoma,5.120186027531863,Other
ACH-000361,-0.0585946466052055,SKHEP1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.458119481174506,Other
ACH-000362,-0.2891604663468812,MOLM13,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.155830171556525,Other
ACH-000363,-0.1598899354714963,SKMM2,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.144454313926194,Other
ACH-000364,-0.2339183735059241,U2OS,Osteosarcoma,Bone,Osteosarcoma,5.427941332509482,Other
ACH-000391,-0.0845664529589012,MHHES1,Ewing Sarcoma,Bone,Ewing Sarcoma,6.642701571833233,Other
ACH-000365,-0.1307620451042351,SUDHL4,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,4.676380255466924,Other
ACH-000367,0.09163401276716,NCIH226,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,4.653633311386255,Other
ACH-000368,-0.1006155355395676,SNU1105,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.393004256898322,Other
ACH-000370,-0.0250159025690068,SNU626,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.185470146066942,Other
ACH-000371,-0.0236140190672623,RL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.348728154231077,Other
ACH-000374,-0.0571201077405194,HCC1143,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.745775149485796,Other
ACH-000375,-0.0774377559098338,G402,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,6.673132372145357,Other
ACH-000376,0.0084760338856601,SF295,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.023255352300303,Other
ACH-000377,-0.1327915956715288,SNU478,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,5.648465443027314,Other
ACH-000378,-0.1628512835104373,NCIH647,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.074676686294496,Other
ACH-000381,0.0255974043206398,T84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.73687542290827,Other
ACH-000383,-0.0704802490712665,OE33,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.857980995127572,Other
ACH-000385,-0.2729888630755082,SKRC20,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.631686366311998,Other
ACH-000387,-0.1449997631093923,TF1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.272956307935107,Other
ACH-000389,-0.1093824134727842,H4,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.143230134776893,Other
ACH-000366,-0.0333786539896808,SKNDZ,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.936637939002571,Other
ACH-000247,-0.2109440957877736,OCUM1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.252476214135217,Other
ACH-000246,-0.0300712116586939,SLR23,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,,Other
ACH-000244,-0.0324475847051084,DKMG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.718224611556279,Other
ACH-000060,-0.1720633201686896,PANC1005,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.405652061280371,Other
ACH-000067,-0.2438653390502979,HS683,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.643856189774724,Other
ACH-000070,-0.1725390321599052,697,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,6.131136719158451,Other
ACH-000074,-0.125082811188721,KU812,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.881419908092401,Other
ACH-000075,-0.3052190624995244,U87MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.424586226251101,Other
ACH-000076,-0.0742304091257727,NCO2,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.984133594540979,Other
ACH-000077,-0.0392522923302205,MJ,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.797012977836145,Other
ACH-000078,-0.3646219342692368,MHHNB11,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,7.998759650910368,Other
ACH-000082,-0.070316088547917,G292CLONEA141B1,Osteosarcoma,Bone,Osteosarcoma,5.779522386743769,Other
ACH-000085,-0.0454232897955594,T3M4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.705977901682522,Other
ACH-000086,-0.1607363233165923,ACCMESO1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.613826290934041,Other
ACH-000090,-0.3886495749947494,PC3,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.622637566537459,Other
ACH-000092,-0.0513233329402356,NCIH2452,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.730639955916791,Other
ACH-000093,0.033042952945936,PANC0504,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.497931651896279,Other
ACH-000055,-0.0845191721230582,D283MED,Embryonal Tumor,CNS/Brain,Embryonal Tumor,6.20006486151431,Other
ACH-000094,-0.2613877559707102,HPAFII,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.97246290720214,Other
ACH-000097,-0.0131695310014016,ZR751,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.994579724215747,Other
ACH-000098,-0.0645065582388676,GAMG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.087887100933117,Other
ACH-000099,0.0196664658883002,SIMA,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.608809242675524,Other
ACH-000101,-0.1015101104218241,KE37,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.170525999176848,Other
ACH-000103,-0.0918035696925784,CAOV4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.031439309319335,Other
ACH-000108,-0.2475625279065461,KP3,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,5.719731056749852,Other
ACH-000111,-0.077544490913775,HCC1187,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.438625538088378,Other
ACH-000113,-0.2152320385611173,OCIAML2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.531537419117717,Other
ACH-000114,-0.1838911717416565,SU8686,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.177519202597814,Other
ACH-000115,-0.0878063780200811,VCAP,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.913607511823099,Other
ACH-000118,-0.1022838684297668,HUPT3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.59215800212536,Other
ACH-000120,-0.1264250900631418,CHP212,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.234577959784565,Other
ACH-000123,-0.2471173776669823,COV434,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.865423978313134,Other
ACH-000124,-0.1176133067653481,OCILY19,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.815831566464824,Other
ACH-000095,-0.1015739264292409,D341Med,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.663059923747817,Other
ACH-000127,-0.1883951729523177,SLR20,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.172727518012846,Other
ACH-000054,-0.1116466427560177,HT1080,Fibrosarcoma,Soft Tissue,Fibrosarcoma,5.710944154575872,Other
ACH-000052,-0.3664655224541686,A673,Ewing Sarcoma,Bone,Ewing Sarcoma,5.514753498439753,Other
ACH-000004,-0.2789081731951112,HEL,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.971083657536011,Other
ACH-000005,-0.2448767562300928,HEL9217,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.4809113460477485,Other
ACH-000007,-0.0419453133429499,LS513,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.002252451731379,Other
ACH-000009,-0.1396281792469224,C2BBE1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.945092630539956,Other
ACH-000011,-0.0643145240337763,253J,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,4.007195501404204,Other
ACH-000012,-0.170404655206903,HCC827,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.891905188211931,Other
ACH-000013,-0.0920691506334202,ONCODG1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.048323386537814,Other
ACH-000014,0.0406929798366411,HS294T,Melanoma,Skin,Melanoma,4.855491443101874,Other
ACH-000015,-0.0527433928809696,NCIH1581,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.990501111363251,Other
ACH-000017,-0.1850442824323315,SKBR3,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.521678951603199,Other
ACH-000018,-0.2420794232311781,T24,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.056800263143443,Other
ACH-000019,-0.3213344561749783,MCF7,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.486714373030702,Other
ACH-000021,-0.1405874646985522,NCIH1693,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.134631671447647,Other
ACH-000022,-0.0269318537793769,PATU8988S,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.841218373923888,Other
ACH-000053,-0.247128328438459,KARPAS299,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.315421315945778,Other
ACH-000023,-0.2138398443900924,PATU8988T,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.223229456842112,Other
ACH-000025,-0.2970983283173743,CH157MN,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor,5.871104373555458,Other
ACH-000028,-0.0024760020915565,KPL1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.882643049361842,Other
ACH-000029,-0.0174258895802423,HCC827GR5,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.289834465177509,Other
ACH-000030,-0.0874690517067811,PC14,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.495375380944628,Other
ACH-000035,-0.0230928034282428,NCIH1650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.0083165637349865,Other
ACH-000036,-0.0360024736878764,U343,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.355615382757959,Other
ACH-000037,-0.2515658470861932,S117,"Sarcoma, NOS",Soft Tissue,"Sarcoma, NOS",5.486070743735668,Other
ACH-000039,-0.4506795057866,SKNMC,Ewing Sarcoma,Bone,Ewing Sarcoma,6.318678373736547,Other
ACH-000040,-0.2585738911979001,U118MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.208478242211705,Other
ACH-000041,-0.041917930392912,RDES,Ewing Sarcoma,Bone,Ewing Sarcoma,4.949067965852913,Other
ACH-000042,-0.0608263987566557,PANC0203,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.027021314622255,Other
ACH-000045,-0.1217028019655621,MV411,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.242983516109694,Other
ACH-000047,-0.0466781293061031,GCIY,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,Other
ACH-000048,-0.0701661387978761,TOV112D,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.326249700837456,Other
ACH-000024,-0.2919181268408993,OPM2,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.509379148914689,Other
ACH-000128,-0.0294698446094091,LN319,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.099926350556032,Other
ACH-000132,-0.1193106614270069,JHOS2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.645009884391095,Other
ACH-000133,-0.0804963041937764,HS729,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.672708195622218,Other
ACH-000192,0.0245797870637219,MFE280,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.816599706534912,Other
ACH-000195,-0.3316917374092976,SET2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,7.324810603420484,Other
ACH-000198,-0.2111398098048348,EOL1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,6.714657657374936,Other
ACH-000200,-0.0772350322374907,NMCG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.079378111118652,Other
ACH-000202,-0.2245093452138996,COLO320,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.070389327891398,Other
ACH-000204,-0.1187696136757776,LP1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.401220862160216,Other
ACH-000206,-0.2802025134644299,C8166,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,6.151574729766406,Other
ACH-000207,-0.0312829189601254,DETROIT562,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.334496768390418,Other
ACH-000209,0.0771208650393991,SNU1079,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.2268938135713885,Other
ACH-000211,-0.0878485690103907,DAOY,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.2502036564992975,Other
ACH-000212,-0.1527984255892061,CAL120,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.098032082960526,Other
ACH-000213,-0.2476614781100337,HUPT4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.19416586852982,Other
ACH-000215,0.026099039940181,LN382,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.125568451778029,Other
ACH-000216,0.0046983123778147,JHESOAD1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.234003066355604,Other
ACH-000191,-0.4042211790779194,BHT101,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,6.01435529297707,Other
ACH-000217,-0.1523464949202219,JHH6,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.485104761080973,Other
ACH-000221,-0.096780613032915,SNU398,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.933336575912319,Other
ACH-000222,-0.2711643308415257,ASPC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.513016928174842,Other
ACH-000223,-0.1465543590603679,HCC1937,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.328944145449754,Other
ACH-000226,-0.2055403365163675,SUPM2,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.219168520462161,Other
ACH-000227,-0.225771707777544,KPNYN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.553974808237472,Other
ACH-000228,-0.1629967067674,BICR31,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.889960199658641,Other
ACH-000231,-0.0245801011617809,KALS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.742275747540269,Other
ACH-000232,-0.0802430487196345,U251MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.399171093819823,Other
ACH-000233,-0.120845821907671,DEL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.418021241281142,Other
ACH-000234,-0.405156774997093,CAKI2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.4154882710497,Other
ACH-000235,-0.0531786380706623,PANC0403,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.52387555132852,Other
ACH-000237,-0.2166015942549772,JHOM1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.887037791419196,Other
ACH-000238,-0.1970485083000878,SCC4,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.551516017628014,Other
ACH-000243,-0.2413410829494326,DANG,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.344118334521428,Other
ACH-000219,-0.1400624682468662,A375,Melanoma,Skin,Melanoma,5.079378111118652,Other
ACH-000190,-0.0758289912072066,HDMYZ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.22380865860602,Other
ACH-000189,-0.2700470488255403,RCC10RGB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,6.17192735435346,Other
ACH-000188,-0.005124145925724,SCC25,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.460087240116833,Other
ACH-000137,-0.1569471963219945,8MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.085127180213324,Other
ACH-000138,-0.1220711210125018,CFPAC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.710255418686107,Other
ACH-000139,-0.1610664789629166,PANC0327,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.384740587292384,Other
ACH-000141,-0.1102409079451306,SNU308,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,4.638653116466112,Other
ACH-000142,0.0238932105338531,CAL29,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.263410058756341,Other
ACH-000143,-0.162785715101881,HCC2429,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.91169158187234,Other
ACH-000144,0.1494311920089377,RERFGC1B,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.361417466789213,Other
ACH-000145,-0.1057269070697153,SKLMS1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma,6.069530325162305,Other
ACH-000146,-0.1882261756729323,THP1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.735522177296538,Other
ACH-000147,-0.0073238916657143,T47D,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.678071905112637,Other
ACH-000148,-0.1099773815598512,HS578T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.377123749129487,Other
ACH-000149,-0.0416714710893217,SKNSH,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.3739961421312366,Other
ACH-000150,-0.0332227891183155,HCC2935,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.742545233866053,Other
ACH-000151,-0.1450143923610574,JM1,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,6.49553528064453,Other
ACH-000152,-0.1060267511659143,M059K,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.040892430646901,Other
ACH-000153,0.0480995375364783,NCIH2052,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.994579724215747,Other
ACH-000155,-0.0771602262586784,SW1990,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.154615611326894,Other
ACH-000187,-0.1160102500468926,CORL311,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.697940582617104,Other
ACH-000183,-0.2622643963163418,L363,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.423830250840481,Other
ACH-000182,-0.0387509114833927,SNU869,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,6.3215673760354045,Other
ACH-000181,-0.1442963454243314,SCC9,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.495855026887171,Other
ACH-000178,-0.1444909057120094,HS766T,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.8204342840760415,Other
ACH-000176,0.0567901769144778,LOUNH91,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.138732569720239,Other
ACH-000438,-0.1329322808373787,LU65,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.229203357886745,Other
ACH-000174,-0.1808380573035522,CAL62,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,6.112908599629414,Other
ACH-000168,-0.158009782859031,NOMO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.882887553224962,Other
ACH-000164,0.0116141487025272,PANC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.228433920513366,Other
ACH-000163,-0.2198911280741076,SW579,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.729552770453971,Other
ACH-000161,-0.2342374214560476,CORL105,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.579542224936903,Other
ACH-000160,-0.0366225316669329,BT12,Embryonal Tumor,CNS/Brain,Embryonal Tumor,4.8011586560936985,Other
ACH-000159,-0.105758756499306,OSRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.706530552538117,Other
