splicing_event	histology	type
NTRK2:84669680-84669888_84669289-84669423_84670376-84670531	GNG	inclusion
NTRK2:84669718-84669888_84669334-84669423_84670376-84670960	GNG	inclusion
CDK10:89689252-89689324_89686688-89686797_89690552-89690557	GNG	inclusion
OLA1:174246715-174246815_174229307-174229451_174248451-174248475	GNG	inclusion
KIAA1191:176359481-176359567_176355570-176355749_176361601-176361761	GNG	inclusion
MTX3:79990594-79990663_79990159-79990236_79991157-79991259	GNG	inclusion
SENP7:101501070-101501119_101493872-101493968_101513090-101513205	GNG	inclusion
ZNF808:52547512-52547638_52543265-52543347_52553106-52553166	GNG	inclusion
AGFG1:227531091-227531210_227524761-227524915_227533548-227533681	GNG	inclusion
PPP2R3C:35116610-35116737_35109922-35110629_35121901-35121965	GNG	inclusion
KAT7:49809119-49809208_49805362-49805445_49811475-49811574	GNG	inclusion
AMPD2:109625303-109625433_109620653-109621266_109625661-109625792	GNG	inclusion
MORF4L2:103678499-103678620_103676825-103677051_103685170-103685260	GNG	inclusion
EPN1:55689297-55689371_55688869-55688994_55689866-55689915	GNG	inclusion
APOC1:44914672-44914733_44914246-44914489_44914871-44914949	GNG	inclusion
SUPT5H:39458294-39458305_39457674-39457740_39458817-39458887	GNG	inclusion
PSMA5:109421860-109421926_109415236-109415363_109426301-109426427	GNG	inclusion
LDB2:16505840-16505982_16501540-16502873_16508540-16508686	GNG	inclusion
CTTN:70420400-70420510_70419745-70419856_70422939-70422995	GNG	inclusion
SNRPC:34757912-34757954_34757504-34757551_34762594-34762703	GNG	inclusion
NTAN1:15047997-15048099_15047854-15047920_15055890-15056074	GNG	inclusion
SNRPN:24967932-24968082_24962113-24962209_24974310-24974434	GNG	inclusion
PHF14:10982372-10983159_10974834-10974945_10990702-10990847	GNG	inclusion
MADD:47326738-47326807_47324470-47324577_47328657-47328704	GNG	inclusion
GABPB2:151103562-151103675_151097851-151098002_151107036-151107177	GNG	inclusion
SH2B1:28873170-28873269_28872533-28872705_28873446-28873607	GNG	inclusion
SLIT2:20525149-20525172_20524013-20524177_20528948-20529099	GNG	inclusion
KIAA1217:24536774-24536893_24533069-24533237_24544980-24545103	GNG	inclusion
PAK3:111103159-111103306_111097540-111097684_111123076-111123278	GNG	inclusion
ENSG00000256500:103574107-103574170_103562961-103563124_103587273-103587364	GNG	inclusion
RABEPK:125213370-125213522_125207563-125207721_125227909-125228059	GNG	inclusion
UBXN11:26302813-26302918_26301693-26301722_26306591-26306609	GNG	inclusion
OCIAD1:48857213-48857365_48851805-48852020_48860724-48861200	GNG	inclusion
MYG1:53303034-53303193_53299717-53300262_53305907-53306060	GNG	inclusion
CCT7:73244544-73244715_73234235-73234384_73247761-73247789	GNG	inclusion
RNF114:49941561-49941711_49936396-49936552_49945381-49945488	GNG	inclusion
RNF114:49941583-49941711_49936376-49936552_49945381-49945488	GNG	inclusion
CNKSR2:21516485-21516631_21501474-21501588_21526866-21527000	GNG	inclusion
PABIR2:134772143-134772283_134771095-134771354_134781820-134781917	GNG	inclusion
EVL:100137740-100137802_100137105-100137644_100141179-100141246	GNG	inclusion
SORBS2:185690562-185690611_185684753-185684846_185775226-185775288	GNG	inclusion
FAM53C:138341184-138341413_138338265-138338307_138341808-138341866	GNG	inclusion
NCDN:35558156-35558223_35557791-35557883_35559106-35559247	GNG	inclusion
