method	algorithm	distance	feature_selection	k	stretch	delta_auc	p_val	cox_anova_pval	cox_anova_chisq	cluster.size	noisen	diameter	average.distance	median.distance	average.between	average.within	within.cluster.ss	clus.avg.silwidths	avg_sil	dunn	dunn2	entropy	wb.ratio	cluster_size_min	cluster_size_max	all_equal	cluster_qual	rank
pam_binary_5	pam	binary	dip_test	5	16	0.06	3.66e-02	NA	NA	217, 94, 504, 342, 280	0	0.95, 0.98, 0.98, 1.05, 1.02	0.66, 0.61, 0.61, 0.65, 0.64	0.67, 0.61, 0.61, 0.65, 0.63	0.73	0.63	294.92	0.03, 0.14, 0.1, 0.03, 0.03	0.07	0.25	1.03	1.49	0.87	NA	NA	2.9e-68	43.02	152
hc_maximum_8	hc	maximum	dip_test	8	49	0.33	4.71e-06	NA	NA	1391, 29, 2, 1, 6, 2, 5, 1	0	1.11, 0.89, 0.76, NA, 0.7, 0.69, 0.7, NA	0.7, 0.59, 0.76, NaN, 0.61, 0.69, 0.55, NaN	0.71, 0.59, 0.76, NA, 0.63, 0.69, 0.5, NA	0.69	0.7	357.47	-0.08, -0.08, -0.23, 0, 0.03, -0.22, 0, 0	-0.07	0.29	0.74	0.18	1.01	NA	NA	0e+00	42.72	153
hc_spearman_12	hc	spearman	dip_test	12	34	0.54	2.81e-01	NA	NA	1393, 11, 1, 2, 16, 1, 3, 1, 1, 3, 4, 1	0	1.11, 0.74, NA, 0.71, 0.9, NA, 0.73, NA, NA, 0.75, 0.75, NA	0.7, 0.58, NaN, 0.71, 0.7, NaN, 0.7, NaN, NaN, 0.64, 0.62, NaN	0.7, 0.57, NA, 0.71, 0.71, NA, 0.71, NA, NA, 0.61, 0.61, NA	0.79	0.7	351.56	0, 0.12, 0, 0.09, 0.07, 0, 0.08, 0, 0, 0.11, 0.2, 0	0.06	0.41	0.94	0.19	0.88	NA	NA	0e+00	42.68	154
hc_spearman_13	hc	spearman	dip_test	13	29	0.51	5.41e-02	NA	NA	1368, 12, 24, 1, 2, 16, 1, 3, 1, 3, 4, 1, 1	0	1.11, 0.77, 0.85, NA, 0.71, 0.9, NA, 0.73, NA, 0.75, 0.75, NA, NA	0.69, 0.6, 0.65, NaN, 0.71, 0.7, NaN, 0.7, NaN, 0.64, 0.62, NaN, NaN	0.7, 0.58, 0.65, NA, 0.71, 0.71, NA, 0.71, NA, 0.61, 0.61, NA, NA	0.78	0.69	348.36	0, 0.19, 0.07, 0, 0.1, 0.07, 0, 0.06, 0, 0.11, 0.18, 0, 0	0.06	0.39	1.03	0.28	0.89	NA	NA	0e+00	42.41	155
hc_euclidean_12	hc	euclidean	dip_test	12	45	0.15	4.68e-01	NA	NA	5, 1414, 3, 2, 1, 1, 3, 1, 1, 2, 2, 2	0	0.75, 1.11, 0.55, 0.57, NA, NA, 0.56, NA, NA, 0.43, 0.55, 0.52	0.61, 0.7, 0.54, 0.57, NaN, NaN, 0.54, NaN, NaN, 0.43, 0.55, 0.52	0.61, 0.7, 0.54, 0.57, NA, NA, 0.55, NA, NA, 0.43, 0.55, 0.52	0.75	0.7	355.76	0.06, -0.05, 0.09, 0.08, 0, 0, 0.11, 0, 0, 0.28, 0.13, 0.17	0.07	0.37	0.82	0.12	0.93	NA	NA	0e+00	41.97	156
hc_minkowski_12	hc	minkowski	dip_test	12	45	0.15	4.68e-01	NA	NA	5, 1414, 3, 2, 1, 1, 3, 1, 1, 2, 2, 2	0	0.75, 1.11, 0.55, 0.57, NA, NA, 0.56, NA, NA, 0.43, 0.55, 0.52	0.61, 0.7, 0.54, 0.57, NaN, NaN, 0.54, NaN, NaN, 0.43, 0.55, 0.52	0.61, 0.7, 0.54, 0.57, NA, NA, 0.55, NA, NA, 0.43, 0.55, 0.52	0.75	0.7	355.76	0.06, -0.05, 0.09, 0.08, 0, 0, 0.11, 0, 0, 0.28, 0.13, 0.17	0.07	0.37	0.82	0.12	0.93	NA	NA	0e+00	41.97	156
hc_pearson_9	hc	pearson	dip_test	9	46	0.09	9.06e-01	NA	NA	1410, 2, 3, 1, 14, 1, 4, 1, 1	0	1.11, 0.71, 0.72, NA, 0.86, NA, 0.75, NA, NA	0.7, 0.71, 0.69, NaN, 0.68, NaN, 0.62, NaN, NaN	0.7, 0.71, 0.71, NA, 0.67, NA, 0.61, NA, NA	0.82	0.7	354.16	0.05, 0.15, 0.11, 0, 0.13, 0, 0.25, 0, 0	0.08	0.41	1.11	0.12	0.85	NA	NA	0e+00	41.79	158
hc_euclidean_8	hc	euclidean	dip_test	8	46	0.11	6.99e-01	NA	NA	5, 1419, 2, 3, 1, 1, 2, 4	0	0.75, 1.11, 0.57, 0.56, NA, NA, 0.43, 0.7	0.61, 0.7, 0.57, 0.54, NaN, NaN, 0.43, 0.6	0.61, 0.7, 0.57, 0.55, NA, NA, 0.43, 0.6	0.76	0.7	357.14	0.07, -0.03, 0.04, 0.17, 0, 0, 0.33, 0.15	0.09	0.37	0.85	0.09	0.92	NA	NA	0e+00	41.6	159
hc_minkowski_8	hc	minkowski	dip_test	8	46	0.11	6.99e-01	NA	NA	5, 1419, 2, 3, 1, 1, 2, 4	0	0.75, 1.11, 0.57, 0.56, NA, NA, 0.43, 0.7	0.61, 0.7, 0.57, 0.54, NaN, NaN, 0.43, 0.6	0.61, 0.7, 0.57, 0.55, NA, NA, 0.43, 0.6	0.76	0.7	357.14	0.07, -0.03, 0.04, 0.17, 0, 0, 0.33, 0.15	0.09	0.37	0.85	0.09	0.92	NA	NA	0e+00	41.6	159
pam_binary_4	pam	binary	dip_test	4	22	0.12	2.27e-06	NA	NA	198, 366, 508, 365	0	0.96, 1.03, 0.98, 1.03	0.66, 0.69, 0.62, 0.64	0.67, 0.69, 0.63, 0.64	0.72	0.65	309.42	0.05, -0.02, 0.09, 0.09	0.05	0.24	1.02	1.34	0.9	NA	NA	6.77e-29	41.44	161
hc_manhattan_11	hc	manhattan	dip_test	11	48	0.13	8.13e-01	NA	NA	1, 1417, 2, 2, 5, 2, 1, 1, 2, 2, 2	0	NA, 1.11, 0.57, 0.53, 0.68, 0.49, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.57, 0.53, 0.58, 0.49, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.7, 0.57, 0.53, 0.58, 0.49, NA, NA, 0.43, 0.55, 0.52	0.76	0.7	356.24	0, -0.07, 0.02, 0.12, 0.05, 0.18, 0, 0, 0.31, 0.13, 0.16	0.08	0.36	0.85	0.1	0.93	NA	NA	0e+00	41.37	162
pam_canberra_3	pam	canberra	dip_test	3	18	0.36	2.42e-19	NA	NA	249, 472, 716	0	1, 1.05, 1.03	0.67, 0.65, 0.65	0.67, 0.65, 0.66	0.73	0.66	315.63	0.05, 0.11, 0.06	0.07	0.24	1.06	1.02	0.9	NA	NA	3.41e-50	41.32	163
hc_binary_11	hc	binary	dip_test	11	38	0.18	4.68e-01	NA	NA	1414, 5, 1, 2, 3, 4, 1, 1, 2, 1, 3	0	1.11, 0.79, NA, 0.71, 0.65, 0.72, NA, NA, 0.57, NA, 0.62	0.7, 0.69, NaN, 0.71, 0.64, 0.67, NaN, NaN, 0.57, NaN, 0.56	0.7, 0.69, NA, 0.71, 0.64, 0.67, NA, NA, 0.57, NA, 0.6	0.82	0.7	354.1	0.03, 0.12, 0, 0.08, 0.1, 0.03, 0, 0, 0.21, 0, 0.15	0.07	0.4	0.97	0.12	0.85	NA	NA	0e+00	41.15	164
hc_binary_9	hc	binary	dip_test	9	43	0.13	8.13e-01	NA	NA	1413, 5, 5, 2, 3, 1, 5, 2, 1	0	1.11, 0.79, 0.87, 0.71, 0.65, NA, 0.75, 0.57, NA	0.7, 0.69, 0.69, 0.71, 0.64, NaN, 0.64, 0.57, NaN	0.7, 0.69, 0.67, 0.71, 0.64, NA, 0.63, 0.57, NA	0.82	0.7	354.51	0.04, 0.12, 0.04, 0.08, 0.11, 0, 0.15, 0.23, 0	0.08	0.4	1.02	0.12	0.85	NA	NA	0e+00	41.12	165
pam_manhattan_3	pam	manhattan	dip_test	3	24	0.28	1.05e-21	NA	NA	366, 709, 362	0	0.97, 1.11, 0.97	0.59, 0.7, 0.66	0.59, 0.7, 0.66	0.72	0.66	323.06	0.12, 0.02, 0	0.05	0.25	0.96	1.04	0.92	NA	NA	1.06e-36	41.03	166
hc_manhattan_8	hc	manhattan	dip_test	8	48	0.11	8.13e-01	NA	NA	6, 1417, 2, 4, 1, 1, 2, 4	0	0.75, 1.11, 0.57, 0.65, NA, NA, 0.43, 0.7	0.61, 0.7, 0.57, 0.57, NaN, NaN, 0.43, 0.6	0.59, 0.7, 0.57, 0.56, NA, NA, 0.43, 0.6	0.76	0.7	356.97	0.05, -0.03, 0.04, 0.12, 0, 0, 0.32, 0.16	0.08	0.36	0.85	0.1	0.93	NA	NA	0e+00	41.02	167
pam_spearman_4	pam	spearman	dip_test	4	22	0.1	9.57e-06	NA	NA	439, 383, 405, 210	0	0.98, 1.03, 1.01, 1	0.63, 0.68, 0.63, 0.67	0.63, 0.69, 0.63, 0.67	0.72	0.65	309.46	0.07, -0.03, 0.12, 0.03	0.05	0.13	0.99	1.35	0.9	NA	NA	9.16e-19	41.01	168
hc_canberra_9	hc	canberra	dip_test	9	42	0.05	4.68e-01	NA	NA	1393, 6, 1, 2, 29, 2, 1, 2, 1	0	1.11, 0.86, NA, 0.71, 0.9, 0.64, NA, 0.57, NA	0.7, 0.72, NaN, 0.71, 0.66, 0.64, NaN, 0.57, NaN	0.7, 0.71, NA, 0.71, 0.67, 0.64, NA, 0.57, NA	0.8	0.7	352.23	0.04, 0.09, 0, 0.11, -0.01, 0.1, 0, 0.23, 0	0.06	0.32	0.99	0.17	0.87	NA	NA	0e+00	40.92	169
hc_euclidean_10	hc	euclidean	dip_test	10	46	0.13	8.13e-01	NA	NA	5, 1417, 2, 2, 3, 1, 1, 2, 2, 2	0	0.75, 1.11, 0.57, 0.57, 0.56, NA, NA, 0.43, 0.55, 0.52	0.61, 0.7, 0.57, 0.57, 0.54, NaN, NaN, 0.43, 0.55, 0.52	0.61, 0.7, 0.57, 0.57, 0.55, NA, NA, 0.43, 0.55, 0.52	0.76	0.7	356.46	0.07, -0.05, 0.08, 0.04, 0.15, 0, 0, 0.33, 0.13, 0.17	0.09	0.37	0.85	0.1	0.92	NA	NA	0e+00	40.81	170
hc_minkowski_10	hc	minkowski	dip_test	10	46	0.13	8.13e-01	NA	NA	5, 1417, 2, 2, 3, 1, 1, 2, 2, 2	0	0.75, 1.11, 0.57, 0.57, 0.56, NA, NA, 0.43, 0.55, 0.52	0.61, 0.7, 0.57, 0.57, 0.54, NaN, NaN, 0.43, 0.55, 0.52	0.61, 0.7, 0.57, 0.57, 0.55, NA, NA, 0.43, 0.55, 0.52	0.76	0.7	356.46	0.07, -0.05, 0.08, 0.04, 0.15, 0, 0, 0.33, 0.13, 0.17	0.09	0.37	0.85	0.1	0.92	NA	NA	0e+00	40.81	170
hc_maximum_15	hc	maximum	dip_test	15	49	0.06	2.11e-01	NA	NA	1319, 7, 45, 4, 8, 4, 1, 22, 6, 9, 3, 2, 5, 1, 1	0	1.11, 0.61, 0.87, 0.71, 0.87, 0.81, NA, 0.81, 0.7, 0.84, 0.72, 0.69, 0.7, NA, NA	0.7, 0.54, 0.61, 0.65, 0.73, 0.69, NaN, 0.58, 0.61, 0.66, 0.66, 0.69, 0.55, NaN, NaN	0.71, 0.54, 0.6, 0.66, 0.74, 0.72, NA, 0.56, 0.63, 0.67, 0.65, 0.69, 0.5, NA, NA	0.71	0.69	350.28	-0.12, -0.03, -0.08, -0.12, -0.12, -0.16, 0, -0.05, -0.01, -0.12, -0.27, -0.22, -0.03, 0, 0	-0.09	0.26	0.72	0.45	0.98	NA	NA	0e+00	40.79	172
hc_canberra_11	hc	canberra	dip_test	11	38	0.19	5.81e-01	NA	NA	1386, 6, 2, 1, 2, 25, 9, 2, 1, 2, 1	0	1.11, 0.86, 0.7, NA, 0.71, 0.9, 0.86, 0.64, NA, 0.57, NA	0.69, 0.72, 0.7, NaN, 0.71, 0.68, 0.7, 0.64, NaN, 0.57, NaN	0.7, 0.71, 0.7, NA, 0.71, 0.68, 0.7, 0.64, NA, 0.57, NA	0.81	0.69	350.3	0.03, 0.1, 0.05, 0, 0.08, -0.02, 0.09, 0.12, 0, 0.23, 0	0.06	0.35	1.01	0.21	0.86	NA	NA	0e+00	40.45	173
hc_euclidean_7	hc	euclidean	dip_test	7	46	0.21	6.99e-01	NA	NA	7, 1419, 2, 3, 1, 1, 4	0	0.75, 1.11, 0.57, 0.56, NA, NA, 0.7	0.62, 0.7, 0.57, 0.54, NaN, NaN, 0.6	0.63, 0.7, 0.57, 0.55, NA, NA, 0.6	0.76	0.7	357.47	0.1, -0.03, 0.04, 0.17, 0, 0, 0.15	0.06	0.37	0.85	0.09	0.92	NA	NA	0e+00	40.32	174
hc_minkowski_7	hc	minkowski	dip_test	7	46	0.21	6.99e-01	NA	NA	7, 1419, 2, 3, 1, 1, 4	0	0.75, 1.11, 0.57, 0.56, NA, NA, 0.7	0.62, 0.7, 0.57, 0.54, NaN, NaN, 0.6	0.63, 0.7, 0.57, 0.55, NA, NA, 0.6	0.76	0.7	357.47	0.1, -0.03, 0.04, 0.17, 0, 0, 0.15	0.06	0.37	0.85	0.09	0.92	NA	NA	0e+00	40.32	174
pam_binary_3	pam	binary	dip_test	3	21	0.33	2.42e-19	NA	NA	609, 462, 366	0	1.03, 1.03, 1.03	0.65, 0.69, 0.64	0.65, 0.69, 0.64	0.72	0.66	320.08	0.07, -0.01, 0.1	0.05	0.29	1.02	1.08	0.91	NA	NA	2.62e-14	40.25	176
hc_canberra_8	hc	canberra	dip_test	8	42	0.09	6.99e-01	NA	NA	1396, 6, 1, 2, 27, 2, 1, 2	0	1.11, 0.86, NA, 0.71, 0.9, 0.64, NA, 0.57	0.7, 0.72, NaN, 0.71, 0.69, 0.64, NaN, 0.57	0.7, 0.71, NA, 0.71, 0.69, 0.64, NA, 0.57	0.8	0.7	353.09	0.05, 0.1, 0, 0.11, 0, 0.12, 0, 0.23	0.07	0.35	1.01	0.16	0.87	NA	NA	0e+00	39.72	177
hc_euclidean_15	hc	euclidean	dip_test	15	45	0.1	6.99e-01	NA	NA	1, 1405, 3, 7, 2, 1, 1, 3, 4, 1, 1, 2, 2, 2, 2	0	NA, 1.11, 0.55, 0.63, 0.57, NA, NA, 0.56, 0.63, NA, NA, 0.57, 0.43, 0.55, 0.52	NaN, 0.7, 0.54, 0.54, 0.57, NaN, NaN, 0.54, 0.57, NaN, NaN, 0.57, 0.43, 0.55, 0.52	NA, 0.7, 0.54, 0.54, 0.57, NA, NA, 0.55, 0.56, NA, NA, 0.57, 0.43, 0.55, 0.52	0.75	0.7	353.62	0, -0.06, 0.07, 0.02, 0.08, 0, 0, 0.11, 0.08, 0, 0, 0.1, 0.28, 0.13, 0.17	0.07	0.37	0.81	0.16	0.93	NA	NA	0e+00	39.55	178
hc_minkowski_15	hc	minkowski	dip_test	15	45	0.1	6.99e-01	NA	NA	1, 1405, 3, 7, 2, 1, 1, 3, 4, 1, 1, 2, 2, 2, 2	0	NA, 1.11, 0.55, 0.63, 0.57, NA, NA, 0.56, 0.63, NA, NA, 0.57, 0.43, 0.55, 0.52	NaN, 0.7, 0.54, 0.54, 0.57, NaN, NaN, 0.54, 0.57, NaN, NaN, 0.57, 0.43, 0.55, 0.52	NA, 0.7, 0.54, 0.54, 0.57, NA, NA, 0.55, 0.56, NA, NA, 0.57, 0.43, 0.55, 0.52	0.75	0.7	353.62	0, -0.06, 0.07, 0.02, 0.08, 0, 0, 0.11, 0.08, 0, 0, 0.1, 0.28, 0.13, 0.17	0.07	0.37	0.81	0.16	0.93	NA	NA	0e+00	39.55	178
pam_euclidean_2	pam	euclidean	dip_test	2	18	0.5	1.98e-02	NA	NA	620, 817	0	0.97, 1.11	0.63, 0.7	0.64, 0.7	0.73	0.67	332.1	0.13, 0.04	0.08	0.28	1.04	0.68	0.92	NA	NA	2.03e-07	39.51	180
pam_minkowski_2	pam	minkowski	dip_test	2	18	0.5	1.98e-02	NA	NA	620, 817	0	0.97, 1.11	0.63, 0.7	0.64, 0.7	0.73	0.67	332.1	0.13, 0.04	0.08	0.28	1.04	0.68	0.92	NA	NA	2.03e-07	39.51	180
km_euclidean_3	km	euclidean	dip_test	3	15	0.26	7.56e-27	NA	NA	323, 690, 424	0	1.03, 1.06, 0.91	0.68, 0.69, 0.58	0.68, 0.69, 0.59	0.73	0.65	315.57	0.01, 0.04, 0.15	0.07	0.28	1	1.05	0.9	NA	NA	2.59e-33	39.31	182
hc_canberra_10	hc	canberra	dip_test	10	42	0.07	6.99e-01	NA	NA	1390, 6, 4, 1, 2, 3, 27, 1, 2, 1	0	1.11, 0.86, 0.87, NA, 0.71, 0.65, 0.9, NA, 0.57, NA	0.7, 0.72, 0.7, NaN, 0.71, 0.64, 0.65, NaN, 0.57, NaN	0.7, 0.71, 0.66, NA, 0.71, 0.64, 0.65, NA, 0.57, NA	0.8	0.7	351.38	0.03, 0.08, 0.03, 0, 0.08, 0.11, 0.03, 0, 0.24, 0	0.06	0.32	0.99	0.19	0.87	NA	NA	0e+00	39.01	183
hc_maximum_14	hc	maximum	dip_test	14	48	0.07	3.67e-01	NA	NA	1321, 7, 48, 4, 5, 5, 1, 22, 6, 9, 2, 5, 1, 1	0	1.11, 0.61, 0.87, 0.71, 0.82, 0.76, NA, 0.81, 0.7, 0.84, 0.69, 0.7, NA, NA	0.7, 0.54, 0.61, 0.65, 0.71, 0.66, NaN, 0.58, 0.61, 0.66, 0.69, 0.55, NaN, NaN	0.71, 0.54, 0.61, 0.66, 0.72, 0.67, NA, 0.56, 0.63, 0.67, 0.69, 0.5, NA, NA	0.71	0.69	350.27	-0.12, -0.02, -0.09, -0.12, -0.06, -0.13, 0, -0.05, -0.01, -0.12, -0.22, -0.03, 0, 0	-0.07	0.26	0.73	0.44	0.98	NA	NA	0e+00	38.71	184
hc_manhattan_9	hc	manhattan	dip_test	9	47	0.05	1e+00	NA	NA	6, 1417, 2, 4, 1, 1, 2, 2, 2	0	0.75, 1.11, 0.57, 0.65, NA, NA, 0.43, 0.55, 0.52	0.61, 0.7, 0.57, 0.57, NaN, NaN, 0.43, 0.55, 0.52	0.59, 0.7, 0.57, 0.56, NA, NA, 0.43, 0.55, 0.52	0.76	0.7	356.72	0.05, -0.05, 0.04, 0.12, 0, 0, 0.32, 0.13, 0.17	0.09	0.36	0.85	0.1	0.93	NA	NA	0e+00	38.69	185
pam_euclidean_5	pam	euclidean	dip_test	5	15	0.08	6.3e-03	NA	NA	337, 635, 170, 198, 97	0	0.9, 1.06, 0.89, 0.93, 0.86	0.59, 0.7, 0.6, 0.6, 0.59	0.59, 0.71, 0.61, 0.6, 0.59	0.72	0.64	304.54	0.07, -0.05, 0.03, 0.1, 0.11	0.05	0.28	0.89	1.41	0.9	NA	NA	3.22e-135	38.31	186
pam_minkowski_5	pam	minkowski	dip_test	5	15	0.08	6.3e-03	NA	NA	337, 635, 170, 198, 97	0	0.9, 1.06, 0.89, 0.93, 0.86	0.59, 0.7, 0.6, 0.6, 0.59	0.59, 0.71, 0.61, 0.6, 0.59	0.72	0.64	304.54	0.07, -0.05, 0.03, 0.1, 0.11	0.05	0.28	0.89	1.41	0.9	NA	NA	3.22e-135	38.31	186
hc_euclidean_13	hc	euclidean	dip_test	13	45	0.12	6.99e-01	NA	NA	1, 1372, 45, 2, 1, 1, 3, 4, 1, 1, 2, 2, 2	0	NA, 1.11, 0.72, 0.57, NA, NA, 0.56, 0.63, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.55, 0.57, NaN, NaN, 0.54, 0.57, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.71, 0.55, 0.57, NA, NA, 0.55, 0.56, NA, NA, 0.43, 0.55, 0.52	0.71	0.7	352.25	0, -0.08, 0.08, 0.08, 0, 0, 0.11, 0.08, 0, 0, 0.3, 0.13, 0.17	0.07	0.32	0.82	0.24	0.98	NA	NA	0e+00	38.2	188
hc_minkowski_13	hc	minkowski	dip_test	13	45	0.12	6.99e-01	NA	NA	1, 1372, 45, 2, 1, 1, 3, 4, 1, 1, 2, 2, 2	0	NA, 1.11, 0.72, 0.57, NA, NA, 0.56, 0.63, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.55, 0.57, NaN, NaN, 0.54, 0.57, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.71, 0.55, 0.57, NA, NA, 0.55, 0.56, NA, NA, 0.43, 0.55, 0.52	0.71	0.7	352.25	0, -0.08, 0.08, 0.08, 0, 0, 0.11, 0.08, 0, 0, 0.3, 0.13, 0.17	0.07	0.32	0.82	0.24	0.98	NA	NA	0e+00	38.2	188
hc_manhattan_10	hc	manhattan	dip_test	10	46	0.07	9.67e-01	NA	NA	1, 1419, 2, 2, 3, 2, 1, 1, 2, 4	0	NA, 1.11, 0.57, 0.53, 0.55, 0.49, NA, NA, 0.43, 0.7	NaN, 0.7, 0.57, 0.53, 0.54, 0.49, NaN, NaN, 0.43, 0.6	NA, 0.7, 0.57, 0.53, 0.54, 0.49, NA, NA, 0.43, 0.6	0.75	0.7	356.76	0, -0.06, 0.02, 0.12, 0.14, 0.18, 0, 0, 0.31, 0.13	0.09	0.36	0.85	0.09	0.93	NA	NA	0e+00	38.15	190
pam_euclidean_4	pam	euclidean	dip_test	4	14	0.09	2.43e-02	NA	NA	508, 634, 197, 98	0	0.95, 1.06, 0.93, 0.86	0.61, 0.7, 0.6, 0.59	0.61, 0.71, 0.6, 0.59	0.72	0.65	309.45	0.11, -0.04, 0.11, 0.14	0.08	0.29	0.98	1.18	0.9	NA	NA	1.25e-115	38.09	191
pam_minkowski_4	pam	minkowski	dip_test	4	14	0.09	2.43e-02	NA	NA	508, 634, 197, 98	0	0.95, 1.06, 0.93, 0.86	0.61, 0.7, 0.6, 0.59	0.61, 0.71, 0.6, 0.59	0.72	0.65	309.45	0.11, -0.04, 0.11, 0.14	0.08	0.29	0.98	1.18	0.9	NA	NA	1.25e-115	38.09	191
pam_pearson_5	pam	pearson	dip_test	5	14	0.06	4.68e-01	NA	NA	187, 105, 530, 397, 218	0	1, 0.88, 1, 1.01, 1.02	0.66, 0.62, 0.62, 0.62, 0.65	0.66, 0.62, 0.62, 0.62, 0.66	0.73	0.63	291.28	0.05, 0.12, 0.09, 0.07, 0.03	0.07	0.21	1.03	1.47	0.87	NA	NA	2.41e-88	38.07	193
hc_euclidean_11	hc	euclidean	dip_test	11	46	0.09	9.94e-01	NA	NA	1, 1417, 2, 2, 3, 4, 1, 1, 2, 2, 2	0	NA, 1.11, 0.57, 0.57, 0.56, 0.63, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.57, 0.57, 0.54, 0.57, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.7, 0.57, 0.57, 0.55, 0.56, NA, NA, 0.43, 0.55, 0.52	0.76	0.7	356.21	0, -0.05, 0.08, 0.04, 0.15, 0.08, 0, 0, 0.32, 0.13, 0.17	0.08	0.37	0.85	0.1	0.92	NA	NA	0e+00	37.88	194
hc_minkowski_11	hc	minkowski	dip_test	11	46	0.09	9.94e-01	NA	NA	1, 1417, 2, 2, 3, 4, 1, 1, 2, 2, 2	0	NA, 1.11, 0.57, 0.57, 0.56, 0.63, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.57, 0.57, 0.54, 0.57, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.7, 0.57, 0.57, 0.55, 0.56, NA, NA, 0.43, 0.55, 0.52	0.76	0.7	356.21	0, -0.05, 0.08, 0.04, 0.15, 0.08, 0, 0, 0.32, 0.13, 0.17	0.08	0.37	0.85	0.1	0.92	NA	NA	0e+00	37.88	194
hc_spearman_11	hc	spearman	dip_test	11	40	0.27	8.13e-01	NA	NA	1396, 11, 1, 2, 16, 1, 3, 1, 1, 4, 1	0	1.11, 0.74, NA, 0.71, 0.9, NA, 0.73, NA, NA, 0.75, NA	0.7, 0.58, NaN, 0.71, 0.7, NaN, 0.7, NaN, NaN, 0.62, NaN	0.7, 0.57, NA, 0.71, 0.71, NA, 0.71, NA, NA, 0.61, NA	0.79	0.7	352.2	0, 0.12, 0, 0.09, 0.08, 0, 0.08, 0, 0, 0.2, 0	0.05	0.41	0.94	0.18	0.88	NA	NA	0e+00	37.54	196
hc_euclidean_14	hc	euclidean	dip_test	14	45	0.06	8.13e-01	NA	NA	1, 1365, 45, 7, 2, 1, 1, 3, 4, 1, 1, 2, 2, 2	0	NA, 1.11, 0.72, 0.63, 0.57, NA, NA, 0.56, 0.63, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.55, 0.54, 0.57, NaN, NaN, 0.54, 0.57, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.7, 0.55, 0.54, 0.57, NA, NA, 0.55, 0.56, NA, NA, 0.43, 0.55, 0.52	0.72	0.69	350.9	0, -0.08, 0.08, 0.02, 0.08, 0, 0, 0.11, 0.08, 0, 0, 0.3, 0.13, 0.17	0.06	0.32	0.81	0.27	0.97	NA	NA	0e+00	37.25	197
hc_minkowski_14	hc	minkowski	dip_test	14	45	0.06	8.13e-01	NA	NA	1, 1365, 45, 7, 2, 1, 1, 3, 4, 1, 1, 2, 2, 2	0	NA, 1.11, 0.72, 0.63, 0.57, NA, NA, 0.56, 0.63, NA, NA, 0.43, 0.55, 0.52	NaN, 0.7, 0.55, 0.54, 0.57, NaN, NaN, 0.54, 0.57, NaN, NaN, 0.43, 0.55, 0.52	NA, 0.7, 0.55, 0.54, 0.57, NA, NA, 0.55, 0.56, NA, NA, 0.43, 0.55, 0.52	0.72	0.69	350.9	0, -0.08, 0.08, 0.02, 0.08, 0, 0, 0.11, 0.08, 0, 0, 0.3, 0.13, 0.17	0.06	0.32	0.81	0.27	0.97	NA	NA	0e+00	37.25	197
pam_maximum_2	pam	maximum	dip_test	2	33	0.23	1.98e-02	NA	NA	1290, 147	0	1.11, 1.06	0.69, 0.74	0.7, 0.75	0.75	0.7	355.19	0.07, 0.01	0.04	0.21	1.01	0.33	0.93	NA	NA	1.01e-199	37.03	199
hc_maximum_10	hc	maximum	dip_test	10	44	0.1	2.81e-01	NA	NA	1330, 29, 58, 3, 2, 1, 6, 2, 5, 1	0	1.11, 0.89, 0.91, 0.71, 0.76, NA, 0.7, 0.69, 0.7, NA	0.7, 0.59, 0.62, 0.65, 0.76, NaN, 0.61, 0.69, 0.55, NaN	0.71, 0.59, 0.62, 0.68, 0.76, NA, 0.63, 0.69, 0.5, NA	0.71	0.69	352.1	-0.08, -0.08, -0.04, -0.05, -0.23, 0, 0.03, -0.22, 0, 0	-0.07	0.26	0.74	0.36	0.98	NA	NA	0e+00	36.96	200
hc_binary_10	hc	binary	dip_test	10	41	0.09	9.94e-01	NA	NA	1413, 5, 1, 2, 3, 4, 1, 5, 2, 1	0	1.11, 0.79, NA, 0.71, 0.65, 0.72, NA, 0.75, 0.57, NA	0.7, 0.69, NaN, 0.71, 0.64, 0.67, NaN, 0.64, 0.57, NaN	0.7, 0.69, NA, 0.71, 0.64, 0.67, NA, 0.63, 0.57, NA	0.82	0.7	354.21	0.03, 0.12, 0, 0.08, 0.11, 0.03, 0, 0.14, 0.21, 0	0.07	0.4	0.99	0.12	0.85	NA	NA	0e+00	36.9	201
pam_maximum_3	pam	maximum	dip_test	3	25	0.89	2.41e-30	NA	NA	1081, 144, 212	0	1.11, 1.06, 0.99	0.7, 0.74, 0.63	0.7, 0.74, 0.64	0.71	0.69	351.15	-0.02, -0.02, 0.07	0.01	0.21	0.92	0.73	0.97	NA	NA	3.28e-248	36.72	202
