gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
YIPF1	YIPF1_53889244-53889463	-0.303	0.0141067359796659	3		chr1:53889244-53889463	-	0
SEMA6C	SEMA6C_151137986-151138105	-0.2095	0.00475093975666168	8		chr1:151137986-151138105	-	0
MPPE1	MPPE1_11905738-11905953	-0.37825	0.0711146641315661	12		chr18:11905738-11905953	-	0
THEMIS2	THEMIS2_27882513-27883043	-0.364	0	2		chr1:27882513-27883043	+	0
REV1	REV1_99451345-99451501	-0.252	0.0288328516337412	4		chr2:99451345-99451501	-	0
SULF1	SULF1_69469254-69469385	-0.4125	0.0431335136523794	2		chr8:69469254-69469385	+	0
IFI27L1	IFI27L1_94097495-94097678	-0.28	0.0713372273080472	3		chr14:94097495-94097678	+	0
HDAC9	HDAC9_18629350-18629481	-0.5346	0.0396396266379995	5		chr7:18629350-18629481	+	0
FAM161A	FAM161A_61836583-61836872	-0.397333333333333	0.207858926518284	3		chr2:61836583-61836872	-	0
CDC42BPA	CDC42BPA_227219263-227219420	-0.29975	0.0742211945086154	8		chr1:227219263-227219420	-	0
LUC7L3	LUC7L3_50737287-50737479	-0.2605	0.0586898628384834	2		chr17:50737287-50737479	+	0
ERCC6L2	ERCC6L2_95954728-95954922	-0.2535	0.0366651514838454	4		chr9:95954728-95954922	+	0
ELMOD3	ELMOD3_85355555-85355716	-0.5	0	6		chr2:85355555-85355716	+	0
ELMOD3	ELMOD3_85355555-85355896	-0.4	6.08094194448812e-17	6		chr2:85355555-85355896	+	0
KIRREL3	KIRREL3_126435268-126435303	-0.3015	0.0387513440627118	4		chr11:126435268-126435303	-	0
GTF2IP12	GTF2IP12_119444874-119445027	-0.349	0.089095454429505	2		chr4:119444874-119445027	-	0
ZPLD2P	ZPLD2P_26227404-26227555	-0.566	0.0298328677803526	4		chr1:26227404-26227555	+	0
LGI1	LGI1_93793894-93794161	-0.25	0	2		chr10:93793894-93794161	+	0
LIAS	LIAS_39468119-39468427	-0.321666666666667	0.0930877722009359	3		chr4:39468119-39468427	+	0
LINC00882	LINC00882_107129193-107129317	-0.3005	0.0247487373415292	2		chr3:107129193-107129317	-	0
TM2D1	TM2D1_61686792-61686895	-0.2495	0.0451948163905046	8		chr1:61686792-61686895	-	0
MFSD8	MFSD8_127921860-127921963	-0.2975625	0.00175	16		chr4:127921860-127921963	-	0
SLC15A4	SLC15A4_128809943-128810053	-0.366666666666667	0.0642365420405966	3		chr12:128809943-128810053	-	0
DCUN1D4	DCUN1D4_51860543-51860663	-0.407	0.265872149726142	2		chr4:51860543-51860663	+	0
AHDC1	AHDC1_27553074-27553185	-0.369	0	3		chr1:27553074-27553185	-	0
RPGR	RPGR_38287094-38288041	-0.423833333333333	0.0273526354610788	6		chrX:38287094-38288041	-	0
PEX5L	PEX5L_179973159-179973318	-0.296	0	3		chr3:179973159-179973318	-	0
DHX9	DHX9_182855577-182855713	-0.305	0.109082537557576	3		chr1:182855577-182855713	+	0
UCHL5	UCHL5_193027875-193027955	-0.387	0.140007142674936	2		chr1:193027875-193027955	-	0
LINC01778	LINC01778_30826131-30826194	-0.319625	0.0931326818499898	8		chr1:30826131-30826194	+	0
RALGPS2	RALGPS2_178833424-178833550	-0.481	5.7777838054666e-17	13		chr1:178833424-178833550	+	0
EIF2AK3	EIF2AK3_88593913-88594108	-0.25725	0.0394493345951488	4		chr2:88593913-88594108	-	0
RUNDC3B	RUNDC3B_87807373-87807519	-0.348	6.08094194448812e-17	6		chr7:87807373-87807519	+	0
TIMMDC1	TIMMDC1_119500695-119500860	-0.210888888888889	0.00770461622088415	9		chr3:119500695-119500860	+	0
DCLRE1C	DCLRE1C_14942114-14942240	-0.269666666666667	0.0267270150472015	3		chr10:14942114-14942240	-	0
DCLRE1C	DCLRE1C_14942114-14942435	-0.255571428571429	0.0332909254044659	7		chr10:14942114-14942435	-	0
SERGEF	SERGEF_18010075-18010139	-0.489	6.79869977755259e-17	3		chr11:18010075-18010139	-	0
AC100793.2	AC100793.2_42681364-42681438	-0.742	0.364867099092259	2		chr17:42681364-42681438	+	1
YTHDC2	YTHDC2_113526586-113526785	-0.5735	0.037476659402887	2		chr5:113526586-113526785	+	0
CTNND1	CTNND1_57791385-57791673	-0.363125	0.0134317055613096	8		chr11:57791385-57791673	+	0
MDFI	MDFI_41646126-41646308	-0.3374	0.0147241298554448	5		chr6:41646126-41646308	+	0
CDADC1	CDADC1_49265879-49266003	-0.4025	0.167584307141212	2		chr13:49265879-49266003	+	0
ZFX	ZFX_24173607-24173723	-0.4945	0.0898025612106916	2		chrX:24173607-24173723	+	0
ZFX	ZFX_24175389-24175443	-0.345	0.108894444302728	2		chrX:24175389-24175443	+	0
MDC1	MDC1_30707566-30708357	-0.3715	0.0592950250864269	6		chr6:30707566-30708357	-	0
MCTP1	MCTP1_94917896-94917973	-0.541666666666667	0.097189848578268	6		chr5:94917896-94917973	-	0
AKAP1	AKAP1_57096591-57096763	-0.755666666666667	0.214234295418202	3		chr17:57096591-57096763	+	1
C6orf89	C6orf89_36894504-36894603	-0.304	0.0155884572681199	3		chr6:36894504-36894603	+	0
SLC9B2	SLC9B2_103057801-103057971	-0.226	0	2		chr4:103057801-103057971	-	0
UBA3	UBA3_69080112-69080153	-0.261	0.0226053091109146	3		chr3:69080112-69080153	-	0
SORBS1	SORBS1_95386991-95387119	-0.2554	0.0407345062569807	5		chr10:95386991-95387119	-	0
BCLAF1	BCLAF1_136273963-136274189	-0.236	0.00282842712474617	2		chr6:136273963-136274189	-	0
NR2F1-AS1	NR2F1-AS1_93496057-93496103	-0.245	0.0169705627484771	2		chr5:93496057-93496103	-	0
DMTF1	DMTF1_87155455-87155497	-0.29625	0.0473383213334257	4		chr7:87155455-87155497	+	0
AC007566.1	AC007566.1_92465102-92465189	-0.245	0.00848528137423858	2		chr7:92465102-92465189	+	0
ZNF518A	ZNF518A_96135170-96135289	-0.2675	0.0637155135478532	4		chr10:96135170-96135289	+	0
CDC42	CDC42_22074094-22074219	-0.388	0.113137084989848	2		chr1:22074094-22074219	+	0
ABCB8	ABCB8_151031241-151031291	-0.401	0.131730786075238	3		chr7:151031241-151031291	+	0
RB1CC1	RB1CC1_52685937-52686156	-0.399	0.142835569799683	2		chr8:52685937-52686156	-	0
CSPP1	CSPP1_67074806-67074923	-0.264533333333333	0.0497520518839843	15		chr8:67074806-67074923	+	0
TMEM67	TMEM67_93791882-93792004	-0.26175	0.0908198766790618	4		chr8:93791882-93792004	+	0
NEU4	NEU4_241809782-241809925	-0.436	0.0961665222413705	2		chr2:241809782-241809925	+	0
ZNF707	ZNF707_143684756-143685067	-0.229	0.00282842712474619	2		chr8:143684756-143685067	+	0
ZNF517	ZNF517_144803641-144803767	-0.361333333333333	0.0330050501186308	3		chr8:144803641-144803767	+	0
LRAT	LRAT_154748189-154748388	-0.2415	0.0445477272147525	2		chr4:154748189-154748388	+	0
RSRC2	RSRC2_122513767-122513874	-0.408	0	8		chr12:122513767-122513874	-	0
LARP4	LARP4_50461135-50461347	-0.364	0	2		chr12:50461135-50461347	+	0
FBXO4	FBXO4_41928518-41928691	-0.2905	0.0332716095192283	4		chr5:41928518-41928691	+	0
DNM1	DNM1_128231986-128232124	-0.3792	0.158386236775801	5		chr9:128231986-128232124	+	0
PPP1R26	PPP1R26_135483352-135483553	-0.3155	0.0586898628384834	2		chr9:135483352-135483553	+	0
SH3YL1	SH3YL1_256207-256690	-0.678	0.0884669429787194	6		chr2:256207-256690	-	0
WDR45	WDR45_49076645-49076750	-0.469	0.028	4		chrX:49076645-49076750	-	0
SELENOV	SELENOV_39518608-39518632	-0.41	0.114551298552221	2		chr19:39518608-39518632	+	0
WDR59	WDR59_74899698-74899754	-0.314	0.11479547029391	5		chr16:74899698-74899754	-	0
SLC25A29	SLC25A29_100295626-100295656	-0.3335	0.0615182899632297	2		chr14:100295626-100295656	-	0
C12orf76	C12orf76_110065860-110066033	-0.2255	0.0120208152801713	2		chr12:110065860-110066033	-	0
CCDC91	CCDC91_28226140-28226199	-0.383454545454545	0.07716523004095	11		chr12:28226140-28226199	+	0
TIRAP	TIRAP_126290462-126290585	-0.410272727272727	0.0327416887441406	11		chr11:126290462-126290585	+	0
ALG11	ALG11_52023713-52023779	-0.246	0.0502742478809977	5		chr13:52023713-52023779	+	0
WDFY3	WDFY3_84896911-84897010	-0.295	0	10		chr4:84896911-84897010	-	0
PCDH7	PCDH7_30950120-30950215	-0.393	0.123267189470678	6		chr4:30950120-30950215	+	0
MTERF4	MTERF4_241096393-241096438	-0.353333333333333	0.0292973263854116	3		chr2:241096393-241096438	-	0
PGAP1	PGAP1_196877573-196877636	-0.360666666666667	0.115099377351342	6		chr2:196877573-196877636	-	0
AL160269.1	AL160269.1_96249751-96249786	-0.934	0.106144106895161	8		chr9:96249751-96249786	-	1
LINC01088	LINC01088_78973000-78973052	-0.327	0.0658748814040678	5		chr4:78973000-78973052	+	0
LINC01128	LINC01128_850181-850351	-0.2335	0.0301645487285986	6		chr1:850181-850351	+	0
SEC24B	SEC24B_109449417-109449509	-0.2136	0.0159311016568221	5		chr4:109449417-109449509	+	0
ST8SIA1	ST8SIA1_22325798-22325932	-0.31575	0.136812219239852	4		chr12:22325798-22325932	-	0
GBA2	GBA2_35743276-35743326	-0.38	0.010816653826392	3		chr9:35743276-35743326	-	0
NCK1-DT	NCK1-DT_136858518-136858603	-0.252166666666667	0.05079140347211	6		chr3:136858518-136858603	-	0
ME3	ME3_86457366-86457759	-0.374	0.0736287987135469	6		chr11:86457366-86457759	-	0
CD84	CD84_160552705-160552737	-0.331	0.0311126983722081	2		chr1:160552705-160552737	-	0
PSEN2	PSEN2_226883705-226883919	-0.208	0	4		chr1:226883705-226883919	+	0
RPARP-AS1	RPARP-AS1_102451399-102451555	-0.5284	0.145838266583226	5		chr10:102451399-102451555	+	0
F3	F3_94540572-94541066	-0.257	0.00282842712474619	2		chr1:94540572-94541066	-	0
FAM104A	FAM104A_73212678-73212740	-0.646666666666667	0.256519654867484	3		chr17:73212678-73212740	-	0
GALNT7	GALNT7_173298115-173298297	-0.2955	0.0431335136523794	2		chr4:173298115-173298297	+	0
TRERF1	TRERF1_42263260-42263568	-0.4	6.08094194448812e-17	6		chr6:42263260-42263568	-	0
WIPI2	WIPI2_5193118-5193171	-0.323909090909091	0.137734131242372	11		chr7:5193118-5193171	+	0
LINC01278	LINC01278_63516910-63517082	-0.276	0.00989949493661164	2		chrX:63516910-63517082	-	0
AC010226.1	AC010226.1_115619139-115619199	-0.278714285714286	0.0436108330796921	7		chr5:115619139-115619199	+	0
CARMN	CARMN_149420481-149420544	-0.502	0.0419046536795139	3		chr5:149420481-149420544	+	0
MICAL1	MICAL1_109449970-109450085	-0.7115	0.0841457069611991	2		chr6:109449970-109450085	-	0
AL031056.1	AL031056.1_149229932-149229995	-0.358666666666667	0.0503322295684717	3		chr6:149229932-149229995	+	0
HOTAIRM1	HOTAIRM1_27099098-27099366	-0.36325	0.125098294685952	4		chr7:27099098-27099366	+	0
TTPA	TTPA_63065904-63066097	-0.667	1.21618838889762e-16	6		chr8:63065904-63066097	-	0
LNCOC1	LNCOC1_142724658-142724738	-0.59975	0.0712431283236028	4		chr8:142724658-142724738	-	0
TPD52L1	TPD52L1_125253717-125253755	-0.309166666666667	0.061868947515427	6		chr6:125253717-125253755	+	0
LARP4	LARP4_50466959-50467120	-0.443272727272727	0.00241209075662211	11		chr12:50466959-50467120	+	0
PAK3	PAK3_111097390-111097456	-0.592	0	2		chrX:111097390-111097456	+	0
DGCR5	DGCR5_18988091-18988195	-0.52	0.030364452901378	4		chr22:18988091-18988195	+	0
NNAT	NNAT_37522358-37522433	-0.273666666666667	0.0254230866208911	3		chr20:37522358-37522433	+	0
HM13	HM13_31567640-31567740	-0.2205	0.000707106781186548	2		chr20:31567640-31567740	+	0
UBA52	UBA52_18572351-18572607	-0.344333333333333	0.0811007603745694	3		chr19:18572351-18572607	+	0
CCDC130	CCDC130_13761491-13761568	-0.2444	0.0375139973876419	5		chr19:13761491-13761568	+	0
CDK16	CDK16_47222261-47222342	-0.2376	0.018662797217995	5		chrX:47222261-47222342	+	0
CERS4	CERS4_8240486-8240563	-0.4415	0.313248304065641	2		chr19:8240486-8240563	+	0
ENDOV	ENDOV_80417781-80417945	-0.48825	0.161132192107392	4		chr17:80417781-80417945	+	0
SPATA20	SPATA20_50547665-50547954	-0.48575	0.0796842728104695	4		chr17:50547665-50547954	+	0
ZNF423	ZNF423_49822670-49822738	-0.2205	0.0205060966544099	2		chr16:49822670-49822738	-	0
TM2D3	TM2D3_101651696-101651773	-0.242	0.022969545054267	6		chr15:101651696-101651773	-	0
RPS15A	RPS15A_18786240-18786336	-0.3766	0.0261495697861361	5		chr16:18786240-18786336	-	0
SERINC4	SERINC4_43797145-43797356	-0.83325	0.235702319321074	4		chr15:43797145-43797356	-	0
UBE3A	UBE3A_25411908-25411971	-0.5975	0.0134350288425444	2		chr15:25411908-25411971	-	0
SNRPN	SNRPN_24974387-24974456	-0.211	0	2		chr15:24974387-24974456	+	0
DICER1	DICER1_95134361-95134503	-0.25925	0.022366269246345	4		chr14:95134361-95134503	-	0
DPF3	DPF3_72879804-72879947	-0.25875	0.054150253923689	4		chr14:72879804-72879947	-	0
SLC25A17	SLC25A17_40792525-40792676	-0.231428571428571	0.0174151001801803	7		chr22:40792525-40792676	-	0
C14orf28	C14orf28_44903523-44903613	-0.2345	0.0346482322781408	2		chr14:44903523-44903613	+	0
PHF11	PHF11_49506635-49506756	-0.3104	0.0427644712348931	5		chr13:49506635-49506756	+	0
KLHL13	KLHL13_117983480-117983545	-0.282833333333333	0.0322205938285853	6		chrX:117983480-117983545	-	0
TPCN1	TPCN1_113225244-113225336	-0.373	0.0440908153700972	6		chr12:113225244-113225336	+	0
MYL6	MYL6_56159498-56159622	-0.283625	0.0528446172417643	8		chr12:56159498-56159622	+	0
PABPC1L	PABPC1L_44936894-44936976	-0.26625	0.030510927004381	4		chr20:44936894-44936976	+	0
TMEM126B	TMEM126B_85629132-85629262	-0.503625	0.101178678583978	8		chr11:85629132-85629262	+	0
ZNF195	ZNF195_3373577-3373656	-0.261333333333333	0.0207926268983342	3		chr11:3373577-3373656	-	0
CNNM1	CNNM1_99388152-99388301	-0.24	0	2		chr10:99388152-99388301	+	0
NUTM2A-AS1	NUTM2A-AS1_87241182-87245855	-0.497666666666667	0.106873133511967	6		chr10:87241182-87245855	-	0
LARGE1	LARGE1_33856740-33856802	-0.5618	0.37699297075675	5		chr22:33856740-33856802	-	0
RBM5	RBM5_50100532-50100605	-0.20875	0.0058523499553598	4		chr3:50100532-50100605	+	0
LETMD1	LETMD1_51052092-51052207	-0.308	0.0410121933088198	2		chr12:51052092-51052207	+	0
AC012368.1	AC012368.1_64229171-64229288	-0.341	0.0240416305603426	2		chr2:64229171-64229288	+	0
CACNA1C	CACNA1C_2504842-2504945	-0.629	1.19917792333295e-16	7		chr12:2504842-2504945	+	0
ZMAT3	ZMAT3_179071327-179071447	-0.256333333333333	0.0339460356055509	3		chr3:179071327-179071447	-	0
KCTD17	KCTD17_37061104-37061175	-0.415	0.107480230740355	2		chr22:37061104-37061175	+	0
CPT2	CPT2_53212781-53212816	-0.426	0.00848528137423858	2		chr1:53212781-53212816	+	0
CREB3L4	CREB3L4_153969334-153969455	-0.353	0	5		chr1:153969334-153969455	+	0
FAR2P3	FAR2P3_130695895-130696048	-0.367	0.0311876043752428	4		chr2:130695895-130696048	+	0
ENTPD6	ENTPD6_25196154-25196254	-0.4742	0.194542283321647	5		chr20:25196154-25196254	+	0
SUPV3L1	SUPV3L1_69182520-69182654	-0.3435	0.081317279836453	2		chr10:69182520-69182654	+	0
TTN-AS1	TTN-AS1_178571300-178571449	-0.8258	0.199161241209227	5		chr2:178571300-178571449	+	1
NDUFAF6	NDUFAF6_95034008-95034122	-0.495714285714286	0.108144524111201	7		chr8:95034008-95034122	+	0
ZCCHC17	ZCCHC17_31318167-31318236	-0.3714	0.132997368395017	5		chr1:31318167-31318236	+	0
SHISA5	SHISA5_48502321-48502543	-0.364	0.128693434175952	2		chr3:48502321-48502543	-	0
PAK5	PAK5_9818680-9818785	-0.514166666666667	0.0533569739271884	6		chr20:9818680-9818785	-	0
AC012651.1	AC012651.1_42389953-42390096	-0.663	1.15959013028875e-16	12		chr15:42389953-42390096	+	0
VLDLR	VLDLR_2651415-2651498	-0.400125	0.0338460274098538	8		chr9:2651415-2651498	+	0
EPHA10	EPHA10_37718953-37719053	-0.2165	0.0190918830920368	2		chr1:37718953-37719053	-	0
MTMR12	MTMR12_32276682-32276742	-0.209	0	6		chr5:32276682-32276742	-	0
BID	BID_17743803-17744013	-0.265666666666667	0.022300971578237	3		chr22:17743803-17744013	-	0
FOXJ3	FOXJ3_42278348-42278672	-0.2	2.94392336003208e-17	9		chr1:42278348-42278672	-	0
AC007319.1	AC007319.1_187546729-187546839	-0.43925	0.270588710037947	4		chr2:187546729-187546839	+	0
FAHD2B	FAHD2B_97091863-97091988	-0.352	0.104957134107215	10		chr2:97091863-97091988	-	0
IDI1	IDI1_1043999-1044171	-0.2185	0.00353553390593274	2		chr10:1043999-1044171	-	0
NSUN5P1	NSUN5P1_75412789-75412932	-0.5766	0.0269592284756074	5		chr7:75412789-75412932	+	0
ST7L	ST7L_112616813-112616844	-0.581	0.00707106781186548	2		chr1:112616813-112616844	-	0
BRAF	BRAF_140808237-140808316	-0.2537	0.0577755234602951	10		chr7:140808237-140808316	-	0
FAM66D	FAM66D_12145948-12146015	-0.4895	0.021920310216783	2		chr8:12145948-12146015	+	0
AGO3	AGO3_36005719-36005858	-0.2725	0.0504017195473858	4		chr1:36005719-36005858	+	0
SLC25A16	SLC25A16_68517084-68517265	-0.545	0.156977705423414	2		chr10:68517084-68517265	-	0
TJP2	TJP2_69185087-69185204	-0.392	0.112707586257536	3		chr9:69185087-69185204	+	0
INVS	INVS_100131870-100131954	-0.313	0.0493406526101956	5		chr9:100131870-100131954	+	0
INVS	INVS_100215401-100215488	-0.310333333333333	0.0552931581059839	3		chr9:100215401-100215488	+	0
TMEM50B	TMEM50B_33447018-33447140	-0.32	0.0570306934904355	5		chr21:33447018-33447140	-	0
FAM20A	FAM20A_68540547-68540723	-0.356666666666667	0.175246255309493	9		chr17:68540547-68540723	-	0
AC092329.4	AC092329.4_23270218-23270292	-0.291	0	10		chr19:23270218-23270292	-	0
HMBS	HMBS_119088179-119088308	-0.4415	0.0556207395372146	4		chr11:119088179-119088308	+	0
DSC2	DSC2_31091531-31091567	-0.298666666666667	0.031005375877956	3		chr18:31091531-31091567	-	0
ITGA10	ITGA10_145904684-145904811	-0.553	0	5		chr1:145904684-145904811	-	0
TATDN1	TATDN1_124518742-124518881	-0.393	0	8		chr8:124518742-124518881	-	0
DAP3	DAP3_155709033-155709125	-0.765	0	2		chr1:155709033-155709125	+	0
AL450345.2	AL450345.2_164805696-164805729	-0.7305	0.234515813255027	4		chr6:164805696-164805729	-	0
SIRT3	SIRT3_233911-234004	-0.3925	0.0176776695296637	2		chr11:233911-234004	-	0
EPB41L2	EPB41L2_130869563-130870126	-0.657833333333333	0.14694409367738	6		chr6:130869563-130870126	-	0
COL4A3	COL4A3_227280440-227280590	-0.8	1.21618838889762e-16	6		chr2:227280440-227280590	+	0
MFSD8	MFSD8_127921860-127921982	-0.575	0.00948683298050511	10		chr4:127921860-127921982	-	0
NKD2	NKD2_1037520-1037698	-0.338666666666667	0.1075003875962	3		chr5:1037520-1037698	+	0
ZNF300	ZNF300_150903329-150903383	-0.335111111111111	0.158299119110345	9		chr5:150903329-150903383	-	0
PIWIL4	PIWIL4_94603984-94604056	-0.731142857142857	0.0307269077055088	7		chr11:94603984-94604056	+	0
SERPINB6	SERPINB6_2968779-2968913	-0.686	0.20088504175274	6		chr6:2968779-2968913	-	0
ZNF611	ZNF611_52728730-52728831	-0.529	0	8		chr19:52728730-52728831	-	0
WDR86-AS1	WDR86-AS1_151411228-151411312	-0.474555555555556	0.149187894206527	9		chr7:151411228-151411312	+	0
KIFC3	KIFC3_57785464-57785666	-0.60375	0.0739025258927821	4		chr16:57785464-57785666	-	0
RPRD1A	RPRD1A_36040807-36040865	-0.464	0.3153696244092	2		chr18:36040807-36040865	-	0
TTC23	TTC23_99234988-99235078	-0.3665	0.122329473145273	2		chr15:99234988-99235078	-	0
ATP8B4	ATP8B4_49922224-49922405	-0.288	0.0639100930996036	5		chr15:49922224-49922405	-	0
MEG8	MEG8_100970736-100970814	-0.46	0.151320851173921	2		chr14:100970736-100970814	+	0
RWDD2B	RWDD2B_29008240-29008307	-0.352545454545454	0.0512939833437873	11		chr21:29008240-29008307	-	0
TNFRSF19	TNFRSF19_23593345-23593455	-0.966714285714286	0.0313353596102671	7		chr13:23593345-23593455	+	1
ADGRD1	ADGRD1_130968977-130969072	-0.4833	0.171448113304158	10		chr12:130968977-130969072	+	0
CNOT2-DT	CNOT2-DT_70243066-70243204	-0.3628	0.0376124979228979	5		chr12:70243066-70243204	-	0
ZNF345	ZNF345_36872551-36872748	-0.2605	0.0615182899632296	2		chr19:36872551-36872748	+	0
ANKS3	ANKS3_4717443-4717547	-0.24	0.0349952377712549	4		chr16:4717443-4717547	-	0
ZFR2	ZFR2_3855402-3855559	-0.667	0	5		chr19:3855402-3855559	-	0
RAB6A	RAB6A_73716251-73716362	-0.3045	0.0403050865276332	2		chr11:73716251-73716362	-	0
ZNF644	ZNF644_90973153-90973213	-0.3128	0.0430778365287766	5		chr1:90973153-90973213	-	0
LRRC6	LRRC6_132643624-132643686	-0.3645	0.0162634559672906	2		chr8:132643624-132643686	-	0
TNS1	TNS1_217901710-217901823	-0.73875	0.183959008115033	4		chr2:217901710-217901823	-	0
PSMD6	PSMD6_64022643-64022801	-0.345	0.158391918985787	2		chr3:64022643-64022801	-	0
HDGFL3	HDGFL3_83189361-83189516	-0.5	0.176776695296637	2		chr15:83189361-83189516	-	0
FAM95C	FAM95C_38573084-38573129	-0.50075	0.125236775748979	4		chr9:38573084-38573129	-	0
FDFT1	FDFT1_11803091-11803225	-0.329	0.158767125060574	3		chr8:11803091-11803225	+	0
SMPD4	SMPD4_130159513-130159634	-0.404142857142857	0.227222672410002	7		chr2:130159513-130159634	-	0
WDFY3-AS2	WDFY3-AS2_85002538-85002737	-0.279	0.0353270434653114	5		chr4:85002538-85002737	+	0
TACC2	TACC2_122230351-122230440	-0.2608	0.0386742808595066	5		chr10:122230351-122230440	+	0
PLSCR4	PLSCR4_146250557-146250637	-0.655	0.0311769145362398	3		chr3:146250557-146250637	-	0
ALS2CL	ALS2CL_46683134-46683326	-0.646090909090909	0.21463105765264	11		chr3:46683134-46683326	-	0
AC006030.1	AC006030.1_74328120-74328186	-0.42	0	7		chr2:74328120-74328186	-	0
LGR6	LGR6_202276306-202276521	-0.571	0	4		chr1:202276306-202276521	+	0
DNAAF5	DNAAF5_779953-780144	-0.224307692307692	0.0142851007194245	13		chr7:779953-780144	+	0
MST1	MST1_49686062-49686192	-0.919	0.114551298552221	2		chr3:49686062-49686192	-	1
WDR27	WDR27_169636371-169636504	-0.455333333333333	0.0520032050294339	3		chr6:169636371-169636504	-	0
ODF2	ODF2_128460158-128460299	-0.363333333333333	0.0735821536334275	3		chr9:128460158-128460299	+	0
CKMT2-AS1	CKMT2-AS1_81250703-81250789	-0.488	0.173908021666627	4		chr5:81250703-81250789	-	0
LINC01278	LINC01278_63425948-63426052	-0.293166666666667	0.0887410089342389	6		chrX:63425948-63426052	-	0
ZHX3	ZHX3_41239598-41239704	-0.293	0.0480832611206852	2		chr20:41239598-41239704	-	0
MSC-AS1	MSC-AS1_71965409-71965534	-0.927625	0.0847550040663424	8		chr8:71965409-71965534	+	0
ZNF7	ZNF7_144829427-144829604	-0.4	6.79869977755259e-17	3		chr8:144829427-144829604	+	0
LINC00836	LINC00836_25700230-25700352	-0.7615	0.337289934625983	2		chr10:25700230-25700352	+	0
SVIL-AS1	SVIL-AS1_29418182-29418304	-0.4645	0.113907857498945	4		chr10:29418182-29418304	+	0
STRN4	STRN4_46739310-46739386	-0.422	0.145433833752673	3		chr19:46739310-46739386	-	0
CD22	CD22_35331927-35332074	-0.7695	0.325976226126998	2		chr19:35331927-35332074	+	0
CD22	CD22_35332019-35332074	-0.796	0.288499566724111	2		chr19:35332019-35332074	+	0
TYRO3	TYRO3_41568217-41568362	-0.736	0.09	4		chr15:41568217-41568362	+	0
AC087721.2	AC087721.2_41308567-41308624	-0.894	0.0480832611206853	2		chr15:41308567-41308624	+	1
NBEAP1	NBEAP1_20669973-20670095	-0.607857142857143	0.253959595586535	7		chr15:20669973-20670095	-	0
CIDEB	CIDEB_24310407-24310548	-0.4625	0.0502045814642449	2		chr14:24310407-24310548	-	0
PXN	PXN_120216273-120216581	-0.3248	0.0702545372200259	5		chr12:120216273-120216581	-	0
ST6GAL1	ST6GAL1_187038395-187038491	-0.336666666666667	0.114526561693492	3		chr3:187038395-187038491	+	0
CATSPERE	CATSPERE_244515277-244515327	-0.736	0.240416305603426	2		chr1:244515277-244515327	+	1
MYL12A	MYL12A_3249562-3249723	-0.329857142857143	0.107609523388079	7		chr18:3249562-3249723	+	0
MBP	MBP_76988877-76988912	-0.2915	0.112429978208661	2		chr18:76988877-76988912	-	0
TRIM46	TRIM46_155175186-155175272	-0.31	0.0494974746830583	2		chr1:155175186-155175272	+	0
U2AF1L4	U2AF1L4_35744491-35744540	-0.263142857142857	0.0882693389035864	7		chr19:35744491-35744540	-	0
FAM81A	FAM81A_59439024-59439064	-0.532	0.0561070405564221	3		chr15:59439024-59439064	+	0
GLOD4	GLOD4_778622-778661	-0.517333333333333	0.126101017706705	6		chr17:778622-778661	-	0
LINC01122	LINC01122_58461778-58461845	-0.379666666666667	0.0473427220735493	3		chr2:58461778-58461845	+	0
STAU1	STAU1_49179122-49179244	-0.438	0.014142135623731	2		chr20:49179122-49179244	-	0
GSN	GSN_121297766-121297842	-0.3145	0.0572756492761103	2		chr9:121297766-121297842	+	0
CCDC66	CCDC66_56565134-56565204	-0.2776	0.0649830747194991	5		chr3:56565134-56565204	+	0
ZDHHC3	ZDHHC3_44933118-44933199	-0.473	0.015556349186104	2		chr3:44933118-44933199	-	0
RHOH	RHOH_40200512-40200565	-0.336	0.0707106781186548	2		chr4:40200512-40200565	+	0
JPX	JPX_73998954-74000496	-0.512666666666667	0.0738719613024229	6		chrX:73998954-74000496	+	0
CORO1B	CORO1B_67440702-67440836	-0.679666666666667	0.157690625381896	3		chr11:67440702-67440836	-	1
KCMF1	KCMF1_85013936-85014053	-0.406666666666667	0.148122696887862	3		chr2:85013936-85014053	+	0
BCS1L	BCS1L_218660037-218660245	-0.41	0.135764501987817	2		chr2:218660037-218660245	+	0
LRRN3	LRRN3_111097027-111097133	-0.3012	0.0141138230115019	5		chr7:111097027-111097133	+	0
CCDC136	CCDC136_128810139-128810366	-0.37825	0.0506186724440695	4		chr7:128810139-128810366	+	0
ZNF839	ZNF839_102336635-102336719	-0.375	0.161220346110533	2		chr14:102336635-102336719	+	0
ABCB8	ABCB8_151033443-151033604	-0.55125	0.0961504896850072	4		chr7:151033443-151033604	+	0
MPDZ	MPDZ_13143466-13143564	-0.376	0.0151327459504216	3		chr9:13143466-13143564	-	0
AC005498.3	AC005498.3_56565941-56566054	-0.2295	0.0346482322781408	2		chr19:56565941-56566054	-	0
NANOS3	NANOS3_13877668-13877765	-0.367	0.130832499239076	8		chr19:13877668-13877765	+	0
IZUMO4	IZUMO4_2097929-2097955	-0.214	0	3		chr19:2097929-2097955	+	0
RNF157-AS1	RNF157-AS1_76147294-76147599	-0.2285	0.0176776695296637	2		chr17:76147294-76147599	+	0
