gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
TRAPPC11	TRAPPC11_183682732-183682825	0.502	0.197962117588189	3		chr4:183682732-183682825	+	0
FRG1-DT	FRG1-DT_189895532-189895643	0.6995	0.226981276760882	2		chr4:189895532-189895643	-	0
MED25	MED25_49835534-49835605	0.2275	0.0162634559672906	2		chr19:49835534-49835605	+	0
EPS8L2	EPS8L2_722091-722165	0.538333333333333	0.297926724771937	3		chr11:722091-722165	+	0
FCHO2	FCHO2_73017212-73017308	0.312	0.043840620433566	2		chr5:73017212-73017308	+	0
FAM172A	FAM172A_93964458-93964523	0.301	0.0268700576850888	2		chr5:93964458-93964523	-	0
GRAMD2A	GRAMD2A_72168491-72168566	0.338	0.0905096679918781	2		chr15:72168491-72168566	-	0
FAAH	FAAH_46406038-46406078	0.228	0.00989949493661165	2		chr1:46406038-46406078	+	0
CAND2	CAND2_12810059-12810324	0.476	0.134350288425444	2		chr3:12810059-12810324	+	0
AFAP1L1	AFAP1L1_149306306-149306404	0.3265	0.167584307141212	2		chr5:149306306-149306404	+	0
RLBP1	RLBP1_89218565-89218693	0.311	0.0547813836992093	3		chr15:89218565-89218693	-	0
CNOT8	CNOT8_154865192-154865385	0.356333333333333	0.0688791211713196	3		chr5:154865192-154865385	+	0
AC139491.5	AC139491.5_176121745-176121814	0.256	0.0367695526217004	2		chr5:176121745-176121814	+	0
IGSF11	IGSF11_118926101-118926256	0.3995	0.215667568261897	2		chr3:118926101-118926256	-	0
SEPTIN7P2	SEPTIN7P2_45724353-45725715	0.571	0	2		chr7:45724353-45725715	-	0
SPEF2	SPEF2_35646667-35646807	0.416	0.0756439025963098	5		chr5:35646667-35646807	+	0
ERMARD	ERMARD_169773319-169773402	0.301666666666667	0.0221208800307161	3		chr6:169773319-169773402	+	0
MOCS1	MOCS1_39927184-39927455	0.478	0.0978110423214066	3		chr6:39927184-39927455	-	0
AC006001.2	AC006001.2_66666114-66666202	0.33	0.0240416305603426	2		chr7:66666114-66666202	+	0
ACSS2	ACSS2_34914096-34914117	0.4815	0.1209152595829	2		chr20:34914096-34914117	+	0
GSTA4	GSTA4_52985451-52985583	0.2125	0.0120208152801713	2		chr6:52985451-52985583	-	0
CEP162	CEP162_84203981-84204096	0.211	0.015556349186104	2		chr6:84203981-84204096	-	0
CEP57L1	CEP57L1_109158600-109158718	0.6525	0.253851334445971	2		chr6:109158600-109158718	+	0
FYN	FYN_111740981-111741093	0.4645	0.193040151263927	2		chr6:111740981-111741093	-	0
LAMTOR3	LAMTOR3_99893955-99894000	0.31	0.0876812408671319	2		chr4:99893955-99894000	-	0
IKZF1	IKZF1_50368006-50368065	0.496	0.113137084989848	2		chr7:50368006-50368065	+	0
PILRB	PILRB_100356394-100356883	0.536	0.147078210486802	2		chr7:100356394-100356883	+	0
FANCL	FANCL_58163029-58163074	0.392333333333333	0.234617419074828	3		chr2:58163029-58163074	-	0
GSAP	GSAP_77323647-77323742	0.4685	0.146371103705615	2		chr7:77323647-77323742	-	0
RBMS2	RBMS2_56581399-56581508	0.5975	0.102530483272049	2		chr12:56581399-56581508	+	0
LGI3	LGI3_22154560-22154631	0.401333333333333	0.137703788376839	3		chr8:22154560-22154631	-	0
LGI3	LGI3_22155392-22155509	0.317666666666667	0.0993495512487768	3		chr8:22155392-22155509	-	0
PTPRG	PTPRG_62231225-62231311	0.352	0.0408411557133243	3		chr3:62231225-62231311	+	0
CACNA1E	CACNA1E_181793665-181793793	0.5885	0.0926309883354377	2		chr1:181793665-181793793	+	0
LYPLA1	LYPLA1_54063328-54063375	0.353333333333333	0.117547153659003	3		chr8:54063328-54063375	-	0
ITGA2	ITGA2_53075061-53075137	0.2795	0.0799030662740799	2		chr5:53075061-53075137	+	0
ASAP1	ASAP1_130179264-130179349	0.311333333333333	0.0823427794851093	3		chr8:130179264-130179349	-	0
ANKRD18A	ANKRD18A_38604153-38604287	0.251	0.0212132034355964	2		chr9:38604153-38604287	-	0
UACA	UACA_70691299-70691363	0.217333333333333	0.0274651294068194	3		chr15:70691299-70691363	-	0
WBP2NL	WBP2NL_42022249-42022356	0.41225	0.0863997492280311	4		chr22:42022249-42022356	+	0
TEX10	TEX10_100340257-100340369	0.263666666666667	0.0808352233456018	3		chr9:100340257-100340369	-	0
ECPAS	ECPAS_111385337-111385442	0.276	0.00282842712474619	2		chr9:111385337-111385442	-	0
ADGRB1	ADGRB1_142521965-142522115	0.2305	0.0162634559672906	2		chr8:142521965-142522115	+	0
ADAMTS13	ADAMTS13_133433641-133433704	0.277	0.0650538238691624	2		chr9:133433641-133433704	+	0
USP6NL	USP6NL_11597631-11597717	0.307	0.0331511689085016	3		chr10:11597631-11597717	-	0
CAMK2G	CAMK2G_73853192-73853246	0.396666666666667	0.0551573506736258	3		chr10:73853192-73853246	-	0
MCF2	MCF2_139631395-139631511	0.592	0.0325269119345812	2		chrX:139631395-139631511	-	0
DZANK1	DZANK1_18415327-18415449	0.3085	0.0982878425849301	2		chr20:18415327-18415449	-	0
ISYNA1	ISYNA1_18437599-18437760	0.2885	0.0629325035256027	2		chr19:18437599-18437760	-	0
ZNF286A	ZNF286A_15700135-15700366	0.254	0.0268700576850888	2		chr17:15700135-15700366	+	0
LIN7B	LIN7B_49115260-49115331	0.38	0.00282842712474619	2		chr19:49115260-49115331	+	0
KATNBL1	KATNBL1_34146761-34146850	0.46	0.227232626765319	4		chr15:34146761-34146850	-	0
CYSLTR2	CYSLTR2_48696526-48696626	0.4725	0.0233345237791561	2		chr13:48696526-48696626	+	0
C12orf49	C12orf49_116720296-116720447	0.2225	0.0247487373415292	2		chr12:116720296-116720447	-	0
MED28	MED28_17625656-17625845	0.4975	0.0502045814642449	2		chr4:17625656-17625845	+	0
COL9A1	COL9A1_70281390-70281464	0.4335	0.0275771644662754	2		chr6:70281390-70281464	-	0
CLOCK	CLOCK_55509912-55510065	0.292	0.0480832611206852	2		chr4:55509912-55510065	-	0
HYAL3	HYAL3_50293632-50293721	0.377666666666667	0.047878317987721	3		chr3:50293632-50293721	-	0
TTLL7	TTLL7_83947124-83947282	0.567666666666667	0.213200218886692	3		chr1:83947124-83947282	-	0
MCU	MCU_72715111-72715226	0.353	0.060654760736483	3		chr10:72715111-72715226	+	0
GATAD2A	GATAD2A_19495754-19495885	0.515	0.125713961038542	3		chr19:19495754-19495885	+	0
C1orf167	C1orf167_11788652-11788746	0.424	0.00424264068711929	2		chr1:11788652-11788746	+	0
RASAL2	RASAL2_178123719-178123815	0.58325	0.182874045907741	4		chr1:178123719-178123815	+	0
NBPF1	NBPF1_16589899-16590001	0.467	0.089095454429505	2		chr1:16589899-16590001	-	0
CAD	CAD_27226131-27226319	0.2685	0.000707106781186548	2		chr2:27226131-27226319	+	0
DNAH1	DNAH1_52366457-52366548	0.297	0.0127279220613579	2		chr3:52366457-52366548	+	0
MON1B	MON1B_77193437-77193777	0.2265	0.00777817459305203	2		chr16:77193437-77193777	+	0
CYP39A1	CYP39A1_46642163-46642298	0.666333333333333	0.237857800656891	3		chr6:46642163-46642298	-	1
GUSB	GUSB_65979399-65979541	0.3545	0.0869741340859453	2		chr7:65979399-65979541	-	0
TMEM87B	TMEM87B_112081335-112081518	0.222	0.0183847763108502	2		chr2:112081335-112081518	+	0
ARAP3	ARAP3_141679545-141679656	0.413	0.140543587544932	5		chr5:141679545-141679656	-	0
ARAP3	ARAP3_141679761-141679822	0.439666666666667	0.14151442800412	3		chr5:141679761-141679822	-	0
ATP11C	ATP11C_139798273-139798354	0.352	0.149906637611548	2		chrX:139798273-139798354	-	0
GK	GK_30694400-30694537	0.343	0.0919238815542511	2		chrX:30694400-30694537	+	0
GGT5	GGT5_24232051-24232208	0.2885	0.0799030662740799	2		chr22:24232051-24232208	-	0
AP000346.1	AP000346.1_23635936-23636083	0.366	0.0197989898732233	2		chr22:23635936-23636083	-	0
IL17RA	IL17RA_17100355-17100481	0.5615	0.385373195746668	2		chr22:17100355-17100481	+	0
RRP1B	RRP1B_43669884-43669966	0.292	0.0169705627484771	2		chr21:43669884-43669966	+	0
SGSM1	SGSM1_24895223-24895291	0.256	0.0494974746830583	2		chr22:24895223-24895291	+	0
CSE1L	CSE1L_49088009-49088106	0.332	0.0127279220613579	2		chr20:49088009-49088106	+	0
NECAB3	NECAB3_33669375-33669712	0.2566	0.0638733121107713	5		chr20:33669375-33669712	-	0
CFAP61	CFAP61_20159370-20159443	0.36625	0.101078764667296	4		chr20:20159370-20159443	+	0
AL035461.4	AL035461.4_6015361-6015490	0.2475	0.0586898628384834	2		chr20:6015361-6015490	+	0
GPCPD1	GPCPD1_5593327-5593411	0.243666666666667	0.0136137185711081	3		chr20:5593327-5593411	-	0
BICRA	BICRA_47675851-47675916	0.269	0.0622334315300064	3		chr19:47675851-47675916	+	0
AKT2	AKT2_40236238-40236385	0.2785	0.0615182899632297	2		chr19:40236238-40236385	-	0
POLR2E	POLR2E_1090908-1090988	0.2425	0.0601040764008565	2		chr19:1090908-1090988	-	0
MAN2B1	MAN2B1_12658428-12658507	0.4075	0.0756604255869606	2		chr19:12658428-12658507	-	0
CABLES1	CABLES1_23237142-23237245	0.325	0.0325269119345812	2		chr18:23237142-23237245	+	0
EPB41L3	EPB41L3_5443838-5443880	0.478	0.0721248916810279	2		chr18:5443838-5443880	-	0
NOTUM	NOTUM_81957806-81957908	0.4245	0.13930003589375	2		chr17:81957806-81957908	-	0
HELZ	HELZ_67193967-67194042	0.3245	0.0572756492761104	2		chr17:67193967-67194042	-	0
SCPEP1	SCPEP1_56998385-56998498	0.305	0.0933380951166243	2		chr17:56998385-56998498	+	0
UTP6	UTP6_31889285-31889403	0.305	0.0763675323681471	2		chr17:31889285-31889403	-	0
LAS1L	LAS1L_65528260-65528369	0.243	0.0169705627484771	2		chrX:65528260-65528369	-	0
MPRIP	MPRIP_17175293-17175412	0.258	0.0721248916810279	2		chr17:17175293-17175412	+	0
CFAP52	CFAP52_9585773-9585972	0.394	0.0461627555503352	3		chr17:9585773-9585972	+	0
KCNAB3	KCNAB3_7925683-7925726	0.453	0.220617315730203	2		chr17:7925683-7925726	-	0
ARRB2	ARRB2_4718261-4718345	0.3245	0.00353553390593274	2		chr17:4718261-4718345	+	0
CTNS	CTNS_3640188-3640267	0.4235	0.103944696834423	2		chr17:3640188-3640267	+	0
ITPKC	ITPKC_40737698-40737769	0.220333333333333	0.0125033328890074	3		chr19:40737698-40737769	+	0
SMG1P7	SMG1P7_70235313-70235443	0.3235	0.021920310216783	2		chr16:70235313-70235443	-	0
FBRS	FBRS_30666512-30666541	0.2125	0.00353553390593274	2		chr16:30666512-30666541	+	0
POLR3E	POLR3E_22325205-22325266	0.4005	0.0728319984622144	2		chr16:22325205-22325266	+	0
VWA3A	VWA3A_22149787-22149931	0.2435	0.0502045814642449	2		chr16:22149787-22149931	+	0
TMC7	TMC7_19023113-19023195	0.2875	0.105358910396796	2		chr16:19023113-19023195	+	0
FANCI	FANCI_89263903-89264026	0.215	0.0113137084989848	2		chr15:89263903-89264026	+	0
CLN6	CLN6_68214290-68214388	0.357	0	2		chr15:68214290-68214388	-	0
RAB8B	RAB8B_63262692-63262742	0.255666666666667	0.0386824680357049	3		chr15:63262692-63262742	+	0
TEX9	TEX9_56373441-56373504	0.3055	0.118086832458153	2		chr15:56373441-56373504	+	0
TUBGCP4	TUBGCP4_43395107-43395157	0.2875	0.0813172798364529	2		chr15:43395107-43395157	+	0
CCNDBP1	CCNDBP1_43190055-43190151	0.411	0.00707106781186544	2		chr15:43190055-43190151	+	0
RYR3	RYR3_33503631-33503738	0.299	0.0395979797464467	2		chr15:33503631-33503738	+	0
SNHG14	SNHG14_25091769-25091931	0.756	0.00848528137423858	2		chr15:25091769-25091931	+	0
SNHG14	SNHG14_25108998-25109099	0.3695	0.185969083452062	2		chr15:25108998-25109099	+	0
ATG2B	ATG2B_96344654-96344756	0.2445	0.051618795026618	2		chr14:96344654-96344756	-	0
SYNE2	SYNE2_63990411-63990569	0.372	0.0820243866176395	2		chr14:63990411-63990569	+	0
ARID4A	ARID4A_58306022-58306112	0.3965	0.229809703885628	2		chr14:58306022-58306112	+	0
PPP2R3C	PPP2R3C_35109819-35109931	0.226	0.0353553390593274	2		chr14:35109819-35109931	-	0
AL139353.1	AL139353.1_31345087-31345276	0.2865	0.0148492424049175	2		chr14:31345087-31345276	-	0
NAE1	NAE1_66816965-66817028	0.2585	0.0148492424049175	2		chr16:66816965-66817028	-	0
HAUS4	HAUS4_22947868-22948013	0.379	0.134350288425444	2		chr14:22947868-22948013	-	0
CDC16	CDC16_114238990-114239028	0.237	0.0197989898732233	2		chr13:114238990-114239028	+	0
CDC16	CDC16_114243856-114243989	0.585	0.292742207411231	2		chr13:114243856-114243989	+	0
ARHGEF7	ARHGEF7_111288354-111288443	0.2055	0.000707106781186548	2		chr13:111288354-111288443	+	0
WBP4	WBP4_41071527-41071573	0.253	0.0155563491861041	2		chr13:41071527-41071573	+	0
USP12	USP12_27071071-27071149	0.238	0.0183847763108502	2		chr13:27071071-27071149	-	0
PIGT	PIGT_45421383-45421533	0.2235	0.0134350288425444	2		chr20:45421383-45421533	+	0
PIGT	PIGT_45421383-45421664	0.2225	0.0134350288425444	2		chr20:45421383-45421664	+	0
PXMP2	PXMP2_132695884-132696046	0.2805	0.096873629022557	2		chr12:132695884-132696046	+	0
CFAP73	CFAP73_113157602-113157690	0.4975	0.396686904245653	2		chr12:113157602-113157690	+	0
RASAL1	RASAL1_113101889-113102009	0.4175	0.129400540957138	2		chr12:113101889-113102009	-	0
UTP20	UTP20_101285570-101285636	0.4795	0.159099025766973	2		chr12:101285570-101285636	+	0
METAP2	METAP2_95485879-95485981	0.335	0.104651803615609	2		chr12:95485879-95485981	+	0
CEP290	CEP290_88131165-88131218	0.2385	0.021920310216783	2		chr12:88131165-88131218	-	0
TBK1	TBK1_64495699-64495775	0.3015	0.108187337521542	2		chr12:64495699-64495775	+	0
TROAP	TROAP_49323845-49324037	0.276	0.0721248916810279	2		chr12:49323845-49324037	+	0
DNM1L	DNM1L_32708153-32708224	0.309333333333333	0.171447756862939	3		chr12:32708153-32708224	+	0
ACAD8	ACAD8_134258515-134258624	0.3315	0.000707106781186548	2		chr11:134258515-134258624	+	0
CUL5	CUL5_108070096-108070189	0.413	0.254558441227157	2		chr11:108070096-108070189	+	0
DYNC2H1	DYNC2H1_103287533-103287605	0.2955	0.109601551083915	2		chr11:103287533-103287605	+	0
AP000812.5	AP000812.5_72088297-72088380	0.3375	0.088906317735768	4		chr11:72088297-72088380	+	0
FIBP	FIBP_65886322-65886422	0.2495	0.00353553390593274	2		chr11:65886322-65886422	-	0
PLAAT3	PLAAT3_63598061-63598113	0.2495	0.0417193000900063	2		chr11:63598061-63598113	-	0
TRMU	TRMU_46355990-46356072	0.2405	0.0261629509039023	2		chr22:46355990-46356072	+	0
FBXO3	FBXO3_33754455-33754500	0.299	0.0848528137423857	2		chr11:33754455-33754500	-	0
EDRF1	EDRF1_125734072-125734183	0.37	0.0424264068711929	2		chr10:125734072-125734183	+	0
AFAP1L2	AFAP1L2_114333221-114333295	0.2285	0.000707106781186548	2		chr10:114333221-114333295	-	0
RRP12	RRP12_97390739-97390844	0.2785	0.0304055915910215	2		chr10:97390739-97390844	-	0
PPP6R3	PPP6R3_68551121-68551186	0.2375	0.0388908729652601	2		chr11:68551121-68551186	+	0
PPP6R3	PPP6R3_68575958-68576043	0.376	0.189504617357995	2		chr11:68575958-68576043	+	0
INO80	INO80_41053929-41054014	0.2295	0.037476659402887	2		chr15:41053929-41054014	-	0
PI4K2B	PI4K2B_25252321-25252475	0.298	0.00282842712474619	2		chr4:25252321-25252475	+	0
FAM13A	FAM13A_88790586-88790627	0.257	0.0367695526217004	2		chr4:88790586-88790627	-	0
DCAF4	DCAF4_72942994-72943096	0.5005	0.136471608769004	2		chr14:72942994-72943096	+	0
FGF5	FGF5_80274909-80275012	0.544333333333333	0.0530125771240498	3		chr4:80274909-80275012	+	0
CDK11B	CDK11B_1645126-1645262	0.307333333333333	0.0624286259125838	3		chr1:1645126-1645262	-	0
OXCT1	OXCT1_41794677-41794749	0.4485	0.325976226126998	2		chr5:41794677-41794749	-	0
TARS3	TARS3_101714840-101714963	0.5155	0.109601551083915	2		chr15:101714840-101714963	-	0
HDAC3	HDAC3_141627893-141627957	0.3825	0.0700035713374682	2		chr5:141627893-141627957	-	0
HDAC3	HDAC3_141628114-141628187	0.351	0.0014142135623731	2		chr5:141628114-141628187	-	0
HDAC3	HDAC3_141634811-141634953	0.5855	0.037476659402887	2		chr5:141634811-141634953	-	0
PIGG	PIGG_508829-508970	0.258	0.045254833995939	2		chr4:508829-508970	+	0
PKIB	PKIB_122675078-122675144	0.3075	0.0558614357137372	2		chr6:122675078-122675144	+	0
DLG1	DLG1_197115927-197116083	0.3645	0.137885822331377	2		chr3:197115927-197116083	-	0
ACAP2	ACAP2_195336932-195336976	0.2515	0.0360624458405139	2		chr3:195336932-195336976	-	0
RBM10	RBM10_47175019-47175092	0.227	0.0141421356237309	2		chrX:47175019-47175092	+	0
OBSCN	OBSCN_228216421-228216702	0.222	0.0268700576850888	2		chr1:228216421-228216702	+	0
HNRNPD	HNRNPD_82359471-82359639	0.2355	0.0431335136523794	2		chr4:82359471-82359639	-	0
ARHGEF26	ARHGEF26_154191289-154191418	0.4515	0.0162634559672906	2		chr3:154191289-154191418	+	0
CLPX	CLPX_65164029-65164188	0.338	0.0608111831820431	2		chr15:65164029-65164188	-	0
HCFC2	HCFC2_104080746-104080830	0.3045	0.0473761543394987	2		chr12:104080746-104080830	+	0
GTPBP8	GTPBP8_112996892-112996991	0.4945	0.0869741340859454	2		chr3:112996892-112996991	+	0
RALGAPA2	RALGAPA2_20611315-20611426	0.338	0.043840620433566	2		chr20:20611315-20611426	-	0
DUBR	DUBR_107285320-107286177	0.4555	0.0148492424049175	2		chr3:107285320-107286177	+	0
CFAP43	CFAP43_104212007-104212157	0.248	0.0678822509939085	2		chr10:104212007-104212157	-	0
PSMD6-AS2	PSMD6-AS2_64009697-64009753	0.523	0.125865007051205	2		chr3:64009697-64009753	+	0
CEP135	CEP135_55959682-55959766	0.3415	0.190211724139181	2		chr4:55959682-55959766	+	0
APPL1	APPL1_57248193-57248351	0.215	0.0127279220613579	2		chr3:57248193-57248351	+	0
CHD6	CHD6_41497384-41497501	0.2765	0.0431335136523794	2		chr20:41497384-41497501	-	0
NFKB1	NFKB1_102525512-102525557	0.228	0.0226274169979695	2		chr4:102525512-102525557	+	0
WDR78	WDR78_66891154-66891266	0.461	0.314510731136475	3		chr1:66891154-66891266	-	0
KIF20B	KIF20B_89714047-89714083	0.519	0.149906637611548	2		chr10:89714047-89714083	+	0
OXSR1	OXSR1_38252328-38252392	0.442	0.270114790413261	2		chr3:38252328-38252392	+	0
SGTB	SGTB_65708489-65708558	0.246	0.00707106781186548	2		chr5:65708489-65708558	-	0
NBN	NBN_89947824-89947892	0.2435	0.0247487373415292	2		chr8:89947824-89947892	-	0
DRAM2	DRAM2_111139588-111139711	0.6135	0.0671751442127221	2		chr1:111139588-111139711	-	0
AFDN	AFDN_167872214-167872377	0.3225	0.000707106781186548	2		chr6:167872214-167872377	+	0
LRRFIP1	LRRFIP1_237772081-237772198	0.3165	0.0586898628384834	2		chr2:237772081-237772198	+	0
FARSB	FARSB_222624714-222624775	0.2075	0.00353553390593274	2		chr2:222624714-222624775	-	0
TAF11	TAF11_34880289-34880376	0.219	0.00282842712474619	2		chr6:34880289-34880376	-	0
WDR12	WDR12_202894581-202894626	0.3185	0.0841457069611991	2		chr2:202894581-202894626	-	0
PUM3	PUM3_2827073-2827151	0.395	0.0806101730552664	2		chr9:2827073-2827151	-	0
PUM3	PUM3_2828675-2828778	0.2805	0.00777817459305199	2		chr9:2828675-2828778	-	0
TMEM144	TMEM144_158235438-158235505	0.4595	0.321733585439879	2		chr4:158235438-158235505	+	0
CIR1	CIR1_174350660-174350745	0.285	0.0169705627484771	2		chr2:174350660-174350745	-	0
STRIP1	STRIP1_110046680-110046751	0.3585	0.0388908729652601	2		chr1:110046680-110046751	+	0
SYP	SYP_49194166-49194361	0.281666666666667	0.0298384539367128	3		chrX:49194166-49194361	-	0
TAPT1	TAPT1_16170653-16170729	0.302	0.0693301281310417	4		chr4:16170653-16170729	-	0
CEP89	CEP89_32926934-32926984	0.431	0.243794995846921	3		chr19:32926934-32926984	-	0
WDSUB1	WDSUB1_159257758-159257864	0.36275	0.184997972961868	4		chr2:159257758-159257864	-	0
PSD4	PSD4_113198740-113198884	0.5765	0.265165042944955	2		chr2:113198740-113198884	+	0
DOCK4	DOCK4_111877030-111877186	0.322	0.193201966863694	3		chr7:111877030-111877186	-	0
GOLGA4	GOLGA4_37299288-37299371	0.2165	0.0134350288425444	2		chr3:37299288-37299371	+	0
NRDC	NRDC_51819800-51819873	0.319	0.107480230740355	2		chr1:51819800-51819873	-	0
TTLL4	TTLL4_218746155-218746231	0.2875	0.0685893577750951	2		chr2:218746155-218746231	+	0
SPATS2L	SPATS2L_200416379-200416428	0.2955	0.037476659402887	2		chr2:200416379-200416428	+	0
TRMT10B	TRMT10B_37769941-37770019	0.372	0.123036579926459	2		chr9:37769941-37770019	+	0
AKAP8	AKAP8_15373786-15374065	0.279	0.029698484809835	2		chr19:15373786-15374065	-	0
MTR	MTR_236825338-236825399	0.5595	0.167575853471396	4		chr1:236825338-236825399	+	0
RAB23	RAB23_57194770-57194852	0.408	0.248901586977665	2		chr6:57194770-57194852	-	0
AC242426.2	AC242426.2_147284351-147284499	0.319	0.0650538238691623	2		chr1:147284351-147284499	+	0
YY1AP1	YY1AP1_155688071-155688201	0.2235	0.0318198051533946	2		chr1:155688071-155688201	-	0
C9orf72	C9orf72_27560227-27560299	0.5145	0.105358910396796	2		chr9:27560227-27560299	-	0
CCDC62	CCDC62_122781164-122781330	0.2625	0.0643467170879758	2		chr12:122781164-122781330	+	0
VRK2	VRK2_58135141-58135199	0.241333333333333	0.0548573908724552	3		chr2:58135141-58135199	+	0
SMARCAL1	SMARCAL1_216467944-216468046	0.2785	0.0530330085889911	2		chr2:216467944-216468046	+	0
BCCIP	BCCIP_125830562-125830651	0.245	0.0282842712474619	2		chr10:125830562-125830651	+	0
UBR2	UBR2_42674126-42674193	0.299	0.0692964645562816	2		chr6:42674126-42674193	+	0
TRIM33	TRIM33_114430798-114430912	0.485	0.00424264068711929	2		chr1:114430798-114430912	-	0
TMEM131	TMEM131_97818613-97818721	0.292	0.0551543289325507	2		chr2:97818613-97818721	-	0
RITA1	RITA1_113186185-113186316	0.2545	0.0487903679018718	2		chr12:113186185-113186316	+	0
PTPN23	PTPN23_47405005-47405081	0.2355	0.0332340187157677	2		chr3:47405005-47405081	+	0
ABI3BP	ABI3BP_100834684-100834773	0.3245	0.0869741340859453	2		chr3:100834684-100834773	-	0
TUFT1	TUFT1_151574911-151575005	0.329	0.171119841047145	2		chr1:151574911-151575005	+	0
TMEM237	TMEM237_201627321-201627414	0.3445	0.0289913780286484	2		chr2:201627321-201627414	-	0
TRMT6	TRMT6_5941243-5941345	0.2925	0.081317279836453	2		chr20:5941243-5941345	-	0
DMXL2	DMXL2_51568487-51568558	0.3725	0.17606958851545	2		chr15:51568487-51568558	-	0
ST3GAL6	ST3GAL6_98768430-98768529	0.3265	0.122329473145273	2		chr3:98768430-98768529	+	0
ST3GAL6	ST3GAL6_98772813-98772916	0.4905	0.0982878425849302	2		chr3:98772813-98772916	+	0
BTBD19	BTBD19_44810554-44810607	0.349333333333333	0.107001557621061	3		chr1:44810554-44810607	+	0
PPIL2	PPIL2_21693816-21693872	0.414	0.29698484809835	2		chr22:21693816-21693872	+	0
AFTPH	AFTPH_64569623-64569679	0.253	0.0395979797464467	2		chr2:64569623-64569679	+	0
ZCCHC2	ZCCHC2_62558687-62558770	0.297	0.0226274169979695	2		chr18:62558687-62558770	+	0
SLC16A10	SLC16A10_111177212-111177665	0.345	0.123036579926459	2		chr6:111177212-111177665	+	0
LARP1B	LARP1B_128074460-128074518	0.2535	0.0502045814642449	2		chr4:128074460-128074518	+	0
TSPOAP1	TSPOAP1_58320531-58320581	0.2725	0.00636396103067893	2		chr17:58320531-58320581	-	0
ANKRD6	ANKRD6_89612272-89612370	0.5105	0.00212132034355964	2		chr6:89612272-89612370	+	0
DDX31	DDX31_132651075-132651116	0.379	0.247487373415292	2		chr9:132651075-132651116	-	0
RPS6KC1	RPS6KC1_213232123-213232255	0.2285	0.0318198051533947	2		chr1:213232123-213232255	+	0
VILL	VILL_38003168-38003313	0.331	0	2		chr3:38003168-38003313	+	0
CNOT6L	CNOT6L_77744718-77744875	0.2415	0.0120208152801713	2		chr4:77744718-77744875	-	0
USP30	USP30_109072305-109072350	0.2595	0.0742462120245875	2		chr12:109072305-109072350	+	0
NUP155	NUP155_37307297-37307432	0.2575	0.037476659402887	2		chr5:37307297-37307432	-	0
MKNK1	MKNK1_46560234-46560277	0.334333333333333	0.0443771713083803	3		chr1:46560234-46560277	-	0
NOL9	NOL9_6541830-6541927	0.518	0.0941700589359484	3		chr1:6541830-6541927	-	0
LSG1	LSG1_194660073-194660133	0.27	0.0848528137423857	2		chr3:194660073-194660133	-	0
ARMT1	ARMT1_151454548-151454653	0.4125	0.0558614357137373	2		chr6:151454548-151454653	+	0
TJP1	TJP1_29762335-29762438	0.2245	0.00919238815542513	2		chr15:29762335-29762438	-	0
CAST	CAST_96746342-96746425	0.238	0.0367695526217005	2		chr5:96746342-96746425	+	0
NOP58	NOP58_202287660-202287724	0.2755	0.00353553390593274	2		chr2:202287660-202287724	+	0
HSF4	HSF4_67167461-67167599	0.4105	0.11667261889578	2		chr16:67167461-67167599	+	0
ORC5	ORC5_104166772-104166884	0.393	0.0424264068711929	2		chr7:104166772-104166884	-	0
USP34	USP34_61283409-61283449	0.3585	0.142128463018496	2		chr2:61283409-61283449	-	0
EWSR1	EWSR1_29299195-29299280	0.2845	0.00212132034355964	2		chr22:29299195-29299280	+	0
KIAA1671	KIAA1671_25025633-25025784	0.2705	0.0586898628384834	2		chr22:25025633-25025784	+	0
NUP133	NUP133_229477597-229477760	0.3615	0.0982878425849301	2		chr1:229477597-229477760	-	0
ATG4C	ATG4C_62841428-62841547	0.3295	0.0445477272147525	2		chr1:62841428-62841547	+	0
RAD9A	RAD9A_67392161-67392231	0.235666666666667	0.0220075744536588	3		chr11:67392161-67392231	+	0
ASXL2	ASXL2_25753534-25753639	0.3385	0.0176776695296637	2		chr2:25753534-25753639	-	0
ZNF654	ZNF654_88128809-88129011	0.317	0.0536935750346352	3		chr3:88128809-88129011	+	0
CDH23	CDH23_71790288-71790413	0.278	0.029698484809835	2		chr10:71790288-71790413	+	0
NCBP3	NCBP3_3823793-3825050	0.2805	0.0558614357137373	2		chr17:3823793-3825050	-	0
ABCE1	ABCE1_145121333-145121391	0.365	0.0381837661840736	2		chr4:145121333-145121391	+	0
PARP4	PARP4_24499301-24499376	0.24	0.0113137084989848	2		chr13:24499301-24499376	-	0
PRKD1	PRKD1_29634418-29634541	0.421	0.239002092041053	2		chr14:29634418-29634541	-	0
TRAPPC8	TRAPPC8_31913369-31913522	0.258	0.0820243866176395	2		chr18:31913369-31913522	-	0
MDN1	MDN1_89683831-89683904	0.4245	0.187383297014435	2		chr6:89683831-89683904	-	0
SOX13	SOX13_204121900-204121985	0.5075	0.147785317267988	2		chr1:204121900-204121985	+	0
WASHC5	WASHC5_125083113-125083258	0.3715	0.123743686707646	2		chr8:125083113-125083258	-	0
EPRS1	EPRS1_220025132-220025258	0.2445	0.0120208152801713	2		chr1:220025132-220025258	-	0
MLLT10	MLLT10_21733504-21733592	0.398	0.0919238815542512	2		chr10:21733504-21733592	+	0
