SpliceID	dPSI	Uniprot	Type
WDR81:1731067-1731258	-0.109	Other	SE
WDR81:1731067-1731258	-0.205	Other	SE
WDR82:52260384-52260501	-0.141	Other	SE
WIPF2:40260534-40260627	0.251	Other	SE
WIPF2:40260534-40260667	0.145	Other	SE
WIZ:15428109-15428508	-0.213	Other	SE
WNK1:867865-869104	0.161	Other	SE
WNK1:880720-880999	0.123	Other	SE
WNK3:54309094-54309315	-0.386	Other	SE
WRAP73:3635159-3635294	0.109	Other	SE
XPC-AS1:14149506-14149602	0.393	Other	SE
YWHAZ:100924134-100924322	-0.602	Other	SE
YY1AP1:155670319-155670464	0.35	Other	SE
ZBTB21:41992492-41994108	-0.246	Other	SE
ZBTB8OS:32634767-32634792	0.109	Other	SE
ZBTB8OS:32634767-32634792	0.199	Other	SE
ZDHHC18:26850300-26850438	-0.194	Other	SE
ZDHHC3:44929305-44929436	-0.284	Other	SE
ZDHHC3:44933117-44933199	-0.589	Other	SE
ZFP1:75166769-75166896	-0.146	Other	SE
ZFYVE21:103729792-103729846	-0.133	Other	SE
ZFYVE27:97743093-97743164	0.122	Other	SE
ZKSCAN5:99520168-99520304	0.281	Other	SE
ZKSCAN8:28148315-28148824	-0.128	Other	SE
ZKSCAN8:28148315-28148824	-0.235	Other	SE
ZKSCAN8:28148315-28148838	-0.257	Other	SE
ZKSCAN8:28148315-28148838	-0.338	Other	SE
ZMYM5:19838699-19838985	0.175	Other	SE
ZMYND11:247397-247466	-0.288	Other	SE
ZMYND8:47238757-47239138	0.197	Other	SE
ZNF195:3361742-3361889	0.135	Other	SE
ZNF195:3361742-3368855	0.117	Other	SE
ZNF195:3361975-3362032	-0.262	Other	SE
ZNF287:16567328-16567929	0.103	Other	SE
ZNF346:177041777-177041870	-0.148	Other	SE
ZNF346:177041777-177041870	-0.188	Other	SE
ZNF346:177044388-177044533	-0.131	Other	SE
ZNF346:177044391-177044533	-0.154	Other	SE
ZNF346:177044391-177044533	-0.457	Other	SE
ZNF385A:54371472-54371642	0.375	Other	SE
ZNF385D:21436969-21437203	-0.176	Other	SE
ZNF385D:21510860-21511023	-0.158	Other	SE
ZNF410:73896347-73896534	-0.322	Other	SE
ZNF44:12272486-12274063	-0.18	Other	SE
ZNF451:57090832-57090894	-0.105	Other	SE
ZNF512:27583657-27583716	-0.201	Other	SE
ZNF514:95152673-95152769	-0.259	Other	SE
ZNF618:114008476-114008554	-0.156	Other	SE
ZNF75A:3316911-3317022	0.143	Other	SE
ZNF778:89223156-89223283	-0.204	Other	SE
ZNF827:145870244-145870478	0.171	Other	SE
ZNF846:9759859-9759942	0.107	Other	SE
ZNF875:37357961-37358039	-0.38	Other	SE
ZSCAN23:28435858-28436343	-0.259	Other	SE
ZSCAN31:28329302-28329778	0.159	Other	SE
ZW10:113748256-113748420	-0.117	Other	SE
ACHE:100892333-100892554	-0.118	DisulfBond	SE
ACHE:100892333-100892643	-0.118	DisulfBond	SE
ACHE:100892333-100892818	-0.115	DisulfBond	SE
ADAM23:206561127-206561212	-0.183	DisulfBond	SE
ADAM32:39169915-39169997	0.146	DisulfBond	SE
ADGRE5:14396341-14396473	-0.132	DisulfBond	SE
ADGRE5:14397076-14397223	-0.163	DisulfBond	SE
AKT2:40236237-40236385	0.105	DisulfBond	SE
APP:26000014-26000182	-0.128	DisulfBond	SE
APP:26000014-26000182	-0.212	DisulfBond	SE
ASIC3:151051171-151051319	-0.16	DisulfBond	SE
B4GALNT1:57631199-57631364	0.101	DisulfBond	SE
BMPR1B:95114719-95114827	-0.189	DisulfBond	SE
C1RL:7108250-7108479	0.108	DisulfBond	SE
CACNA2D3:54879349-54879411	0.12	DisulfBond	SE
CD74:150403120-150403312	-0.153	DisulfBond	SE
CD74:150403120-150403312	-0.763	DisulfBond	SE
CD74:150403120-150404767	-0.156	DisulfBond	SE
CD74:150403120-150404767	-0.593	DisulfBond	SE
CDON:126018336-126018473	0.195	DisulfBond	SE
CEACAM1:42518947-42519235	0.233	DisulfBond	SE
CELSR1:46439188-46439411	-0.118	DisulfBond	SE
CFHR2:196949454-196949649	0.564	DisulfBond	SE
CFHR2:196950851-196951028	0.392	DisulfBond	SE
CMC1:28263290-28263380	-0.101	DisulfBond	SE
CNTNAP3:39149805-39149977	0.12	DisulfBond	SE
EFNA4:155067371-155067440	-0.556	DisulfBond	SE
ENSG00000144785:56310957-56311054	0.105	DisulfBond	SE
ENSG00000264324:74247035-74247307	-0.139	DisulfBond	SE
ERP44:100052416-100052532	-0.133	DisulfBond	SE
F3:94532320-94532480	-0.237	DisulfBond	SE
F9:139548362-139548491	0.104	DisulfBond	SE
FBLN1:45535255-45535337	0.252	DisulfBond	SE
FGFR1:38429681-38429948	0.123	DisulfBond	SE
FGFR2:121565437-121565704	0.169	DisulfBond	SE
FGFR3:1803691-1803836	-0.173	DisulfBond	SE
FGFR4:177090389-177090653	-0.144	DisulfBond	SE
GABBR1:29630457-29630643	0.103	DisulfBond	SE
GABBR1:29630521-29630643	0.136	DisulfBond	SE
GALNT7:173295763-173295843	-0.117	DisulfBond	SE
GFAP:44904765-44905149	0.483	DisulfBond	SE
GGCX:85555483-85555590	-0.103	DisulfBond	SE
GGCX:85556181-85556260	-0.349	DisulfBond	SE
GGCX:85558439-85558605	0.128	DisulfBond	SE
GGCX:85558916-85559075	-0.125	DisulfBond	SE
GGCX:85558916-85559075	-0.321	DisulfBond	SE
GGCX:85558916-85559075	-0.373	DisulfBond	SE
GGCX:85558916-85559075	-0.39	DisulfBond	SE
GGCX:85558916-85559075	-0.768	DisulfBond	SE
GGCX:85558945-85559075	-0.335	DisulfBond	SE
GOLPH3:32143748-32143880	0.126	DisulfBond	SE
HGFAC:3443049-3443146	-0.214	DisulfBond	SE
IFNLR1:24159473-24159633	0.182	DisulfBond	SE
IL15RA:5966144-5966339	-0.454	DisulfBond	SE
IL15RA:5966144-5966339	-0.492	DisulfBond	SE
IL15RA:5966144-5966339	-0.524	DisulfBond	SE
IL17RA:17103493-17103577	-0.613	DisulfBond	SE
ITGAE:3723287-3723383	0.108	DisulfBond	SE
KIRREL2:35857344-35857494	0.32	DisulfBond	SE
LDLRAD4:13438243-13438384	-0.209	DisulfBond	SE
LIPE-AS1:42521991-42522098	0.191	DisulfBond	SE
LOXL3:74536708-74536928	-0.182	DisulfBond	SE
LRP1B:140993994-140994135	-0.103	DisulfBond	SE
LTBP2:74528482-74528698	-0.21	DisulfBond	SE
MALT1:58709975-58710072	-0.611	DisulfBond	SE
MAN1C1:25778104-25778324	-0.377	DisulfBond	SE
MMP25-AS1:3058539-3058702	-0.219	DisulfBond	SE
MPZL3:118237049-118237260	0.182	DisulfBond	SE
MR1:181052234-181052510	0.296	DisulfBond	SE
MR1:181052234-181052510	0.783	DisulfBond	SE
MR1:181052321-181052510	0.223	DisulfBond	SE
MR1:181052321-181052510	0.288	DisulfBond	SE
NOTCH2:120005328-120005588	0.38	DisulfBond	SE
NOTCH3:15184294-15184450	-0.155	DisulfBond	SE
NPTN:73597021-73597369	0.261	DisulfBond	SE
NPY1R:163326217-163326298	0.352	DisulfBond	SE
PIGT:45419294-45419395	0.206	DisulfBond	SE
PKD1:2116832-2117016	-0.162	DisulfBond	SE
PKD1:2116832-2117053	-0.148	DisulfBond	SE
PLXNB3:153766872-153767913	-0.142	DisulfBond	SE
SCN1A:166047626-166047768	-0.184	DisulfBond	SE
SCN3B:123645586-123645750	0.172	DisulfBond	SE
SCN9A:166294598-166294662	-0.258	DisulfBond	SE
SEMA4B:90217766-90217928	-0.38	DisulfBond	SE
SMPDL3A:122795676-122795890	0.136	DisulfBond	SE
SUMF2:56074585-56074736	-0.133	DisulfBond	SE
SUMF2:56074585-56074736	-0.338	DisulfBond	SE
TECTA:121166577-121166780	-0.162	DisulfBond	SE
TENM1:124645142-124645337	-0.296	DisulfBond	SE
TENM4:78812121-78812316	0.147	DisulfBond	SE
TLR4:117708562-117708729	0.136	DisulfBond	SE
TNFRSF10B:23043137-23043243	0.135	DisulfBond	SE
USP5:6861442-6861617	-0.13	DisulfBond	SE
USP5:6862469-6862558	-0.153	DisulfBond	SE
A1BG-AS1:58353320-58353474	-0.13	LocSignal	SE
A1BG-AS1:58353378-58353474	-0.121	LocSignal	SE
C11orf24:68263572-68263714	-0.685	LocSignal	SE
C1RL:7108250-7108479	0.108	LocSignal	SE
DCUN1D4:51860542-51860663	0.324	LocSignal	SE
DIABLO:122224644-122224748	-0.135	LocSignal	SE
DNAJC16:15529087-15529272	0.207	LocSignal	SE
DPH1:2033778-2033842	0.104	LocSignal	SE
ECSIT:11519074-11519193	-0.174	LocSignal	SE
ECSIT:11519074-11519193	-0.23	LocSignal	SE
ENSG00000288698:179615982-179616049	-0.111	LocSignal	SE
GABRE:151970184-151970402	-0.667	LocSignal	SE
GBA:155241085-155241180	0.16	LocSignal	SE
IFNLR1:24180730-24180854	0.346	LocSignal	SE
IL15RA:5966144-5966339	-0.454	LocSignal	SE
IL15RA:5966144-5966339	-0.492	LocSignal	SE
IL15RA:5966144-5966339	-0.524	LocSignal	SE
JTB:153976975-153977013	0.115	LocSignal	SE
LRP12:104531906-104531963	-0.26	LocSignal	SE
LRRC37A2:46512315-46515321	0.166	LocSignal	SE
MIER1:66928886-66928963	-0.108	LocSignal	SE
MIER1:66928889-66928963	-0.147	LocSignal	SE
MTFR1L:25823239-25823439	0.143	LocSignal	SE
PKD1:2092953-2093093	-0.135	LocSignal	SE
PLXNB3:153766872-153767913	-0.142	LocSignal	SE
PRH1:10884153-10884275	0.223	LocSignal	SE
RCBTB2:48522307-48522403	0.235	LocSignal	SE
RDH11:67692437-67692593	0.311	LocSignal	SE
SCN3B:123645586-123645750	0.172	LocSignal	SE
SERPINI2:167473736-167473827	-0.324	LocSignal	SE
SLC12A9:100858834-100858942	0.152	LocSignal	SE
SLC12A9:100858834-100858942	0.249	LocSignal	SE
SLC22A15:115992030-115992243	0.112	LocSignal	SE
SMARCA2:2159813-2159909	0.158	LocSignal	SE
STAU1:49165996-49166285	0.157	LocSignal	SE
STAU1:49165996-49166285	0.196	LocSignal	SE
TMEM161A:19134783-19134887	0.131	LocSignal	SE
TMEM161A:19134783-19134916	-0.124	LocSignal	SE
TMEM185A:149608626-149608834	0.119	LocSignal	SE
TMEM241:23376826-23376941	0.152	LocSignal	SE
TMEM241:23421366-23421444	0.538	LocSignal	SE
TNFRSF10B:23043137-23043243	0.135	LocSignal	SE
TPCN2:69054720-69054797	-0.178	LocSignal	SE
TPCN2:69055174-69055352	0.211	LocSignal	SE
WDR81:1731067-1731258	-0.109	LocSignal	SE
WDR81:1731067-1731258	-0.205	LocSignal	SE
WNK1:867865-869104	0.161	LocSignal	SE
