SpliceID	geneSymbol	dPSI	Preference_psi	Preference_de	z	sample_id
NA	GRB10	NA	NA	Down	NA	NA
NA	NOD1	NA	NA	Down	NA	NA
NA	CASP2	NA	NA	Down	NA	NA
NA	HSPB1	NA	NA	Down	NA	NA
NA	AIMP2	NA	NA	Down	NA	NA
NA	RBM28	NA	NA	Down	NA	NA
NA	LSM5	NA	NA	Down	NA	NA
NA	SFRP4	NA	NA	Down	NA	NA
NA	AHR	NA	NA	Down	-2.5891	pHGG
NA	GLI3	NA	NA	Down	NA	NA
NA	TBL2	NA	NA	Down	NA	NA
NA	LHX2	NA	NA	Down	NA	NA
NA	CORO2A	NA	NA	Down	NA	NA
NA	TGFBR1	NA	NA	Down	NA	NA
NA	KDM4C	NA	NA	Down	NA	NA
NA	ELAVL2	NA	NA	Down	NA	NA
NA	TESK1	NA	NA	Down	NA	NA
NA	FUBP3	NA	NA	Down	NA	NA
NA	CREB3	NA	NA	Down	NA	NA
NA	GATA3	NA	NA	Down	NA	NA
NA	RASSF4	NA	NA	Down	NA	NA
NA	EIF3A	NA	NA	Down	-4.290035	pHGG
NA	CUBN	NA	NA	Down	NA	NA
NA	BMPR1A	NA	NA	Down	NA	NA
NA	FBXW4	NA	NA	Down	NA	NA
NA	SUFU	NA	NA	Down	NA	NA
NA	LARP4B	NA	NA	Down	NA	NA
NA	GTPBP4	NA	NA	Down	NA	NA
NA	MAP3K8	NA	NA	Down	NA	NA
NA	DKK1	NA	NA	Up	NA	NA
NA	ZMIZ1	NA	NA	Down	NA	NA
NA	WNT3	NA	NA	Down	NA	NA
NA	TRIM37	NA	NA	Down	NA	NA
NA	RPS6KB1	NA	NA	Down	NA	NA
NA	CBX1	NA	NA	Down	NA	NA
NA	RECQL5	NA	NA	Down	NA	NA
NA	PFN1	NA	NA	Down	NA	NA
NA	RAI1	NA	NA	Down	NA	NA
NA	SMARCD2	NA	NA	Down	NA	NA
NA	LGALS3BP	NA	NA	Down	NA	NA
NA	MLX	NA	NA	Down	NA	NA
NA	EZH1	NA	NA	Down	NA	NA
NA	DLX4	NA	NA	Down	NA	NA
NA	COL1A1	NA	NA	Down	NA	NA
NA	PRKAR1A	NA	NA	Down	-3.0258583333333333	pHGG
NA	MAP2K6	NA	NA	Down	NA	NA
NA	SLC9A3R1	NA	NA	Down	NA	NA
NA	TNFAIP1	NA	NA	Down	NA	NA
NA	SUPT6H	NA	NA	Down	NA	NA
NA	PHOX2B	NA	NA	Up	NA	NA
NA	USP46	NA	NA	Down	NA	NA
NA	NFKB1	NA	NA	Down	NA	NA
NA	MAPK10	NA	NA	Down	NA	NA
NA	FBXW7	NA	NA	Down	-3.73125	pHGG
NA	NSD2	NA	NA	Down	NA	NA
NA	CRYAB	NA	NA	Down	NA	NA
NA	ZBTB16	NA	NA	Down	NA	NA
NA	FNBP4	NA	NA	Down	NA	NA
NA	VWA5A	NA	NA	Down	NA	NA
NA	TRIM3	NA	NA	Down	NA	NA
NA	BIRC2	NA	NA	Down	NA	NA
NA	DDX6	NA	NA	Down	NA	NA
NA	CBL	NA	NA	Down	NA	NA
NA	MDK	NA	NA	Down	NA	NA
NA	SLC22A18	NA	NA	Down	NA	NA
NA	NUP98	NA	NA	Down	NA	NA
NA	CHKA	NA	NA	Down	NA	NA
NA	PPFIBP1	NA	NA	Down	NA	NA
NA	PRDM4	NA	NA	Down	NA	NA
NA	CAMKK2	NA	NA	Down	NA	NA
NA	BCL7A	NA	NA	Down	NA	NA
NA	METAP2	NA	NA	Down	NA	NA
NA	ELK3	NA	NA	Down	NA	NA
NA	FOXM1	NA	NA	Down	NA	NA
NA	CUX2	NA	NA	Down	NA	NA
NA	SH2B3	NA	NA	Down	NA	NA
NA	CREBL2	NA	NA	Down	NA	NA
NA	ALDH2	NA	NA	Down	NA	NA
NA	CDKN1B	NA	NA	Down	NA	NA
NA	LTBR	NA	NA	Down	NA	NA
NA	CDK2AP1	NA	NA	Down	NA	NA
NA	SLC38A1	NA	NA	Down	NA	NA
NA	KRR1	NA	NA	Down	NA	NA
NA	GAPDH	NA	NA	Down	NA	NA
NA	CHD4	NA	NA	Down	-3.93185625	pHGG
NA	PRKAB1	NA	NA	Down	NA	NA
NA	HCFC2	NA	NA	Down	NA	NA
NA	C2CD5	NA	NA	Down	NA	NA
NA	PHC1	NA	NA	Down	NA	NA
NA	FRK	NA	NA	Down	NA	NA
NA	ASF1A	NA	NA	Down	NA	NA
NA	SASH1	NA	NA	Down	NA	NA
NA	FBXO5	NA	NA	Down	NA	NA
NA	PPARD	NA	NA	Down	NA	NA
NA	STK38	NA	NA	Down	NA	NA
NA	SOD2	NA	NA	Down	NA	NA
NA	CILK1	NA	NA	Down	NA	NA
NA	BACH2	NA	NA	Down	NA	NA
NA	E2F3	NA	NA	Down	NA	NA
NA	SMAP1	NA	NA	Down	NA	NA
NA	ZBTB24	NA	NA	Down	NA	NA
NA	PACRG	NA	NA	Down	NA	NA
NA	TFEB	NA	NA	Down	NA	NA
NA	CCND3	NA	NA	Down	NA	NA
NA	PTK7	NA	NA	Down	NA	NA
NA	SRF	NA	NA	Down	NA	NA
NA	DUSP22	NA	NA	Down	NA	NA
NA	VEGFA	NA	NA	Down	NA	NA
NA	TTK	NA	NA	Down	NA	NA
NA	FBRSL1	NA	NA	Down	NA	NA
NA	GHR	NA	NA	Down	NA	NA
NA	BRD8	NA	NA	Down	NA	NA
NA	HSPA9	NA	NA	Down	-4.889098333333333	pHGG
NA	LOX	NA	NA	Down	NA	NA
NA	SPARC	NA	NA	Down	NA	NA
NA	HMGCR	NA	NA	Down	NA	NA
NA	PCDHB15	NA	NA	Down	NA	NA
NA	CCNG1	NA	NA	Down	NA	NA
NA	FAM172A	NA	NA	Down	NA	NA
NA	LNPEP	NA	NA	Down	NA	NA
NA	PDE4D	NA	NA	Down	NA	NA
NA	PPP2CA	NA	NA	Down	NA	NA
NA	FGF1	NA	NA	Down	NA	NA
NA	NR3C1	NA	NA	Down	NA	NA
NA	LIFR	NA	NA	Down	NA	NA
NA	CSNK1A1	NA	NA	Down	NA	NA
NA	PDGFRB	NA	NA	Down	-2.5254	pHGG
NA	CPEB4	NA	NA	Down	NA	NA
NA	HRG	NA	NA	Down	NA	NA
NA	NIT2	NA	NA	Down	NA	NA
NA	UBE3A	NA	NA	Down	NA	NA
NA	KAT2B	NA	NA	Down	NA	NA
NA	FGF12	NA	NA	Down	NA	NA
NA	GNAI2	NA	NA	Down	NA	NA
NA	HYAL1	NA	NA	Down	NA	NA
NA	CYB561D2	NA	NA	Down	NA	NA
NA	FXR1	NA	NA	Down	NA	NA
NA	BBX	NA	NA	Down	NA	NA
NA	NEK11	NA	NA	Down	NA	NA
NA	MAPKAPK3	NA	NA	Down	NA	NA
NA	ACVR2B	NA	NA	Down	NA	NA
NA	WDR48	NA	NA	Down	NA	NA
NA	RRP9	NA	NA	Down	NA	NA
NA	ZBTB47	NA	NA	Down	NA	NA
NA	FOXP1	NA	NA	Down	NA	NA
NA	INO80D	NA	NA	Down	NA	NA
NA	KANSL3	NA	NA	Down	NA	NA
NA	ACVR1	NA	NA	Down	NA	NA
NA	NRBP1	NA	NA	Down	NA	NA
NA	APC2	NA	NA	Down	NA	NA
NA	TLX2	NA	NA	Down	NA	NA
NA	SPTBN1	NA	NA	Down	NA	NA
NA	DOK1	NA	NA	Down	NA	NA
NA	IGFBP5	NA	NA	Down	NA	NA
NA	SF3B1	NA	NA	Down	-3.9046600000000002	pHGG
NA	KDM3A	NA	NA	Down	NA	NA
NA	WNT6	NA	NA	Down	NA	NA
NA	SLC9A2	NA	NA	Down	NA	NA
NA	FHL2	NA	NA	Down	NA	NA
NA	STK25	NA	NA	Down	NA	NA
NA	ID2	NA	NA	Down	NA	NA
NA	PRKD3	NA	NA	Down	NA	NA
NA	DLX2	NA	NA	Down	NA	NA
NA	PLCL1	NA	NA	Down	NA	NA
NA	PNO1	NA	NA	Down	NA	NA
NA	ATF2	NA	NA	Down	NA	NA
NA	THADA	NA	NA	Down	NA	NA
NA	AAK1	NA	NA	Down	NA	NA
NA	TIA1	NA	NA	Down	NA	NA
NA	EPAS1	NA	NA	Down	NA	NA
NA	ARID3A	NA	NA	Down	NA	NA
NA	VAX2	NA	NA	Down	NA	NA
NA	NFE2L2	NA	NA	Down	NA	NA
NA	MSH6	NA	NA	Down	NA	NA
NA	BCL9	NA	NA	Down	NA	NA
NA	MARK1	NA	NA	Down	NA	NA
NA	RALGPS2	NA	NA	Down	NA	NA
NA	PHF13	NA	NA	Down	NA	NA
NA	ERRFI1	NA	NA	Down	NA	NA
NA	WDR77	NA	NA	Down	NA	NA
NA	TRIM62	NA	NA	Down	NA	NA
NA	ASH1L	NA	NA	Down	NA	NA
NA	SFPQ	NA	NA	Down	NA	NA
NA	ARHGEF2	NA	NA	Down	NA	NA
NA	MEF2D	NA	NA	Down	NA	NA
NA	SRM	NA	NA	Down	NA	NA
NA	DNAJC6	NA	NA	Down	NA	NA
NA	PRG4	NA	NA	Down	NA	NA
NA	PLA2G4A	NA	NA	Down	NA	NA
NA	GADD45A	NA	NA	Down	NA	NA
NA	ZBTB17	NA	NA	Down	NA	NA
NA	NR5A2	NA	NA	Down	NA	NA
NA	OSCP1	NA	NA	Down	NA	NA
NA	MYCL	NA	NA	Down	NA	NA
NA	RLF	NA	NA	Down	NA	NA
NA	AKT3	NA	NA	Down	NA	NA
NA	ADGRL2	NA	NA	Down	NA	NA
NA	SDHB	NA	NA	Down	-3.1967	pHGG
NA	KDM5B	NA	NA	Down	NA	NA
NA	RBBP5	NA	NA	Down	NA	NA
NA	GBP1	NA	NA	Down	NA	NA
NA	ID3	NA	NA	Down	NA	NA
NA	PRPF3	NA	NA	Down	NA	NA
NA	APH1A	NA	NA	Down	NA	NA
NA	CDC20	NA	NA	Down	NA	NA
NA	DR1	NA	NA	Down	NA	NA
NA	PTBP2	NA	NA	Down	NA	NA
NA	IRF6	NA	NA	Down	NA	NA
NA	RPS6KA1	NA	NA	Down	NA	NA
NA	NSL1	NA	NA	Down	NA	NA
NA	PROX1	NA	NA	Down	NA	NA
NA	STAG1	NA	NA	Down	NA	NA
NA	KIF14	NA	NA	Down	NA	NA
NA	CREB1	NA	NA	Down	NA	NA
NA	DNAI7	NA	NA	Down	NA	NA
NA	HMGN3	NA	NA	Down	NA	NA
NA	PLAGL1	NA	NA	Down	NA	NA
NA	TNFAIP3	NA	NA	Up	NA	NA
NA	SGK1	NA	NA	Down	NA	NA
NA	ARG1	NA	NA	Down	NA	NA
NA	CCN2	NA	NA	Down	NA	NA
NA	FOXO3	NA	NA	Down	NA	NA
NA	TGIF2	NA	NA	Down	NA	NA
NA	PKD2	NA	NA	Down	NA	NA
NA	ABCG2	NA	NA	Down	NA	NA
NA	SPP1	NA	NA	Down	NA	NA
NA	UBN1	NA	NA	Down	NA	NA
NA	KLF12	NA	NA	Down	NA	NA
NA	CCND2	NA	NA	Down	NA	NA
NA	UBE2B	NA	NA	Down	NA	NA
NA	KLF9	NA	NA	Down	NA	NA
NA	PHF19	NA	NA	Down	NA	NA
NA	NEK6	NA	NA	Down	NA	NA
NA	NR4A3	NA	NA	Down	NA	NA
NA	KDSR	NA	NA	Down	NA	NA
NA	ATAD2B	NA	NA	Down	NA	NA
NA	BCL11A	NA	NA	Down	NA	NA
NA	MXI1	NA	NA	Down	NA	NA
NA	HELLS	NA	NA	Down	NA	NA
NA	WDR11	NA	NA	Down	NA	NA
NA	HOXB8	NA	NA	Down	NA	NA
NA	KANSL1	NA	NA	Down	NA	NA
NA	DUSP1	NA	NA	Down	NA	NA
NA	MSX2	NA	NA	Down	NA	NA
NA	TEK	NA	NA	Down	NA	NA
NA	GORAB	NA	NA	Down	NA	NA
NA	EPC1	NA	NA	Down	NA	NA
NA	ENOX1	NA	NA	Down	NA	NA
NA	ELF1	NA	NA	Down	NA	NA
NA	TGFBI	NA	NA	Down	NA	NA
NA	PAIP2	NA	NA	Down	NA	NA
NA	KDM3B	NA	NA	Down	NA	NA
NA	EGR1	NA	NA	Down	NA	NA
NA	ZFP30	NA	NA	Down	NA	NA
NA	APAF1	NA	NA	Down	NA	NA
NA	CLU	NA	NA	Down	NA	NA
NA	TNFRSF8	NA	NA	Down	NA	NA
NA	ZNF706	NA	NA	Down	NA	NA
NA	TSHZ3	NA	NA	Down	NA	NA
NA	PSPC1	NA	NA	Down	NA	NA
NA	ZNF549	NA	NA	Down	NA	NA
NA	ZSCAN18	NA	NA	Down	NA	NA
NA	ZNF211	NA	NA	Down	NA	NA
NA	LHX4	NA	NA	Down	NA	NA
NA	RNF2	NA	NA	Down	NA	NA
NA	CAT	NA	NA	Down	NA	NA
NA	ZNF639	NA	NA	Down	NA	NA
NA	PIK3CA	NA	NA	Down	-3.0786333333333333	pHGG
NA	ZSCAN20	NA	NA	Down	NA	NA
NA	ACVR2A	NA	NA	Down	NA	NA
NA	GTF3A	NA	NA	Down	NA	NA
NA	RASL11A	NA	NA	Down	NA	NA
NA	UBL3	NA	NA	Down	NA	NA
NA	RBBP6	NA	NA	Down	NA	NA
NA	ZC3H7A	NA	NA	Down	NA	NA
NA	NAA60	NA	NA	Down	NA	NA
NA	RPL5	NA	NA	Down	NA	NA
NA	CBX3	NA	NA	Down	NA	NA
NA	TWIST1	NA	NA	Down	NA	NA
NA	RECK	NA	NA	Down	NA	NA
NA	ACO1	NA	NA	Down	NA	NA
NA	TRIM24	NA	NA	Down	NA	NA
NA	BICC1	NA	NA	Down	NA	NA
NA	EGR2	NA	NA	Down	NA	NA
NA	RBM19	NA	NA	Down	NA	NA
NA	CDKN2C	NA	NA	Down	NA	NA
NA	RASSF8	NA	NA	Down	NA	NA
NA	BHLHE41	NA	NA	Up	NA	NA
NA	SSPN	NA	NA	Down	NA	NA
NA	WWP1	NA	NA	Down	NA	NA
NA	PKN1	NA	NA	Down	NA	NA
NA	ZC3H13	NA	NA	Down	NA	NA
NA	ATF1	NA	NA	Down	NA	NA
NA	NR4A1	NA	NA	Down	NA	NA
NA	IKZF4	NA	NA	Down	NA	NA
NA	STIL	NA	NA	Down	NA	NA
NA	BAZ2B	NA	NA	Down	NA	NA
NA	G0S2	NA	NA	Down	NA	NA
NA	EXOSC9	NA	NA	Down	NA	NA
NA	COQ8B	NA	NA	Down	NA	NA
NA	MXD4	NA	NA	Down	NA	NA
NA	CKS2	NA	NA	Down	NA	NA
NA	NCOA5	NA	NA	Down	NA	NA
NA	CSE1L	NA	NA	Down	-4.478930555555555	pHGG
NA	SNAI1	NA	NA	Down	NA	NA
NA	USP22	NA	NA	Down	NA	NA
NA	HIF3A	NA	NA	Down	NA	NA
NA	TRERF1	NA	NA	Down	NA	NA
NA	XPO5	NA	NA	Down	NA	NA
NA	CDKN1A	NA	NA	Down	NA	NA
NA	SOX4	NA	NA	Down	NA	NA
NA	RIOK1	NA	NA	Down	NA	NA
NA	DEK	NA	NA	Down	NA	NA
NA	LRRFIP1	NA	NA	Down	NA	NA
NA	MYRF	NA	NA	Down	NA	NA
NA	MT1G	NA	NA	Down	NA	NA
NA	MT2A	NA	NA	Down	NA	NA
NA	UPF3B	NA	NA	Down	NA	NA
NA	SEPTIN6	NA	NA	Down	NA	NA
NA	BMP4	NA	NA	Down	NA	NA
NA	SOX9	NA	NA	Down	NA	NA
NA	SLC2A4RG	NA	NA	Down	NA	NA
NA	IL1B	NA	NA	Up	NA	NA
NA	PAX8	NA	NA	Down	NA	NA
NA	FOSB	NA	NA	Down	NA	NA
NA	GZF1	NA	NA	Down	NA	NA
NA	CENPB	NA	NA	Down	NA	NA
NA	STK35	NA	NA	Down	NA	NA
NA	NRSN2	NA	NA	Down	NA	NA
NA	ZNF133	NA	NA	Down	NA	NA
NA	SNRPB2	NA	NA	Down	NA	NA
NA	GRPR	NA	NA	Down	NA	NA
NA	KDM5C	NA	NA	Down	NA	NA
NA	RBM42	NA	NA	Down	NA	NA
NA	THRA	NA	NA	Down	NA	NA
NA	NR1D1	NA	NA	Up	NA	NA
NA	FRMD8	NA	NA	Down	NA	NA
NA	RRAS	NA	NA	Down	NA	NA
NA	SCAF1	NA	NA	Down	NA	NA
NA	PRR12	NA	NA	Down	NA	NA
NA	ASL	NA	NA	Down	NA	NA
NA	SBDS	NA	NA	Down	NA	NA
NA	STAT5A	NA	NA	Down	NA	NA
NA	WNK4	NA	NA	Down	NA	NA
NA	PRKCG	NA	NA	Down	NA	NA
NA	TRAP1	NA	NA	Down	NA	NA
NA	GLIS2	NA	NA	Down	NA	NA
NA	AHDC1	NA	NA	Down	NA	NA
NA	ZNF384	NA	NA	Down	NA	NA
NA	HNRNPH2	NA	NA	Down	NA	NA
NA	ARMCX1	NA	NA	Down	NA	NA
NA	ZNF484	NA	NA	Down	NA	NA
NA	OMD	NA	NA	Up	NA	NA
NA	HIVEP3	NA	NA	Down	NA	NA
NA	RAP1B	NA	NA	Down	NA	NA
NA	PIN1	NA	NA	Down	NA	NA
NA	HP1BP3	NA	NA	Down	NA	NA
NA	HIP1	NA	NA	Down	NA	NA
NA	ZNF780B	NA	NA	Down	NA	NA
NA	ZFP36	NA	NA	Down	NA	NA
NA	CDC42EP1	NA	NA	Down	NA	NA
NA	APOBEC3F	NA	NA	Down	NA	NA
NA	VGF	NA	NA	Down	NA	NA
NA	SMO	NA	NA	Down	NA	NA
NA	IRF5	NA	NA	Down	NA	NA
NA	FEZF1	NA	NA	Down	NA	NA
NA	CHN1	NA	NA	Down	NA	NA
NA	HOXD13	NA	NA	Down	NA	NA
NA	SNRPN	NA	NA	Down	NA	NA
NA	EIF2AK4	NA	NA	Down	NA	NA
NA	INO80	NA	NA	Down	NA	NA
NA	THAP10	NA	NA	Down	NA	NA
NA	E2F8	NA	NA	Down	NA	NA
NA	CCNT1	NA	NA	Down	NA	NA
NA	MTUS1	NA	NA	Down	NA	NA
NA	BCL2L2	NA	NA	Down	NA	NA
NA	EGLN3	NA	NA	Down	NA	NA
NA	TEP1	NA	NA	Down	NA	NA
NA	FOXJ1	NA	NA	Down	NA	NA
NA	FGF13	NA	NA	Down	NA	NA
NA	ASH2L	NA	NA	Down	NA	NA
NA	PHF10	NA	NA	Down	NA	NA
NA	PRKCSH	NA	NA	Down	NA	NA
NA	SAFB2	NA	NA	Down	NA	NA
NA	MLLT1	NA	NA	Down	NA	NA
NA	STK33	NA	NA	Down	NA	NA
NA	EPO	NA	NA	Down	NA	NA
NA	GDF15	NA	NA	Down	NA	NA
NA	LSM4	NA	NA	Down	NA	NA
NA	JUND	NA	NA	Down	NA	NA
NA	ZNF557	NA	NA	Down	NA	NA
NA	MNX1	NA	NA	Down	NA	NA
NA	TAF4	NA	NA	Down	NA	NA
NA	ASS1	NA	NA	Down	NA	NA
NA	TRIM28	NA	NA	Down	NA	NA
NA	ZC3H4	NA	NA	Down	NA	NA
NA	ZNF317	NA	NA	Down	NA	NA
NA	EIF3G	NA	NA	Down	-3.3814699999999998	pHGG
NA	ZNF426	NA	NA	Down	NA	NA
NA	MPP1	NA	NA	Down	NA	NA
NA	PPIL4	NA	NA	Down	NA	NA
NA	AKAP12	NA	NA	Down	NA	NA
NA	LATS1	NA	NA	Down	NA	NA
NA	ZNF227	NA	NA	Down	NA	NA
NA	ZNF141	NA	NA	Down	NA	NA
NA	GSE1	NA	NA	Down	NA	NA
NA	NFATC1	NA	NA	Down	NA	NA
NA	RLIM	NA	NA	Down	NA	NA
NA	TRAF3	NA	NA	Down	NA	NA
NA	ANKHD1	NA	NA	Down	NA	NA
NA	EXOC4	NA	NA	Down	NA	NA
NA	NINJ1	NA	NA	Down	NA	NA
NA	STARD3	NA	NA	Down	NA	NA
NA	PPP1R1B	NA	NA	Down	NA	NA
NA	CHD1L	NA	NA	Down	NA	NA
NA	PIAS3	NA	NA	Down	NA	NA
NA	ZNF304	NA	NA	Down	NA	NA
NA	ZSCAN5A	NA	NA	Down	NA	NA
NA	LLGL1	NA	NA	Down	NA	NA
NA	THAP1	NA	NA	Down	NA	NA
NA	LGALS3	NA	NA	Down	NA	NA
NA	ZNF20	NA	NA	Down	NA	NA
NA	CC2D1A	NA	NA	Down	NA	NA
NA	RRP8	NA	NA	Down	NA	NA
NA	INPP5K	NA	NA	Down	NA	NA
NA	MYBBP1A	NA	NA	Down	NA	NA
NA	GRSF1	NA	NA	Down	NA	NA
NA	UNK	NA	NA	Down	NA	NA
NA	ZRANB2	NA	NA	Down	NA	NA
NA	XAF1	NA	NA	Down	NA	NA
NA	NIP7	NA	NA	Down	NA	NA
NA	PCNA	NA	NA	Down	NA	NA
NA	PTPRA	NA	NA	Down	NA	NA
NA	RBM38	NA	NA	Down	NA	NA
NA	SERINC3	NA	NA	Down	NA	NA
NA	ZBED3	NA	NA	Down	NA	NA
NA	PATJ	NA	NA	Down	NA	NA
NA	CASP9	NA	NA	Down	NA	NA
NA	PIK3C2B	NA	NA	Down	NA	NA
NA	DSTYK	NA	NA	Down	NA	NA
NA	LGR6	NA	NA	Down	NA	NA
NA	DCLK1	NA	NA	Down	NA	NA
NA	STARD13	NA	NA	Down	NA	NA
NA	ZNF414	NA	NA	Down	NA	NA
NA	CSNK1G2	NA	NA	Down	NA	NA
NA	CNDP2	NA	NA	Down	NA	NA
NA	ACTR3B	NA	NA	Down	NA	NA
NA	BTG1	NA	NA	Down	NA	NA
NA	SWAP70	NA	NA	Down	NA	NA
NA	RRAS2	NA	NA	Down	NA	NA
NA	DPF2	NA	NA	Down	NA	NA
NA	MEN1	NA	NA	Down	NA	NA
NA	NUMB	NA	NA	Down	NA	NA
NA	EIF2S1	NA	NA	Down	NA	NA
NA	CTIF	NA	NA	Down	NA	NA
NA	MBD2	NA	NA	Down	NA	NA
NA	IRAK2	NA	NA	Down	NA	NA
NA	THUMPD3	NA	NA	Down	NA	NA
NA	BHLHE40	NA	NA	Down	NA	NA
NA	GRHL1	NA	NA	Down	NA	NA
NA	ROCK2	NA	NA	Down	NA	NA
NA	MYCN	NA	NA	Down	NA	NA
NA	CDC73	NA	NA	Down	NA	NA
NA	CCNH	NA	NA	Down	NA	NA
NA	RBMX2	NA	NA	Down	NA	NA
NA	STK26	NA	NA	Down	NA	NA
NA	PHC2	NA	NA	Down	NA	NA
NA	CLOCK	NA	NA	Down	NA	NA
NA	PDGFRA	NA	NA	Down	-3.7175166666666666	pHGG
NA	DZIP1	NA	NA	Down	NA	NA
NA	ETS1	NA	NA	Down	NA	NA
NA	APC	NA	NA	Down	-2.9983	pHGG
NA	RFK	NA	NA	Down	NA	NA
NA	ANXA1	NA	NA	Down	NA	NA
NA	TAOK3	NA	NA	Down	NA	NA
NA	MSI1	NA	NA	Down	NA	NA
NA	TBX3	NA	NA	Down	NA	NA
NA	SRPK2	NA	NA	Down	NA	NA
NA	MAP3K7	NA	NA	Down	NA	NA
NA	EHF	NA	NA	Down	NA	NA
NA	GLS2	NA	NA	Down	NA	NA
NA	ITGA7	NA	NA	Down	NA	NA
NA	AGAP2	NA	NA	Down	NA	NA
NA	ZC3H10	NA	NA	Down	NA	NA
NA	ACVR1B	NA	NA	Down	NA	NA
NA	TEC	NA	NA	Down	NA	NA
NA	MDM2	NA	NA	Down	-4.689575	pHGG
NA	EGLN1	NA	NA	Down	NA	NA
NA	TAF5L	NA	NA	Down	NA	NA
NA	RC3H1	NA	NA	Down	NA	NA
NA	PLXNC1	NA	NA	Down	NA	NA
NA	THSD1	NA	NA	Down	NA	NA
NA	SPRY2	NA	NA	Down	NA	NA
NA	EDNRB	NA	NA	Down	NA	NA
NA	SETDB2	NA	NA	Down	NA	NA
NA	IGF2BP3	NA	NA	Down	NA	NA
NA	HUS1	NA	NA	Down	NA	NA
NA	ZFHX2	NA	NA	Down	NA	NA
NA	ALPK3	NA	NA	Down	NA	NA
NA	BRIP1	NA	NA	Down	NA	NA
NA	ACTL6A	NA	NA	Down	NA	NA
NA	TRA2B	NA	NA	Down	NA	NA
NA	TBR1	NA	NA	Down	NA	NA
NA	TANK	NA	NA	Down	NA	NA
NA	GATA4	NA	NA	Down	NA	NA
NA	SKIL	NA	NA	Down	NA	NA
NA	SAP130	NA	NA	Down	NA	NA
NA	BIN1	NA	NA	Down	NA	NA
NA	CDK9	NA	NA	Down	NA	NA
NA	TXN	NA	NA	Down	NA	NA
NA	DAB2IP	NA	NA	Down	NA	NA
NA	ZFP37	NA	NA	Down	NA	NA
NA	ALDOB	NA	NA	Down	NA	NA
NA	TEX10	NA	NA	Down	NA	NA
NA	MYC	NA	NA	Down	-3.6426	pHGG
NA	CCN3	NA	NA	Down	NA	NA
NA	FOXP4	NA	NA	Down	NA	NA
NA	ZSCAN9	NA	NA	Down	NA	NA
NA	FRS3	NA	NA	Down	NA	NA
NA	SLC22A23	NA	NA	Down	NA	NA
NA	GCM1	NA	NA	Down	NA	NA
NA	HMGA1	NA	NA	Down	NA	NA
NA	IER3	NA	NA	Down	NA	NA
NA	MDC1	NA	NA	Down	NA	NA
NA	CPEB2	NA	NA	Down	NA	NA
NA	ARRB1	NA	NA	Down	NA	NA
NA	THAP12	NA	NA	Down	NA	NA
NA	CREBZF	NA	NA	Down	NA	NA
NA	GGH	NA	NA	Down	NA	NA
NA	NEK1	NA	NA	Down	NA	NA
NA	SORL1	NA	NA	Down	NA	NA
NA	YAP1	NA	NA	Down	NA	NA
NA	PPP2R1B	NA	NA	Down	NA	NA
NA	ALKBH8	NA	NA	Down	NA	NA
NA	SLTM	NA	NA	Down	NA	NA
NA	THBS1	NA	NA	Down	NA	NA
NA	ITGA11	NA	NA	Down	NA	NA
NA	PAK6	NA	NA	Down	NA	NA
NA	ZNF280D	NA	NA	Down	NA	NA
NA	RABGGTB	NA	NA	Down	NA	NA
NA	ARHGAP29	NA	NA	Down	NA	NA
NA	THUMPD2	NA	NA	Down	NA	NA
NA	RAB1A	NA	NA	Down	NA	NA
NA	ACTR2	NA	NA	Down	NA	NA
NA	PREB	NA	NA	Down	NA	NA
NA	LOXL4	NA	NA	Down	NA	NA
NA	DUSP5	NA	NA	Down	NA	NA
NA	PLCE1	NA	NA	Down	NA	NA
NA	TET1	NA	NA	Down	NA	NA
NA	ATIC	NA	NA	Down	NA	NA
NA	CARF	NA	NA	Down	NA	NA
NA	SSB	NA	NA	Down	NA	NA
NA	IDH1	NA	NA	Down	NA	NA
NA	ITGAV	NA	NA	Down	NA	NA
NA	UBL7	NA	NA	Down	NA	NA
NA	HNRNPD	NA	NA	Down	NA	NA
NA	FGF5	NA	NA	Down	NA	NA
NA	FGF2	NA	NA	Down	NA	NA
NA	CDKL2	NA	NA	Up	NA	NA
NA	LEF1	NA	NA	Down	NA	NA
NA	AEBP2	NA	NA	Down	NA	NA
NA	PRICKLE1	NA	NA	Down	NA	NA
NA	INHBE	NA	NA	Down	NA	NA
NA	GLIPR1	NA	NA	Down	NA	NA
NA	DUSP6	NA	NA	Down	NA	NA
NA	TDG	NA	NA	Down	NA	NA
NA	RITA1	NA	NA	Down	NA	NA
NA	KANSL2	NA	NA	Down	NA	NA
NA	SBNO1	NA	NA	Down	NA	NA
NA	RHOF	NA	NA	Down	NA	NA
NA	NOVA1	NA	NA	Down	NA	NA
NA	JDP2	NA	NA	Down	NA	NA
NA	NEIL1	NA	NA	Down	NA	NA
NA	USP3	NA	NA	Down	NA	NA
NA	ABHD2	NA	NA	Down	NA	NA
NA	ZNF710	NA	NA	Down	NA	NA
NA	PARN	NA	NA	Down	NA	NA
NA	MYLK3	NA	NA	Down	NA	NA
NA	CDH13	NA	NA	Down	NA	NA
NA	ZSCAN32	NA	NA	Down	NA	NA
NA	PDPK1	NA	NA	Down	-3.462772222222222	pHGG
NA	CLTC	NA	NA	Down	-3.30266	pHGG
NA	SLC39A6	NA	NA	Down	NA	NA
NA	PELP1	NA	NA	Down	NA	NA
