splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
RI	BS_3HGBZBGA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	140	50	NA	NA	220	110	NA	NA	0.583	NA	NA
SE	BS_3HGBZBGA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	554	3	NA	NA	193	110	NA	NA	0.991	NA	NA
SE	BS_3HGBZBGA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	273	50	NA	NA	201	110	NA	NA	0.7490000000000001	NA	NA
SE	BS_3HGBZBGA	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	321	6	NA	NA	220	110	NA	NA	0.9640000000000001	NA	NA
A3SS	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	1772	19	NA	NA	200	100	NA	NA	0.9790000000000001	NA	NA
MXE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	1105	1562	NA	NA	183	180	NA	NA	0.41	NA	NA
MXE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	1680	1910	NA	NA	200	200	NA	NA	0.46799999999999997	NA	NA
RI	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	138	1902	NA	NA	200	100	NA	NA	0.035	NA	NA
RI	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	998	441	NA	NA	200	100	NA	NA	0.531	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	3356	2	NA	NA	180	100	NA	NA	0.9990000000000001	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	2897	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	3598	19	NA	NA	200	100	NA	NA	0.99	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	1910	2	NA	NA	200	100	NA	NA	0.998	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	1680	2	NA	NA	200	100	NA	NA	0.998	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	3357	8	NA	NA	200	100	NA	NA	0.995	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	955	441	NA	NA	191	100	NA	NA	0.531	NA	NA
SE	BS_R8ZAB797	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	2865	73	NA	NA	200	100	NA	NA	0.9520000000000001	NA	NA
RI	BS_ZRF3A49T	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	0	40	NA	NA	240	120	NA	NA	0	NA	NA
RI	BS_ZRF3A49T	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	10	0	NA	NA	240	120	NA	NA	1	NA	NA
SE	BS_ZRF3A49T	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	79	0	NA	NA	203	120	NA	NA	1	NA	NA
SE	BS_ZRF3A49T	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	53	0	NA	NA	211	120	NA	NA	1	NA	NA
SE	BS_ZRF3A49T	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	135	0	NA	NA	240	120	NA	NA	1	NA	NA
RI	BS_G1DAGKSY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	5	172	NA	NA	228	114	NA	NA	0.013999999999999999	NA	NA
RI	BS_G1DAGKSY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	9	3	NA	NA	228	114	NA	NA	0.6	NA	NA
SE	BS_G1DAGKSY	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	321	0	NA	NA	197	114	NA	NA	1	NA	NA
SE	BS_G1DAGKSY	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	290	3	NA	NA	205	114	NA	NA	0.982	NA	NA
SE	BS_G1DAGKSY	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	411	2	NA	NA	228	114	NA	NA	0.99	NA	NA
A3SS	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	521	9	NA	NA	200	100	NA	NA	0.9670000000000001	NA	NA
MXE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200853902	200853993	200854615	200854695	NA	NA	200853008	200853449	200855003	200855086	NA	NA	NA	NA	NA	NA	578	656	NA	NA	180	191	NA	NA	0.483	NA	NA
MXE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	426	770	NA	NA	183	180	NA	NA	0.35200000000000004	NA	NA
RI	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	18	406	NA	NA	200	100	NA	NA	0.022000000000000002	NA	NA
RI	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	128	151	NA	NA	200	100	NA	NA	0.298	NA	NA
SE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	200853902	200853993	NA	NA	NA	NA	NA	NA	200853008	200853449	200854615	200854695	NA	NA	NA	NA	NA	NA	1698	5	NA	NA	191	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1609	3	NA	NA	180	100	NA	NA	0.997	NA	NA
SE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1267	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	912	9	NA	NA	200	100	NA	NA	0.981	NA	NA
SE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	376	151	NA	NA	191	100	NA	NA	0.5660000000000001	NA	NA
SE	BS_NQ54ST98	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	783	0	NA	NA	200	100	NA	NA	1	NA	NA
A3SS	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	17595	179	NA	NA	294	147	NA	NA	0.98	NA	NA
A5SS	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	16832	185	NA	NA	294	147	NA	NA	0.978	NA	NA
MXE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	9670	11867	NA	NA	230	227	NA	NA	0.446	NA	NA
MXE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	17517	11057	NA	NA	294	242	NA	NA	0.5660000000000001	NA	NA
RI	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	620	14075	NA	NA	294	147	NA	NA	0.022000000000000002	NA	NA
RI	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	2886	589	NA	NA	294	147	NA	NA	0.71	NA	NA
SE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	33494	48	NA	NA	227	147	NA	NA	0.998	NA	NA
SE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	30998	2	NA	NA	230	147	NA	NA	1	NA	NA
SE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	24951	185	NA	NA	242	147	NA	NA	0.988	NA	NA
SE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	31407	179	NA	NA	294	147	NA	NA	0.9890000000000001	NA	NA
SE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	21790	589	NA	NA	238	147	NA	NA	0.958	NA	NA
SE	BS_5S47QSET	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	30863	370	NA	NA	294	147	NA	NA	0.977	NA	NA
A5SS	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	161	5	NA	NA	238	119	NA	NA	0.9420000000000001	NA	NA
RI	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	1	94	NA	NA	238	119	NA	NA	0.005	NA	NA
RI	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	30	26	NA	NA	238	119	NA	NA	0.366	NA	NA
SE	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	246	0	NA	NA	202	119	NA	NA	1	NA	NA
SE	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	247	5	NA	NA	214	119	NA	NA	0.965	NA	NA
SE	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	66	26	NA	NA	210	119	NA	NA	0.59	NA	NA
SE	BS_V11VZZH8	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	144	1	NA	NA	238	119	NA	NA	0.986	NA	NA
A3SS	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	1568	16	NA	NA	200	100	NA	NA	0.98	NA	NA
MXE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	1084	1656	NA	NA	183	180	NA	NA	0.392	NA	NA
RI	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	52	1215	NA	NA	200	100	NA	NA	0.021	NA	NA
RI	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	627	321	NA	NA	200	100	NA	NA	0.494	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	3194	3	NA	NA	180	100	NA	NA	0.998	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	2614	6	NA	NA	183	100	NA	NA	0.996	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1127	1	NA	NA	195	100	NA	NA	0.998	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	2661	1	NA	NA	200	100	NA	NA	0.9990000000000001	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	2765	16	NA	NA	200	100	NA	NA	0.9890000000000001	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1026	321	NA	NA	191	100	NA	NA	0.626	NA	NA
SE	BS_3RAM3K7B	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	3131	52	NA	NA	200	100	NA	NA	0.968	NA	NA
A3SS	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	1029	32	NA	NA	200	100	NA	NA	0.941	NA	NA
A5SS	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	1003	3	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
MXE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200855003	200855086	200856681	200856811	NA	NA	200854615	200854695	200857717	200857884	NA	NA	NA	NA	NA	NA	3	1249	NA	NA	200	183	NA	NA	0.002	NA	NA
MXE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200855003	200855086	200856681	200856811	NA	NA	200854615	200854695	200859679	200859746	NA	NA	NA	NA	NA	NA	5	1247	NA	NA	200	183	NA	NA	0.004	NA	NA
MXE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	976	960	NA	NA	200	195	NA	NA	0.498	NA	NA
MXE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	957	1031	NA	NA	200	200	NA	NA	0.48100000000000004	NA	NA
RI	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	102	1022	NA	NA	200	100	NA	NA	0.048	NA	NA
RI	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	323	179	NA	NA	200	100	NA	NA	0.474	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	2286	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200855003	200855086	200857717	200857884	NA	NA	NA	NA	NA	NA	1048	6	NA	NA	200	100	NA	NA	0.9890000000000001	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200855003	200855086	200859679	200859746	NA	NA	NA	NA	NA	NA	1050	4	NA	NA	200	100	NA	NA	0.992	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	1950	3	NA	NA	195	100	NA	NA	0.997	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	937	5	NA	NA	200	100	NA	NA	0.9890000000000001	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200855003	200855086	200859679	200859746	NA	NA	NA	NA	NA	NA	15	4	NA	NA	200	100	NA	NA	0.652	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	12	5	NA	NA	200	100	NA	NA	0.545	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1995	32	NA	NA	200	100	NA	NA	0.9690000000000001	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	1898	9	NA	NA	200	100	NA	NA	0.991	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	766	179	NA	NA	191	100	NA	NA	0.691	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864100	200864252	NA	NA	NA	NA	NA	NA	654	2	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_SWRH6FKE	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1696	24	NA	NA	200	100	NA	NA	0.972	NA	NA
RI	BS_DPA539AJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	362	NA	NA	200	100	NA	NA	0.036000000000000004	NA	NA
RI	BS_DPA539AJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	113	156	NA	NA	200	100	NA	NA	0.266	NA	NA
SE	BS_DPA539AJ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	842	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_DPA539AJ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	208	156	NA	NA	191	100	NA	NA	0.41100000000000003	NA	NA
SE	BS_DPA539AJ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	655	9	NA	NA	200	100	NA	NA	0.973	NA	NA
A3SS	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	241	7	NA	NA	200	100	NA	NA	0.945	NA	NA
RI	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	232	NA	NA	200	100	NA	NA	0.055	NA	NA
RI	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	100	83	NA	NA	200	100	NA	NA	0.376	NA	NA
SE	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	435	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	453	7	NA	NA	200	100	NA	NA	0.97	NA	NA
SE	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	167	83	NA	NA	191	100	NA	NA	0.513	NA	NA
SE	BS_YS3ZJWN9	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	505	6	NA	NA	200	100	NA	NA	0.977	NA	NA
RI	BS_YT4E515V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	0	286	NA	NA	200	100	NA	NA	0	NA	NA
RI	BS_YT4E515V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	16	0	NA	NA	200	100	NA	NA	1	NA	NA
SE	BS_YT4E515V	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	664	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_YT4E515V	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	566	0	NA	NA	191	100	NA	NA	1	NA	NA
